precondition_item,artifact_or_check,expected_status,observed_status,precondition_passed,blocking_reasons
step14h_manifest_exists,data/derived/covalent_small/covapie_cys_sg_discovery_download_smoke_v0/covapie_cys_sg_discovery_download_smoke_manifest.json,exists,True,True,
step14h_stage,data/derived/covalent_small/covapie_cys_sg_discovery_download_smoke_v0/covapie_cys_sg_discovery_download_smoke_manifest.json,covapie_cys_sg_discovery_download_smoke_v0,covapie_cys_sg_discovery_download_smoke_v0,True,
step14h_all_checks_passed,data/derived/covalent_small/covapie_cys_sg_discovery_download_smoke_v0/covapie_cys_sg_discovery_download_smoke_manifest.json,true,True,True,
step14h_download_success_count,data/derived/covalent_small/covapie_cys_sg_discovery_download_smoke_v0/covapie_cys_sg_discovery_download_smoke_manifest.json,25,25,True,
step14h_support_proposal_count,data/derived/covalent_small/covapie_cys_sg_discovery_download_smoke_v0/covapie_cys_sg_discovery_download_smoke_manifest.json,86,86,True,
step14h_ready_for_support_review,data/derived/covalent_small/covapie_cys_sg_discovery_download_smoke_v0/covapie_cys_sg_discovery_download_smoke_manifest.json,true,True,True,
step14h_ready_for_training,data/derived/covalent_small/covapie_cys_sg_discovery_download_smoke_v0/covapie_cys_sg_discovery_download_smoke_manifest.json,false,False,True,
proposal_csv_exists,data/derived/covalent_small/covapie_cys_sg_discovery_download_smoke_v0/covapie_cys_sg_discovery_event_proposals.csv,exists,True,True,
proposal_json_exists,data/derived/covalent_small/covapie_cys_sg_discovery_download_smoke_v0/covapie_cys_sg_discovery_event_proposals.json,exists,True,True,
proposal_csv_json_consistent,data/derived/covalent_small/covapie_cys_sg_discovery_download_smoke_v0/covapie_cys_sg_discovery_event_proposals.json,true,True,True,
all_proposals_pending_manual_review,data/derived/covalent_small/covapie_cys_sg_discovery_download_smoke_v0/covapie_cys_sg_discovery_event_proposals.csv,true,True,True,
metadata_csv_hash_unchanged,data/derived/covalent_small/external_metadata_index/covpdb/covpdb_complexes_metadata_manual.csv,c31d836c01291057b35279bc4fc4c2de35eaaa064e4e7c9ac6d314006cd66365,c31d836c01291057b35279bc4fc4c2de35eaaa064e4e7c9ac6d314006cd66365,True,
raw_roots_not_tracked,data/raw/covalent_sources/covpdb/cys_sg_discovery_raw_v0,false,False,True,
protected_source_diff_empty,equivariant_diffusion/ lightning_modules.py,empty,False,True,
original_dataloader_diff_empty,dataset.py data/prepare_crossdocked.py,empty,False,True,
canonical_mask_count,canonical masks,5,5,True,
b3_scaffold_only_included,canonical masks,true,True,True,
no_extra_mask_tasks,canonical masks,true,"[""warhead_only"", ""linker_plus_warhead"", ""scaffold_plus_warhead"", ""scaffold_only"", ""scaffold_plus_linker_plus_warhead""]",True,
