artifact_inventory_id,sample_index_row_id,assigned_split,final_leakage_group_id,artifact_role,source_field_name,artifact_path,artifact_path_is_relative,artifact_path_exists,artifact_is_regular_file,artifact_size_bytes,artifact_sha256,artifact_reference_preserved,artifact_inventory_passed,blocking_reasons
COVAPIE_FINAL_ARTIFACT_000001,CYS_SG_SAMPLE_INDEX_000001,train,COVAPIE_LEAKAGE_GROUP_000001,protein_atom_table,protein_atom_table_path,data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/samples/6BV6_JUG/protein_atom_table.csv,True,True,True,1371434,3502e4de8607a1d1b2cb5f47017d8f7f2cd0a86f15e86a223bf056da53f9e93e,True,True,
COVAPIE_FINAL_ARTIFACT_000002,CYS_SG_SAMPLE_INDEX_000001,train,COVAPIE_LEAKAGE_GROUP_000001,ligand_atom_table,ligand_atom_table_path,data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/samples/6BV6_JUG/ligand_atom_table.csv,True,True,True,2579,c91bb14b37c9b7231cb0e2fac4e2ba39ce65d65b6a9481b1e83b83890f2e1650,True,True,
COVAPIE_FINAL_ARTIFACT_000003,CYS_SG_SAMPLE_INDEX_000001,train,COVAPIE_LEAKAGE_GROUP_000001,pocket_atom_table,pocket_atom_table_path,data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/samples/6BV6_JUG/pocket_atom_table.csv,True,True,True,22677,8304b32fe3744010e9fed4c0cdbf1036f3550130b6ceeb0b4e72f6cf467bf09a,True,True,
COVAPIE_FINAL_ARTIFACT_000004,CYS_SG_SAMPLE_INDEX_000001,train,COVAPIE_LEAKAGE_GROUP_000001,covalent_event_table,covalent_event_table_path,data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/samples/6BV6_JUG/covalent_event_table.csv,True,True,True,480,443126984185d9e180df9096a1d4251c85b0b67cf8903ebad8a09723be739855,True,True,
COVAPIE_FINAL_ARTIFACT_000005,CYS_SG_SAMPLE_INDEX_000001,train,COVAPIE_LEAKAGE_GROUP_000001,ligand_residue_atom_pair_table,ligand_residue_atom_pair_table_path,data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/samples/6BV6_JUG/ligand_residue_atom_pair_table.csv,True,True,True,410,ad6c1b97e6f67e8cfddf934f66e780e67dc5e5764eb78a73ced578909944476f,True,True,
COVAPIE_FINAL_ARTIFACT_000006,CYS_SG_SAMPLE_INDEX_000001,train,COVAPIE_LEAKAGE_GROUP_000001,sample_preparation_audit,sample_preparation_audit_path,data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/samples/6BV6_JUG/sample_preparation_audit.csv,True,True,True,517,f7f1a639ef6da9fc84bd1e1b457744a56e5e277b5af41a8ce3e08b6aee5b4e28,True,True,
COVAPIE_FINAL_ARTIFACT_000007,CYS_SG_SAMPLE_INDEX_000002,train,COVAPIE_LEAKAGE_GROUP_000001,protein_atom_table,protein_atom_table_path,data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/samples/6BV8_JUG/protein_atom_table.csv,True,True,True,1377534,571da7b6f4af5b859b3841893a3ce89ec3a481ffbadfc659f866a5eb19a241c8,True,True,
COVAPIE_FINAL_ARTIFACT_000008,CYS_SG_SAMPLE_INDEX_000002,train,COVAPIE_LEAKAGE_GROUP_000001,ligand_atom_table,ligand_atom_table_path,data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/samples/6BV8_JUG/ligand_atom_table.csv,True,True,True,3467,13d2148bbcf544b62bd256b7ab8f14f31187d550a9e75d8c6d72deddada87d4a,True,True,
COVAPIE_FINAL_ARTIFACT_000009,CYS_SG_SAMPLE_INDEX_000002,train,COVAPIE_LEAKAGE_GROUP_000001,pocket_atom_table,pocket_atom_table_path,data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/samples/6BV8_JUG/pocket_atom_table.csv,True,True,True,36538,da421e99a42825bac551884475741bec3bbc15feac2ea7ed7dcbd4e53fcd98a5,True,True,
COVAPIE_FINAL_ARTIFACT_000010,CYS_SG_SAMPLE_INDEX_000002,train,COVAPIE_LEAKAGE_GROUP_000001,covalent_event_table,covalent_event_table_path,data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/samples/6BV8_JUG/covalent_event_table.csv,True,True,True,480,c145b864c1c2d0d2f6f7e0e2e3797fca25d304180553518720dda0d503a3f497,True,True,
COVAPIE_FINAL_ARTIFACT_000011,CYS_SG_SAMPLE_INDEX_000002,train,COVAPIE_LEAKAGE_GROUP_000001,ligand_residue_atom_pair_table,ligand_residue_atom_pair_table_path,data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/samples/6BV8_JUG/ligand_residue_atom_pair_table.csv,True,True,True,410,4a7f61620b86ba832729744d45045141f7c7b0504f9d79b8acc4652fef429c4d,True,True,
COVAPIE_FINAL_ARTIFACT_000012,CYS_SG_SAMPLE_INDEX_000002,train,COVAPIE_LEAKAGE_GROUP_000001,sample_preparation_audit,sample_preparation_audit_path,data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/samples/6BV8_JUG/sample_preparation_audit.csv,True,True,True,517,f7f1a639ef6da9fc84bd1e1b457744a56e5e277b5af41a8ce3e08b6aee5b4e28,True,True,
COVAPIE_FINAL_ARTIFACT_000013,CYS_SG_SAMPLE_INDEX_000003,train,COVAPIE_LEAKAGE_GROUP_000001,protein_atom_table,protein_atom_table_path,data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/samples/6BV5_JUG/protein_atom_table.csv,True,True,True,1377823,c9033d1c3fc1c31980df807cd7a36552dbac26fd9803ee6d308a3eb230997f75,True,True,
COVAPIE_FINAL_ARTIFACT_000014,CYS_SG_SAMPLE_INDEX_000003,train,COVAPIE_LEAKAGE_GROUP_000001,ligand_atom_table,ligand_atom_table_path,data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/samples/6BV5_JUG/ligand_atom_table.csv,True,True,True,2562,0f375a441d3d1718dfdbf084aebae0c4612aaae7905c8131018bed671fb6c70e,True,True,
COVAPIE_FINAL_ARTIFACT_000015,CYS_SG_SAMPLE_INDEX_000003,train,COVAPIE_LEAKAGE_GROUP_000001,pocket_atom_table,pocket_atom_table_path,data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/samples/6BV5_JUG/pocket_atom_table.csv,True,True,True,33264,1ef54fbbb7d8adf336de6ef29a064a3b689c67a8223240e65986b788a9ad7df8,True,True,
COVAPIE_FINAL_ARTIFACT_000016,CYS_SG_SAMPLE_INDEX_000003,train,COVAPIE_LEAKAGE_GROUP_000001,covalent_event_table,covalent_event_table_path,data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/samples/6BV5_JUG/covalent_event_table.csv,True,True,True,480,3f27937fbca0c54142e7bdfa204f1527b084b9185a4e1afb4078cd6dc0924f9d,True,True,
COVAPIE_FINAL_ARTIFACT_000017,CYS_SG_SAMPLE_INDEX_000003,train,COVAPIE_LEAKAGE_GROUP_000001,ligand_residue_atom_pair_table,ligand_residue_atom_pair_table_path,data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/samples/6BV5_JUG/ligand_residue_atom_pair_table.csv,True,True,True,410,482ab27961fd57d0a91ebeccc88d1f926fb1991f5ca029f3a7e0183b3422e3fb,True,True,
COVAPIE_FINAL_ARTIFACT_000018,CYS_SG_SAMPLE_INDEX_000003,train,COVAPIE_LEAKAGE_GROUP_000001,sample_preparation_audit,sample_preparation_audit_path,data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/samples/6BV5_JUG/sample_preparation_audit.csv,True,True,True,517,f7f1a639ef6da9fc84bd1e1b457744a56e5e277b5af41a8ce3e08b6aee5b4e28,True,True,
COVAPIE_FINAL_ARTIFACT_000019,CYS_SG_SAMPLE_INDEX_000004,validation,COVAPIE_LEAKAGE_GROUP_000002,protein_atom_table,protein_atom_table_path,data/derived/covalent_small/covapie_independent_group_expansion_batch_sample_preparation_execution_smoke_v0/samples/1AEC_E64/protein_atom_table.csv,True,True,True,363764,b237fbb1439c4f756b497eeef305959bd2f582fd3b2b84ea8cbbd83864b785f2,True,True,
COVAPIE_FINAL_ARTIFACT_000020,CYS_SG_SAMPLE_INDEX_000004,validation,COVAPIE_LEAKAGE_GROUP_000002,ligand_atom_table,ligand_atom_table_path,data/derived/covalent_small/covapie_independent_group_expansion_batch_sample_preparation_execution_smoke_v0/samples/1AEC_E64/ligand_atom_table.csv,True,True,True,6171,02f4f7157da8318076290de0b36d21c2e40233e45e315264a67209dd2b4dc0cf,True,True,
COVAPIE_FINAL_ARTIFACT_000021,CYS_SG_SAMPLE_INDEX_000004,validation,COVAPIE_LEAKAGE_GROUP_000002,pocket_atom_table,pocket_atom_table_path,data/derived/covalent_small/covapie_independent_group_expansion_batch_sample_preparation_execution_smoke_v0/samples/1AEC_E64/pocket_atom_table.csv,True,True,True,48709,e61676d8f9c67730ea2b38ff7951665d7d7dbe2a6e288621c854f8497883cb97,True,True,
COVAPIE_FINAL_ARTIFACT_000022,CYS_SG_SAMPLE_INDEX_000004,validation,COVAPIE_LEAKAGE_GROUP_000002,covalent_event_table,covalent_event_table_path,data/derived/covalent_small/covapie_independent_group_expansion_batch_sample_preparation_execution_smoke_v0/samples/1AEC_E64/covalent_event_table.csv,True,True,True,495,d447fdaa30c7e805c7fc1644e5dde410403881905bef72c6601b1aa24d50be90,True,True,
COVAPIE_FINAL_ARTIFACT_000023,CYS_SG_SAMPLE_INDEX_000004,validation,COVAPIE_LEAKAGE_GROUP_000002,ligand_residue_atom_pair_table,ligand_residue_atom_pair_table_path,data/derived/covalent_small/covapie_independent_group_expansion_batch_sample_preparation_execution_smoke_v0/samples/1AEC_E64/ligand_residue_atom_pair_table.csv,True,True,True,413,231604eadff0c6247b32b8f64d7151cc5423245da57705db0cd9a31624f0deb4,True,True,
COVAPIE_FINAL_ARTIFACT_000024,CYS_SG_SAMPLE_INDEX_000004,validation,COVAPIE_LEAKAGE_GROUP_000002,sample_preparation_audit,sample_preparation_audit_path,data/derived/covalent_small/covapie_independent_group_expansion_batch_sample_preparation_execution_smoke_v0/samples/1AEC_E64/sample_preparation_audit.csv,True,True,True,671,ef496ed10d62e4e61e7580fc267f48a030c96c4d455ee56b89841c0fc7cb1207,True,True,
COVAPIE_FINAL_ARTIFACT_000025,CYS_SG_SAMPLE_INDEX_000005,validation,COVAPIE_LEAKAGE_GROUP_000003,protein_atom_table,protein_atom_table_path,data/derived/covalent_small/covapie_independent_group_expansion_batch_sample_preparation_execution_smoke_v0/samples/1AIM_ZYA/protein_atom_table.csv,True,True,True,350864,4dcf9778367684ee981e9809472fa692099ab542894db0ce676da12ace84a094,True,True,
COVAPIE_FINAL_ARTIFACT_000026,CYS_SG_SAMPLE_INDEX_000005,validation,COVAPIE_LEAKAGE_GROUP_000003,ligand_atom_table,ligand_atom_table_path,data/derived/covalent_small/covapie_independent_group_expansion_batch_sample_preparation_execution_smoke_v0/samples/1AIM_ZYA/ligand_atom_table.csv,True,True,True,5852,a813b57350cfd2bfae664c7b0d7d92a0d5359b8b1274d39eae0a97a76f61bdfa,True,True,
COVAPIE_FINAL_ARTIFACT_000027,CYS_SG_SAMPLE_INDEX_000005,validation,COVAPIE_LEAKAGE_GROUP_000003,pocket_atom_table,pocket_atom_table_path,data/derived/covalent_small/covapie_independent_group_expansion_batch_sample_preparation_execution_smoke_v0/samples/1AIM_ZYA/pocket_atom_table.csv,True,True,True,42861,e5faa522a02499b47bdc7b3d1bb5cf4d948f343027ce8bd9f897abda8ede2aad,True,True,
COVAPIE_FINAL_ARTIFACT_000028,CYS_SG_SAMPLE_INDEX_000005,validation,COVAPIE_LEAKAGE_GROUP_000003,covalent_event_table,covalent_event_table_path,data/derived/covalent_small/covapie_independent_group_expansion_batch_sample_preparation_execution_smoke_v0/samples/1AIM_ZYA/covalent_event_table.csv,True,True,True,495,9234209cc4a87d5764e3a0e8964d93838f7a0f4ffd394d3930643807d7ccb8de,True,True,
COVAPIE_FINAL_ARTIFACT_000029,CYS_SG_SAMPLE_INDEX_000005,validation,COVAPIE_LEAKAGE_GROUP_000003,ligand_residue_atom_pair_table,ligand_residue_atom_pair_table_path,data/derived/covalent_small/covapie_independent_group_expansion_batch_sample_preparation_execution_smoke_v0/samples/1AIM_ZYA/ligand_residue_atom_pair_table.csv,True,True,True,417,3f8efd3a81ba6bd57bcdeaa9dd1b482ae41c52b6b270193da9c044a51ae9e5fb,True,True,
COVAPIE_FINAL_ARTIFACT_000030,CYS_SG_SAMPLE_INDEX_000005,validation,COVAPIE_LEAKAGE_GROUP_000003,sample_preparation_audit,sample_preparation_audit_path,data/derived/covalent_small/covapie_independent_group_expansion_batch_sample_preparation_execution_smoke_v0/samples/1AIM_ZYA/sample_preparation_audit.csv,True,True,True,671,ef496ed10d62e4e61e7580fc267f48a030c96c4d455ee56b89841c0fc7cb1207,True,True,
COVAPIE_FINAL_ARTIFACT_000031,CYS_SG_SAMPLE_INDEX_000006,train,COVAPIE_LEAKAGE_GROUP_000004,protein_atom_table,protein_atom_table_path,data/derived/covalent_small/covapie_independent_group_expansion_batch_sample_preparation_execution_smoke_v0/samples/1AU3_PCM/protein_atom_table.csv,True,True,True,302956,54154e9c08a3480b991a644b5dc4ca818a2e66eecc7dc8627e9c0d4c27e777f7,True,True,
COVAPIE_FINAL_ARTIFACT_000032,CYS_SG_SAMPLE_INDEX_000006,train,COVAPIE_LEAKAGE_GROUP_000004,ligand_atom_table,ligand_atom_table_path,data/derived/covalent_small/covapie_independent_group_expansion_batch_sample_preparation_execution_smoke_v0/samples/1AU3_PCM/ligand_atom_table.csv,True,True,True,8086,90c70d05a0a9c1026c90a6c85b9e1989afa8c51671fe084cbb7f063b9427616a,True,True,
COVAPIE_FINAL_ARTIFACT_000033,CYS_SG_SAMPLE_INDEX_000006,train,COVAPIE_LEAKAGE_GROUP_000004,pocket_atom_table,pocket_atom_table_path,data/derived/covalent_small/covapie_independent_group_expansion_batch_sample_preparation_execution_smoke_v0/samples/1AU3_PCM/pocket_atom_table.csv,True,True,True,51870,a025544e56c94b95993800cf30877e9171d798b8d58835ca6090ae7fc4365a98,True,True,
COVAPIE_FINAL_ARTIFACT_000034,CYS_SG_SAMPLE_INDEX_000006,train,COVAPIE_LEAKAGE_GROUP_000004,covalent_event_table,covalent_event_table_path,data/derived/covalent_small/covapie_independent_group_expansion_batch_sample_preparation_execution_smoke_v0/samples/1AU3_PCM/covalent_event_table.csv,True,True,True,497,1d9a50c6737d97c5f6a0e9b1750526981a47283b7a10c5b8a89681c4424dbe82,True,True,
COVAPIE_FINAL_ARTIFACT_000035,CYS_SG_SAMPLE_INDEX_000006,train,COVAPIE_LEAKAGE_GROUP_000004,ligand_residue_atom_pair_table,ligand_residue_atom_pair_table_path,data/derived/covalent_small/covapie_independent_group_expansion_batch_sample_preparation_execution_smoke_v0/samples/1AU3_PCM/ligand_residue_atom_pair_table.csv,True,True,True,419,798eba5ec3dcfc79642a334647dda6a86e9956ae78e1cfcac59988baf1dfd54e,True,True,
COVAPIE_FINAL_ARTIFACT_000036,CYS_SG_SAMPLE_INDEX_000006,train,COVAPIE_LEAKAGE_GROUP_000004,sample_preparation_audit,sample_preparation_audit_path,data/derived/covalent_small/covapie_independent_group_expansion_batch_sample_preparation_execution_smoke_v0/samples/1AU3_PCM/sample_preparation_audit.csv,True,True,True,671,ef496ed10d62e4e61e7580fc267f48a030c96c4d455ee56b89841c0fc7cb1207,True,True,
COVAPIE_FINAL_ARTIFACT_000037,CYS_SG_SAMPLE_INDEX_000007,train,COVAPIE_LEAKAGE_GROUP_000004,protein_atom_table,protein_atom_table_path,data/derived/covalent_small/covapie_independent_group_expansion_batch_sample_preparation_execution_smoke_v0/samples/1AU4_INP/protein_atom_table.csv,True,True,True,302958,67971697b62b9d0e96ea0034a2c48df0a727d17d1cdf0ec3cd9288f8e3410617,True,True,
COVAPIE_FINAL_ARTIFACT_000038,CYS_SG_SAMPLE_INDEX_000007,train,COVAPIE_LEAKAGE_GROUP_000004,ligand_atom_table,ligand_atom_table_path,data/derived/covalent_small/covapie_independent_group_expansion_batch_sample_preparation_execution_smoke_v0/samples/1AU4_INP/ligand_atom_table.csv,True,True,True,7901,d6f3a76db2a5448141403007708682ed2278b6bd1137b3be65a95ea615912665,True,True,
