stage,previous_stage,section,status,evidence,blocking_reasons,recommended_next_step
covapie_external_metadata_index_schema_probe_design_gate_v0,covapie_external_metadata_index_rediscovery_smoke_v0,step13ap_precondition,passed,"{""passed"": true}",,covapie_covpdb_complex_card_metadata_probe_design_gate
covapie_external_metadata_index_schema_probe_design_gate_v0,covapie_external_metadata_index_rediscovery_smoke_v0,observed_schema,passed,"{""rows"": 19}",,covapie_covpdb_complex_card_metadata_probe_design_gate
covapie_external_metadata_index_schema_probe_design_gate_v0,covapie_external_metadata_index_rediscovery_smoke_v0,allowlist_schema_mapping,passed,"{""critical"": 5, ""deferred"": 1, ""direct"": 4, ""generated"": 5}",,covapie_covpdb_complex_card_metadata_probe_design_gate
covapie_external_metadata_index_schema_probe_design_gate_v0,covapie_external_metadata_index_rediscovery_smoke_v0,missing_field_resolution,passed,"{""rows"": 10}",,covapie_covpdb_complex_card_metadata_probe_design_gate
covapie_external_metadata_index_schema_probe_design_gate_v0,covapie_external_metadata_index_rediscovery_smoke_v0,event_key_gap,passed,"{""minimal_event_key_materializable"": false}",,covapie_covpdb_complex_card_metadata_probe_design_gate
covapie_external_metadata_index_schema_probe_design_gate_v0,covapie_external_metadata_index_rediscovery_smoke_v0,candidate_materialization_blockers,passed,"{""rows"": 9}",,covapie_covpdb_complex_card_metadata_probe_design_gate
covapie_external_metadata_index_schema_probe_design_gate_v0,covapie_external_metadata_index_rediscovery_smoke_v0,execution_boundary,passed,"{""network_access_used"": false}",,covapie_covpdb_complex_card_metadata_probe_design_gate
covapie_external_metadata_index_schema_probe_design_gate_v0,covapie_external_metadata_index_rediscovery_smoke_v0,git_safety,passed,"{""rows"": 10}",,covapie_covpdb_complex_card_metadata_probe_design_gate
covapie_external_metadata_index_schema_probe_design_gate_v0,covapie_external_metadata_index_rediscovery_smoke_v0,mask_scope,passed,"{""mask_count"": 5}",,covapie_covpdb_complex_card_metadata_probe_design_gate
covapie_external_metadata_index_schema_probe_design_gate_v0,covapie_external_metadata_index_rediscovery_smoke_v0,feature_semantics,passed,"{""rows"": 12}",,covapie_covpdb_complex_card_metadata_probe_design_gate
covapie_external_metadata_index_schema_probe_design_gate_v0,covapie_external_metadata_index_rediscovery_smoke_v0,leakage_split,passed,"{""rows"": 12}",,covapie_covpdb_complex_card_metadata_probe_design_gate
covapie_external_metadata_index_schema_probe_design_gate_v0,covapie_external_metadata_index_rediscovery_smoke_v0,readiness_boundary,passed,"{""ready_for_complex_card_probe_design_gate"": true}",,covapie_covpdb_complex_card_metadata_probe_design_gate
