precondition_item,artifact_or_check,expected_status,observed_status,precondition_passed,blocking_reasons
step14ai_manifest_exists,data/derived/covalent_small/covapie_independent_group_expansion_design_gate_v0/covapie_independent_group_expansion_design_gate_manifest.json,exists,True,True,
step14ai_stage,data/derived/covalent_small/covapie_independent_group_expansion_design_gate_v0/covapie_independent_group_expansion_design_gate_manifest.json,covapie_independent_group_expansion_design_gate_v0,covapie_independent_group_expansion_design_gate_v0,True,
step14ai_all_checks_passed,data/derived/covalent_small/covapie_independent_group_expansion_design_gate_v0/covapie_independent_group_expansion_design_gate_manifest.json,True,True,True,
step14ai_required_flags,data/derived/covalent_small/covapie_independent_group_expansion_design_gate_v0/covapie_independent_group_expansion_design_gate_manifest.json,True,True,True,
step14ai_candidate_source_artifact_count,data/derived/covalent_small/covapie_independent_group_expansion_design_gate_v0/covapie_independent_group_expansion_design_gate_manifest.json,2,2,True,
step14ai_candidate_source_record_count,data/derived/covalent_small/covapie_independent_group_expansion_design_gate_v0/covapie_independent_group_expansion_design_gate_manifest.json,25,25,True,
step14ai_eligible_candidate_record_count,data/derived/covalent_small/covapie_independent_group_expansion_design_gate_v0/covapie_independent_group_expansion_design_gate_manifest.json,9,9,True,
step14ai_excluded_candidate_record_count,data/derived/covalent_small/covapie_independent_group_expansion_design_gate_v0/covapie_independent_group_expansion_design_gate_manifest.json,17,17,True,
step14ai_shortlist_candidate_count,data/derived/covalent_small/covapie_independent_group_expansion_design_gate_v0/covapie_independent_group_expansion_design_gate_manifest.json,8,8,True,
step14ai_shortlist_distinct_non_jug_het_id_count,data/derived/covalent_small/covapie_independent_group_expansion_design_gate_v0/covapie_independent_group_expansion_design_gate_manifest.json,8,8,True,
step14ai_acquisition_batch_plan_count,data/derived/covalent_small/covapie_independent_group_expansion_design_gate_v0/covapie_independent_group_expansion_design_gate_manifest.json,8,8,True,
shortlist_csv_json_consistent,data/derived/covalent_small/covapie_independent_group_expansion_design_gate_v0/covapie_independent_group_candidate_shortlist.json,8 identical rows,8/8,True,
shortlist_unique_pdb_het_pairs,data/derived/covalent_small/covapie_independent_group_expansion_design_gate_v0/covapie_independent_group_candidate_shortlist.csv,8,8,True,
shortlist_unique_non_jug_hets,data/derived/covalent_small/covapie_independent_group_expansion_design_gate_v0/covapie_independent_group_candidate_shortlist.csv,8,8,True,
source_inventory_count,data/derived/covalent_small/covapie_independent_group_expansion_design_gate_v0/covapie_expansion_candidate_source_inventory.csv,25,25,True,
shortlist_source_lineage,data/derived/covalent_small/covapie_independent_group_expansion_design_gate_v0/covapie_expansion_candidate_source_inventory.csv,True,True,True,
acquisition_plan_matches_shortlist,data/derived/covalent_small/covapie_independent_group_expansion_design_gate_v0/covapie_independent_group_acquisition_batch_plan.csv,8,8,True,
evidence_contract_passed,data/derived/covalent_small/covapie_independent_group_expansion_design_gate_v0/covapie_independence_evidence_requirement_contract.csv,12,12,True,
known_blocked_exclusions_retained,data/derived/covalent_small/covapie_independent_group_expansion_design_gate_v0/covapie_expansion_candidate_exclusion_audit.csv,1A54/MDC;6BV9/JUG,known_struct_conn_blocked;known_ligand_comp_mismatch,True,
current_sample_pairs_absent,data/derived/covalent_small/covapie_independent_group_expansion_design_gate_v0/covapie_independent_group_candidate_shortlist.csv,False,False,True,
metadata_hash_unchanged,data/derived/covalent_small/external_metadata_index/covpdb/covpdb_complexes_metadata_manual.csv,fixed,c31d836c01291057b35279bc4fc4c2de35eaaa064e4e7c9ac6d314006cd66365,True,
sample_index_hashes_unchanged,data/derived/covalent_small/covapie_sample_index_materialization_smoke_v0,fixed,2733991775edf5e075b461a9ba1872c7e2fe7f61f5d9614a2704b814c3f0e2c5/8d740458e30cc77bbaa568c615dd10f5df334cd0c46f21433c570c16391b8b38,True,
raw_files_untracked_unstaged,data/raw/covalent_sources,False,False,True,
historical_artifacts_unchanged,Step14AI/AH/AG/AF/AE/AD/AA,False,False,True,
protected_source_diff_empty,DiffSBDD protected paths,False,False,True,
canonical_five_masks_preserved,canonical masks,5,5,True,
