precondition_item,artifact_or_check,expected_status,observed_status,precondition_passed,blocking_reasons
step13bu_manifest_exists,data/derived/covalent_small/covapie_metadata_dataloader_smoke_v0/covapie_metadata_dataloader_smoke_manifest.json,exists,True,True,
step13bu_stage,data/derived/covalent_small/covapie_metadata_dataloader_smoke_v0/covapie_metadata_dataloader_smoke_manifest.json,covapie_metadata_dataloader_smoke_v0,covapie_metadata_dataloader_smoke_v0,True,
step13bu_all_checks_passed,data/derived/covalent_small/covapie_metadata_dataloader_smoke_v0/covapie_metadata_dataloader_smoke_manifest.json,true,True,True,
step13bu_metadata_dataset_len,data/derived/covalent_small/covapie_metadata_dataloader_smoke_v0/covapie_metadata_dataloader_smoke_manifest.json,20,20,True,
step13bu_preview_shape,data/derived/covalent_small/covapie_metadata_dataloader_smoke_v0/covapie_metadata_dataloader_smoke_preview.csv,20x30,20x30,True,
step13bu_len_getitem_audit_passed,data/derived/covalent_small/covapie_metadata_dataloader_smoke_v0/covapie_metadata_dataset_len_getitem_audit.csv,true,True,True,
step13bu_key_coverage_audit_passed,data/derived/covalent_small/covapie_metadata_dataloader_smoke_v0/covapie_metadata_getitem_key_coverage_audit.csv,true,True,True,
step13bu_mask_distribution_audit_passed,data/derived/covalent_small/covapie_metadata_dataloader_smoke_v0/covapie_metadata_mask_distribution_audit.csv,true,True,True,
step13bu_blocker_runtime_audit_passed,data/derived/covalent_small/covapie_metadata_dataloader_smoke_v0/covapie_metadata_blocker_runtime_audit.csv,true,True,True,
step13bu_out_of_range_index_error_checked,data/derived/covalent_small/covapie_metadata_dataloader_smoke_v0/covapie_metadata_dataloader_smoke_manifest.json,true,True,True,
step13bu_ready_for_metadata_dataloader_smoke_qa_gate,data/derived/covalent_small/covapie_metadata_dataloader_smoke_v0/covapie_metadata_dataloader_smoke_manifest.json,true,True,True,
step13bu_ready_for_actual_dataloader_smoke,data/derived/covalent_small/covapie_metadata_dataloader_smoke_v0/covapie_metadata_dataloader_smoke_manifest.json,false,False,True,
step13bu_ready_for_training,data/derived/covalent_small/covapie_metadata_dataloader_smoke_v0/covapie_metadata_dataloader_smoke_manifest.json,false,False,True,
step13bu_ready_to_train_now,data/derived/covalent_small/covapie_metadata_dataloader_smoke_v0/covapie_metadata_dataloader_smoke_manifest.json,false,False,True,
step13bt_design_gate_passed,data/derived/covalent_small/covapie_dataloader_smoke_design_gate_v0/covapie_dataloader_smoke_design_gate_manifest.json,true,True,True,
step13br_interface_preview_shape,data/derived/covalent_small/covapie_dataloader_interface_smoke_v0/covapie_dataloader_interface_smoke_preview.csv,20x35,20x35,True,
step13bo_final_dataset_preview_shape,data/derived/covalent_small/covapie_final_dataset_smoke_v0/covapie_final_dataset_smoke_preview.csv,20x45,20x45,True,
canonical_mask_count,data/derived/covalent_small/covapie_metadata_dataloader_smoke_v0/covapie_metadata_dataloader_smoke_preview.csv,5,5,True,
b3_scaffold_only_included,data/derived/covalent_small/covapie_metadata_dataloader_smoke_v0/covapie_metadata_dataloader_smoke_preview.csv,true,True,True,
no_extra_mask_tasks_added,data/derived/covalent_small/covapie_metadata_dataloader_smoke_v0/covapie_metadata_dataloader_smoke_preview.csv,true,"[""linker_plus_warhead"", ""scaffold_only"", ""scaffold_plus_linker_plus_warhead"", ""scaffold_plus_warhead"", ""warhead_only""]",True,
metadata_csv_hash_unchanged,data/derived/covalent_small/external_metadata_index/covpdb/covpdb_complexes_metadata_manual.csv,c31d836c01291057b35279bc4fc4c2de35eaaa064e4e7c9ac6d314006cd66365,c31d836c01291057b35279bc4fc4c2de35eaaa064e4e7c9ac6d314006cd66365,True,
raw_files_untracked,data/raw/covalent_sources/covpdb/raw_structure_event_annotation_smoke_v0,false,False,True,
raw_files_unstaged,data/raw/covalent_sources/covpdb/raw_structure_event_annotation_smoke_v0,false,False,True,
protected_source_diff_empty,equivariant_diffusion/ lightning_modules.py,empty,False,True,
original_dataloader_diff_empty,dataset.py data/prepare_crossdocked.py,empty,False,True,
