precondition_item,artifact_or_check,expected_status,observed_status,precondition_passed,blocking_reasons
step14ah_manifest_exists,data/derived/covalent_small/covapie_leakage_split_review_gate_v0/covapie_leakage_split_review_gate_manifest.json,exists,True,True,
step14ah_stage,data/derived/covalent_small/covapie_leakage_split_review_gate_v0/covapie_leakage_split_review_gate_manifest.json,covapie_leakage_split_review_gate_v0,covapie_leakage_split_review_gate_v0,True,
step14ah_all_checks_passed,data/derived/covalent_small/covapie_leakage_split_review_gate_v0/covapie_leakage_split_review_gate_manifest.json,True,True,True,
step14ah_group_counts,data/derived/covalent_small/covapie_leakage_split_review_gate_v0/covapie_leakage_split_review_gate_manifest.json,1/2,1/2,True,
step14ah_expansion_required,data/derived/covalent_small/covapie_leakage_split_review_gate_v0/covapie_leakage_split_review_gate_manifest.json,True,True,True,
step14ah_expansion_ready,data/derived/covalent_small/covapie_leakage_split_review_gate_v0/covapie_leakage_split_review_gate_manifest.json,True,True,True,
step14ah_materialization_training_blocked,data/derived/covalent_small/covapie_leakage_split_review_gate_v0/covapie_leakage_split_review_gate_manifest.json,False,False,True,
step14ah_feature_semantics_unresolved,data/derived/covalent_small/covapie_leakage_split_review_gate_v0/covapie_leakage_split_review_gate_manifest.json,false/false,False/False,True,
candidate_source_discovered,data/derived/covalent_small/covapie_cys_sg_acquired_annotation_manual_review_gate_v0/covapie_cys_sg_combined_acquired_annotation_inventory.csv,exists,True,True,
candidate_source_committed,data/derived/covalent_small/covapie_cys_sg_acquired_annotation_manual_review_gate_v0/covapie_cys_sg_combined_acquired_annotation_inventory.csv,True,True,True,
candidate_source_has_rows,data/derived/covalent_small/covapie_cys_sg_acquired_annotation_manual_review_gate_v0/covapie_cys_sg_combined_acquired_annotation_inventory.csv,>=1,25,True,
supplemental_decision_source_committed,data/derived/covalent_small/covapie_cys_sg_manual_review_decision_application_gate_v0/covapie_cys_sg_applied_manual_review_decisions.csv,True,True,True,
metadata_csv_exists,data/derived/covalent_small/external_metadata_index/covpdb/covpdb_complexes_metadata_manual.csv,exists,True,True,
metadata_hash_unchanged,data/derived/covalent_small/external_metadata_index/covpdb/covpdb_complexes_metadata_manual.csv,c31d836c01291057b35279bc4fc4c2de35eaaa064e4e7c9ac6d314006cd66365,c31d836c01291057b35279bc4fc4c2de35eaaa064e4e7c9ac6d314006cd66365,True,
sample_index_hashes_unchanged,data/derived/covalent_small/covapie_sample_index_materialization_smoke_v0,fixed,2733991775edf5e075b461a9ba1872c7e2fe7f61f5d9614a2704b814c3f0e2c5/8d740458e30cc77bbaa568c615dd10f5df334cd0c46f21433c570c16391b8b38,True,
raw_files_untracked_unstaged,data/raw/covalent_sources,False,False,True,
historical_artifacts_unchanged,Step14AH/AG/AF/AE/AD/AA,False,False,True,
protected_source_diff_empty,DiffSBDD protected paths,False,False,True,
canonical_five_masks_preserved,canonical masks,5,5,True,
