case_id,case_group,behavior,expected_dispatch_code,expected_reason,source_exact10_json,oracle_exact10_json,unified_exact13_json,formal_call_count,oracle_call_count,case_passed
STANDALONE_scalar_none,standalone_exact32,exact10_to_exact13,,DUPLICATE_IDENTITY_KEY_TYPE_INVALID,"{""admission_rule_id"":""ADMIT_009"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""DUPLICATE_IDENTITY_KEY_TYPE_INVALID"",""canonical_duplicate_identity_key"":"""",""validated_candidate_fields"":[],""consumed_candidate_fields"":[""duplicate_identity_key""],""consumed_context_items"":[],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_009"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""DUPLICATE_IDENTITY_KEY_TYPE_INVALID"",""canonical_duplicate_identity_key"":"""",""validated_candidate_fields"":[],""consumed_candidate_fields"":[""duplicate_identity_key""],""consumed_context_items"":[],""evaluator_io_used"":false}","{""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""admission_rule_id"":""ADMIT_009"",""admission_rule_name"":""duplicate_identity_precheck"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""DUPLICATE_IDENTITY_KEY_TYPE_INVALID"",""normalized_values"":[],""validated_candidate_fields"":[],""consumed_candidate_fields"":[""duplicate_identity_key""],""consumed_context_items"":[],""evaluator_io_used"":false,""adapter_id"":""covapie_admit_009_unified_adapter_v1""}",1,1,true
STANDALONE_scalar_integer,standalone_exact32,exact10_to_exact13,,DUPLICATE_IDENTITY_KEY_TYPE_INVALID,"{""admission_rule_id"":""ADMIT_009"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""DUPLICATE_IDENTITY_KEY_TYPE_INVALID"",""canonical_duplicate_identity_key"":"""",""validated_candidate_fields"":[],""consumed_candidate_fields"":[""duplicate_identity_key""],""consumed_context_items"":[],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_009"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""DUPLICATE_IDENTITY_KEY_TYPE_INVALID"",""canonical_duplicate_identity_key"":"""",""validated_candidate_fields"":[],""consumed_candidate_fields"":[""duplicate_identity_key""],""consumed_context_items"":[],""evaluator_io_used"":false}","{""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""admission_rule_id"":""ADMIT_009"",""admission_rule_name"":""duplicate_identity_precheck"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""DUPLICATE_IDENTITY_KEY_TYPE_INVALID"",""normalized_values"":[],""validated_candidate_fields"":[],""consumed_candidate_fields"":[""duplicate_identity_key""],""consumed_context_items"":[],""evaluator_io_used"":false,""adapter_id"":""covapie_admit_009_unified_adapter_v1""}",1,1,true
STANDALONE_scalar_str_subclass,standalone_exact32,exact10_to_exact13,,DUPLICATE_IDENTITY_KEY_TYPE_INVALID,"{""admission_rule_id"":""ADMIT_009"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""DUPLICATE_IDENTITY_KEY_TYPE_INVALID"",""canonical_duplicate_identity_key"":"""",""validated_candidate_fields"":[],""consumed_candidate_fields"":[""duplicate_identity_key""],""consumed_context_items"":[],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_009"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""DUPLICATE_IDENTITY_KEY_TYPE_INVALID"",""canonical_duplicate_identity_key"":"""",""validated_candidate_fields"":[],""consumed_candidate_fields"":[""duplicate_identity_key""],""consumed_context_items"":[],""evaluator_io_used"":false}","{""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""admission_rule_id"":""ADMIT_009"",""admission_rule_name"":""duplicate_identity_precheck"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""DUPLICATE_IDENTITY_KEY_TYPE_INVALID"",""normalized_values"":[],""validated_candidate_fields"":[],""consumed_candidate_fields"":[""duplicate_identity_key""],""consumed_context_items"":[],""evaluator_io_used"":false,""adapter_id"":""covapie_admit_009_unified_adapter_v1""}",1,1,true
STANDALONE_scalar_empty,standalone_exact32,exact10_to_exact13,,DUPLICATE_IDENTITY_KEY_EMPTY,"{""admission_rule_id"":""ADMIT_009"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""DUPLICATE_IDENTITY_KEY_EMPTY"",""canonical_duplicate_identity_key"":"""",""validated_candidate_fields"":[],""consumed_candidate_fields"":[""duplicate_identity_key""],""consumed_context_items"":[],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_009"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""DUPLICATE_IDENTITY_KEY_EMPTY"",""canonical_duplicate_identity_key"":"""",""validated_candidate_fields"":[],""consumed_candidate_fields"":[""duplicate_identity_key""],""consumed_context_items"":[],""evaluator_io_used"":false}","{""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""admission_rule_id"":""ADMIT_009"",""admission_rule_name"":""duplicate_identity_precheck"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""DUPLICATE_IDENTITY_KEY_EMPTY"",""normalized_values"":[],""validated_candidate_fields"":[],""consumed_candidate_fields"":[""duplicate_identity_key""],""consumed_context_items"":[],""evaluator_io_used"":false,""adapter_id"":""covapie_admit_009_unified_adapter_v1""}",1,1,true
STANDALONE_scalar_non_ascii,standalone_exact32,exact10_to_exact13,,DUPLICATE_IDENTITY_KEY_NON_ASCII,"{""admission_rule_id"":""ADMIT_009"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""DUPLICATE_IDENTITY_KEY_NON_ASCII"",""canonical_duplicate_identity_key"":"""",""validated_candidate_fields"":[],""consumed_candidate_fields"":[""duplicate_identity_key""],""consumed_context_items"":[],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_009"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""DUPLICATE_IDENTITY_KEY_NON_ASCII"",""canonical_duplicate_identity_key"":"""",""validated_candidate_fields"":[],""consumed_candidate_fields"":[""duplicate_identity_key""],""consumed_context_items"":[],""evaluator_io_used"":false}","{""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""admission_rule_id"":""ADMIT_009"",""admission_rule_name"":""duplicate_identity_precheck"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""DUPLICATE_IDENTITY_KEY_NON_ASCII"",""normalized_values"":[],""validated_candidate_fields"":[],""consumed_candidate_fields"":[""duplicate_identity_key""],""consumed_context_items"":[],""evaluator_io_used"":false,""adapter_id"":""covapie_admit_009_unified_adapter_v1""}",1,1,true
STANDALONE_scalar_wrong_prefix,standalone_exact32,exact10_to_exact13,,DUPLICATE_IDENTITY_KEY_SYNTAX_INVALID,"{""admission_rule_id"":""ADMIT_009"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""DUPLICATE_IDENTITY_KEY_SYNTAX_INVALID"",""canonical_duplicate_identity_key"":"""",""validated_candidate_fields"":[],""consumed_candidate_fields"":[""duplicate_identity_key""],""consumed_context_items"":[],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_009"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""DUPLICATE_IDENTITY_KEY_SYNTAX_INVALID"",""canonical_duplicate_identity_key"":"""",""validated_candidate_fields"":[],""consumed_candidate_fields"":[""duplicate_identity_key""],""consumed_context_items"":[],""evaluator_io_used"":false}","{""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""admission_rule_id"":""ADMIT_009"",""admission_rule_name"":""duplicate_identity_precheck"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""DUPLICATE_IDENTITY_KEY_SYNTAX_INVALID"",""normalized_values"":[],""validated_candidate_fields"":[],""consumed_candidate_fields"":[""duplicate_identity_key""],""consumed_context_items"":[],""evaluator_io_used"":false,""adapter_id"":""covapie_admit_009_unified_adapter_v1""}",1,1,true
STANDALONE_scalar_uppercase_digest,standalone_exact32,exact10_to_exact13,,DUPLICATE_IDENTITY_KEY_SYNTAX_INVALID,"{""admission_rule_id"":""ADMIT_009"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""DUPLICATE_IDENTITY_KEY_SYNTAX_INVALID"",""canonical_duplicate_identity_key"":"""",""validated_candidate_fields"":[],""consumed_candidate_fields"":[""duplicate_identity_key""],""consumed_context_items"":[],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_009"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""DUPLICATE_IDENTITY_KEY_SYNTAX_INVALID"",""canonical_duplicate_identity_key"":"""",""validated_candidate_fields"":[],""consumed_candidate_fields"":[""duplicate_identity_key""],""consumed_context_items"":[],""evaluator_io_used"":false}","{""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""admission_rule_id"":""ADMIT_009"",""admission_rule_name"":""duplicate_identity_precheck"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""DUPLICATE_IDENTITY_KEY_SYNTAX_INVALID"",""normalized_values"":[],""validated_candidate_fields"":[],""consumed_candidate_fields"":[""duplicate_identity_key""],""consumed_context_items"":[],""evaluator_io_used"":false,""adapter_id"":""covapie_admit_009_unified_adapter_v1""}",1,1,true
STANDALONE_scalar_short_digest,standalone_exact32,exact10_to_exact13,,DUPLICATE_IDENTITY_KEY_SYNTAX_INVALID,"{""admission_rule_id"":""ADMIT_009"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""DUPLICATE_IDENTITY_KEY_SYNTAX_INVALID"",""canonical_duplicate_identity_key"":"""",""validated_candidate_fields"":[],""consumed_candidate_fields"":[""duplicate_identity_key""],""consumed_context_items"":[],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_009"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""DUPLICATE_IDENTITY_KEY_SYNTAX_INVALID"",""canonical_duplicate_identity_key"":"""",""validated_candidate_fields"":[],""consumed_candidate_fields"":[""duplicate_identity_key""],""consumed_context_items"":[],""evaluator_io_used"":false}","{""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""admission_rule_id"":""ADMIT_009"",""admission_rule_name"":""duplicate_identity_precheck"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""DUPLICATE_IDENTITY_KEY_SYNTAX_INVALID"",""normalized_values"":[],""validated_candidate_fields"":[],""consumed_candidate_fields"":[""duplicate_identity_key""],""consumed_context_items"":[],""evaluator_io_used"":false,""adapter_id"":""covapie_admit_009_unified_adapter_v1""}",1,1,true
STANDALONE_scalar_long_digest,standalone_exact32,exact10_to_exact13,,DUPLICATE_IDENTITY_KEY_SYNTAX_INVALID,"{""admission_rule_id"":""ADMIT_009"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""DUPLICATE_IDENTITY_KEY_SYNTAX_INVALID"",""canonical_duplicate_identity_key"":"""",""validated_candidate_fields"":[],""consumed_candidate_fields"":[""duplicate_identity_key""],""consumed_context_items"":[],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_009"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""DUPLICATE_IDENTITY_KEY_SYNTAX_INVALID"",""canonical_duplicate_identity_key"":"""",""validated_candidate_fields"":[],""consumed_candidate_fields"":[""duplicate_identity_key""],""consumed_context_items"":[],""evaluator_io_used"":false}","{""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""admission_rule_id"":""ADMIT_009"",""admission_rule_name"":""duplicate_identity_precheck"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""DUPLICATE_IDENTITY_KEY_SYNTAX_INVALID"",""normalized_values"":[],""validated_candidate_fields"":[],""consumed_candidate_fields"":[""duplicate_identity_key""],""consumed_context_items"":[],""evaluator_io_used"":false,""adapter_id"":""covapie_admit_009_unified_adapter_v1""}",1,1,true
STANDALONE_scalar_non_hex,standalone_exact32,exact10_to_exact13,,DUPLICATE_IDENTITY_KEY_SYNTAX_INVALID,"{""admission_rule_id"":""ADMIT_009"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""DUPLICATE_IDENTITY_KEY_SYNTAX_INVALID"",""canonical_duplicate_identity_key"":"""",""validated_candidate_fields"":[],""consumed_candidate_fields"":[""duplicate_identity_key""],""consumed_context_items"":[],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_009"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""DUPLICATE_IDENTITY_KEY_SYNTAX_INVALID"",""canonical_duplicate_identity_key"":"""",""validated_candidate_fields"":[],""consumed_candidate_fields"":[""duplicate_identity_key""],""consumed_context_items"":[],""evaluator_io_used"":false}","{""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""admission_rule_id"":""ADMIT_009"",""admission_rule_name"":""duplicate_identity_precheck"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""DUPLICATE_IDENTITY_KEY_SYNTAX_INVALID"",""normalized_values"":[],""validated_candidate_fields"":[],""consumed_candidate_fields"":[""duplicate_identity_key""],""consumed_context_items"":[],""evaluator_io_used"":false,""adapter_id"":""covapie_admit_009_unified_adapter_v1""}",1,1,true
