stage,previous_stage,section,status,evidence,blocking_reasons,recommended_next_step
covapie_specialized_covalent_database_source_acquisition_design_gate_v0,covapie_metadata_source_inventory_gate_v0,step13ai_precondition,passed,"{""rows"": 7}",,covapie_external_metadata_index_download_design_gate
covapie_specialized_covalent_database_source_acquisition_design_gate_v0,covapie_metadata_source_inventory_gate_v0,source_registry_contract,passed,"{""rows"": 5}",,covapie_external_metadata_index_download_design_gate
covapie_specialized_covalent_database_source_acquisition_design_gate_v0,covapie_metadata_source_inventory_gate_v0,field_availability_contract,passed,"{""rows"": 15}",,covapie_external_metadata_index_download_design_gate
covapie_specialized_covalent_database_source_acquisition_design_gate_v0,covapie_metadata_source_inventory_gate_v0,schema_mapping_contract,passed,"{""rows"": 15}",,covapie_external_metadata_index_download_design_gate
covapie_specialized_covalent_database_source_acquisition_design_gate_v0,covapie_metadata_source_inventory_gate_v0,event_identity_key_contract,passed,"{""rows"": 8}",,covapie_external_metadata_index_download_design_gate
covapie_specialized_covalent_database_source_acquisition_design_gate_v0,covapie_metadata_source_inventory_gate_v0,acquisition_method_contract,passed,"{""rows"": 8}",,covapie_external_metadata_index_download_design_gate
covapie_specialized_covalent_database_source_acquisition_design_gate_v0,covapie_metadata_source_inventory_gate_v0,download_boundary_contract,passed,"{""rows"": 8}",,covapie_external_metadata_index_download_design_gate
covapie_specialized_covalent_database_source_acquisition_design_gate_v0,covapie_metadata_source_inventory_gate_v0,provenance_license_contract,passed,"{""rows"": 8}",,covapie_external_metadata_index_download_design_gate
covapie_specialized_covalent_database_source_acquisition_design_gate_v0,covapie_metadata_source_inventory_gate_v0,manual_review_contract,passed,"{""rows"": 8}",,covapie_external_metadata_index_download_design_gate
covapie_specialized_covalent_database_source_acquisition_design_gate_v0,covapie_metadata_source_inventory_gate_v0,candidate_selection_contract,passed,"{""rows"": 12}",,covapie_external_metadata_index_download_design_gate
covapie_specialized_covalent_database_source_acquisition_design_gate_v0,covapie_metadata_source_inventory_gate_v0,failure_taxonomy_contract,passed,"{""rows"": 14}",,covapie_external_metadata_index_download_design_gate
covapie_specialized_covalent_database_source_acquisition_design_gate_v0,covapie_metadata_source_inventory_gate_v0,execution_boundary,passed,"{""rows"": 24}",,covapie_external_metadata_index_download_design_gate
covapie_specialized_covalent_database_source_acquisition_design_gate_v0,covapie_metadata_source_inventory_gate_v0,git_safety,passed,"{""rows"": 10}",,covapie_external_metadata_index_download_design_gate
covapie_specialized_covalent_database_source_acquisition_design_gate_v0,covapie_metadata_source_inventory_gate_v0,mask_scope,passed,"{""rows"": 5}",,covapie_external_metadata_index_download_design_gate
covapie_specialized_covalent_database_source_acquisition_design_gate_v0,covapie_metadata_source_inventory_gate_v0,feature_semantics,passed,"{""rows"": 12}",,covapie_external_metadata_index_download_design_gate
covapie_specialized_covalent_database_source_acquisition_design_gate_v0,covapie_metadata_source_inventory_gate_v0,leakage_split,passed,"{""rows"": 12}",,covapie_external_metadata_index_download_design_gate
covapie_specialized_covalent_database_source_acquisition_design_gate_v0,covapie_metadata_source_inventory_gate_v0,readiness_boundary,passed,"{""recommended_next_step"": ""covapie_external_metadata_index_download_design_gate""}",,covapie_external_metadata_index_download_design_gate
