stage,previous_stage,section,status,evidence,decision,blocking_reasons,recommended_next_step
pretrained_checkpoint_architecture_reconciliation_v0,pretrained_checkpoint_load_smoke_v0,step11a_precondition,passed,"{""step11a_validated"": true}",Step 11A mismatch conclusion is accepted as the precondition.,,checkpoint_original_config_model_instantiation_design
pretrained_checkpoint_architecture_reconciliation_v0,pretrained_checkpoint_load_smoke_v0,checkpoint_hyperparameters,passed,"{""checkpoint_sha256"": ""07f86764bf569aafbc40a9c15fc02de8e2550437dd0f17f657eab3abe66c372c"", ""checkpoint_size_bytes"": 17861341, ""hyper_parameters_keys"": [""outdir"", ""dataset"", ""datadir"", ""batch_size"", ""lr"", ""egnn_params"", ""diffusion_params"", ""num_workers"", ""augment_noise"", ""augment_rotation"", ""clip_grad"", ""eval_epochs"", ""eval_params"", ""visualize_sample_epoch"", ""visualize_chain_epoch"", ""auxiliary_loss"", ""loss_params"", ""mode"", ""node_histogram"", ""pocket_representation"", ""virtual_nodes""], ""relevant_fields"": {""egnn_params.aggregation_method"": ""sum"", ""egnn_params.attention"": true, ""egnn_params.device"": ""cuda"", ""egnn_params.edge_cutoff_interaction"": 5.0, ""egnn_params.edge_cutoff_ligand"": null, ""egnn_params.edge_cutoff_pocket"": 5.0, ""egnn_params.hidden_nf"": 128, ""egnn_params.inv_sublayers"": 1, ""egnn_params.joint_nf"": 32, ""egnn_params.n_layers"": 5, ""egnn_params.norm_constant"": 1, ""egnn_params.normalization_factor"": 100, ""egnn_params.reflection_equivariant"": false, ""egnn_params.sin_embedding"": false, ""egnn_params.tanh"": true, ""mode"": ""pocket_conditioning"", ""pocket_representation"": ""full-atom""}, ""top_level_keys"": [""epoch"", ""global_step"", ""pytorch-lightning_version"", ""state_dict"", ""loops"", ""callbacks"", ""optimizer_states"", ""lr_schedulers"", ""hparams_name"", ""hyper_parameters""]}",Checkpoint hyper_parameters were read without saving or mutating the checkpoint.,,checkpoint_original_config_model_instantiation_design
pretrained_checkpoint_architecture_reconciliation_v0,pretrained_checkpoint_load_smoke_v0,current_config,passed,"{""config_path"": ""configs/crossdock_fullatom_cond.yml"", ""config_text_sha256"": ""41428bcb548c4dc541f945ef4e52f8830fb1c64dd149fbce86aae98d73fcf519"", ""config_top_level_keys"": [""run_name"", ""logdir"", ""wandb_params"", ""dataset"", ""datadir"", ""enable_progress_bar"", ""num_sanity_val_steps"", ""mode"", ""pocket_representation"", ""batch_size"", ""lr"", ""noise_factor"", ""n_epochs"", ""num_workers"", ""gpus"", ""clip_grad"", ""augment_rotation"", ""augment_noise"", ""accumulate_grad_batches"", ""auxiliary_loss"", ""loss_params"", ""egnn_params"", ""diffusion_params"", ""eval_epochs"", ""visualize_sample_epoch"", ""visualize_chain_epoch"", ""eval_params""], ""relevant_config_candidates"": {""egnn_params.aggregation_method"": ""sum"", ""egnn_params.attention"": true, ""egnn_params.device"": ""cuda"", ""egnn_params.edge_cutoff_interaction"": 5.0, ""egnn_params.edge_cutoff_ligand"": null, ""egnn_params.edge_cutoff_pocket"": 5.0, ""egnn_params.hidden_nf"": 256, ""egnn_params.inv_sublayers"": 1, ""egnn_params.joint_nf"": 128, ""egnn_params.n_layers"": 6, ""egnn_params.norm_constant"": 1, ""egnn_params.normalization_factor"": 100, ""egnn_params.reflection_equivariant"": false, ""egnn_params.sin_embedding"": false, ""egnn_params.tanh"": true, ""mode"": ""pocket_conditioning"", ""pocket_representation"": ""full-atom"", ""wandb_params.mode"": ""online""}}",Current config was read for comparison only.,,checkpoint_original_config_model_instantiation_design
pretrained_checkpoint_architecture_reconciliation_v0,pretrained_checkpoint_load_smoke_v0,checkpoint_architecture_inference,passed,"{""atom_decoder_output_dim"": 10, ""atom_encoder_hidden_dim_1"": 20, ""atom_encoder_input_dim"": 10, ""atom_encoder_output_dim"": 32, ""edge_mlp_input_dim_candidates"": [258], ""egnn_block_count"": 5, ""egnn_embedding_input_dim"": 33, ""egnn_embedding_output_dim"": 128, ""egnn_hidden_dim_candidates"": [128], ""node_mlp_input_dim_candidates"": [256], ""residue_encoder_input_dim"": 10}",Checkpoint architecture was inferred from tensor shapes only.,,checkpoint_original_config_model_instantiation_design
pretrained_checkpoint_architecture_reconciliation_v0,pretrained_checkpoint_load_smoke_v0,current_model_architecture_inference,passed,"{""architecture"": {""atom_decoder_output_dim"": 11, ""atom_encoder_hidden_dim_1"": 22, ""atom_encoder_input_dim"": 11, ""atom_encoder_output_dim"": 128, ""edge_mlp_input_dim_candidates"": [514], ""egnn_block_count"": 6, ""egnn_embedding_input_dim"": 129, ""egnn_embedding_output_dim"": 256, ""egnn_hidden_dim_candidates"": [256], ""node_mlp_input_dim_candidates"": [512], ""residue_encoder_input_dim"": 11}, ""model_class"": ""LigandPocketDDPM"", ""requested_device"": ""cpu"", ""resolved_device"": ""cpu"", ""state_dict_key_count"": 142}",Current model was instantiated for state_dict shape inspection only.,,checkpoint_original_config_model_instantiation_design
pretrained_checkpoint_architecture_reconciliation_v0,pretrained_checkpoint_load_smoke_v0,shape_mismatch_analysis,passed,"{""incompatible_shape_count"": 115, ""matched_key_count"": 122, ""mismatch_category_counts"": {""atom_decoder"": 4, ""atom_encoder"": 4, ""egnn_att_mlp"": 5, ""egnn_coord_mlp"": 25, ""egnn_cross_product_mlp"": 25, ""egnn_edge_mlp"": 20, ""egnn_node_mlp"": 20, ""egnn_other"": 4, ""other"": 8}, ""missing_key_count"": 20, ""shape_matched_key_count"": 7, ""shape_matched_ratio"": 0.05737704918032787, ""unexpected_key_count"": 0}",Shape mismatch is broad and architecture/config reconciliation is required.,,checkpoint_original_config_model_instantiation_design
pretrained_checkpoint_architecture_reconciliation_v0,pretrained_checkpoint_load_smoke_v0,repo_config_candidate_search,passed,"{""best_config_candidate_path"": ""configs/crossdock_fullatom_joint.yml"", ""best_config_candidate_reasons"": [""differs:mode:'joint'!='pocket_conditioning'"", ""matches:pocket_representation"", ""matches:egnn_params.joint_nf"", ""matches:egnn_params.hidden_nf"", ""matches:egnn_params.n_layers""], ""best_config_candidate_score"": 4, ""config_candidate_count"": 8}",Repo configs were searched by metadata only; no config was modified.,,checkpoint_original_config_model_instantiation_design
pretrained_checkpoint_architecture_reconciliation_v0,pretrained_checkpoint_load_smoke_v0,optional_candidate_instantiation,passed,"{""candidate_config_source"": ""configs/crossdock_fullatom_joint.yml"", ""candidate_incompatible_shape_count"": null, ""candidate_instantiation_attempted"": false, ""candidate_model_instantiated"": false, ""candidate_shape_matched_key_count"": 0, ""candidate_shape_matched_ratio"": null, ""candidate_strict_load_potential"": false, ""reason"": ""existing_factory_does_not_support_safe_config_override""}",Candidate instantiation was skipped because safe config override is not available.,,checkpoint_original_config_model_instantiation_design
pretrained_checkpoint_architecture_reconciliation_v0,pretrained_checkpoint_load_smoke_v0,reconciliation_decision,passed,"{""checkpoint_config_recovery_required"": true, ""confidence_by_root_cause"": {""atom_encoder_decoder_dim_mismatch"": ""medium"", ""atom_feature_dim_mismatch"": ""high"", ""egnn_layer_count_mismatch"": ""high"", ""hidden_dim_mismatch"": ""high""}, ""current_config_not_checkpoint_config"": true, ""likely_root_causes"": [""hidden_dim_mismatch"", ""atom_feature_dim_mismatch"", ""egnn_layer_count_mismatch"", ""atom_encoder_decoder_dim_mismatch""], ""pretrained_masked_loss_smoke_allowed"": false, ""reconciliation_status"": ""checkpoint_original_config_recovery_needed""}",Current model must not proceed to pretrained masked loss smoke.,,checkpoint_original_config_model_instantiation_design
pretrained_checkpoint_architecture_reconciliation_v0,pretrained_checkpoint_load_smoke_v0,safety_boundary,passed,"{""backward_called"": false, ""checkpoint_saved"": false, ""forbidden_artifacts_created"": false, ""model_saved"": false, ""optimizer_created"": false, ""optimizer_step_called"": false, ""original_source_files_modified"": false, ""trainer_fit_called"": false, ""training_step_called"": false}",Reconciliation stayed read-only with respect to model code and checkpoints.,,checkpoint_original_config_model_instantiation_design
