artifact_name,artifact_path,expected_sha256,observed_sha256,tracked_by_git,path_exists,is_regular_file,manifest_inventory_match,artifact_inventory_qa_passed,blocking_reasons
covapie_final_dataset_precondition_audit.csv,data/derived/covalent_small/covapie_final_dataset_materialization_smoke_v0/covapie_final_dataset_precondition_audit.csv,50fc4502fe8b68ac09410e89958e82cfa878731f7fe5592eb1c7047eda963985,50fc4502fe8b68ac09410e89958e82cfa878731f7fe5592eb1c7047eda963985,true,true,true,true,true,
final_dataset_index.csv,data/derived/covalent_small/covapie_final_dataset_materialization_smoke_v0/final_dataset_index.csv,c4c31888cb0f7c148b00656ccf22ab68fab842fcdafdee049b2f420eddc1302d,c4c31888cb0f7c148b00656ccf22ab68fab842fcdafdee049b2f420eddc1302d,true,true,true,true,true,
final_dataset_index.json,data/derived/covalent_small/covapie_final_dataset_materialization_smoke_v0/final_dataset_index.json,a575096e2ffa8bb74cccfa00bbe0007fe370d1e97bcac16a6ef3ab7952cbbe61,a575096e2ffa8bb74cccfa00bbe0007fe370d1e97bcac16a6ef3ab7952cbbe61,true,true,true,true,true,
covapie_final_dataset_membership.csv,data/derived/covalent_small/covapie_final_dataset_materialization_smoke_v0/covapie_final_dataset_membership.csv,ddf1705176c8680d90e0e216a9af3d1501c6a821764c3e7138a28269e687a977,ddf1705176c8680d90e0e216a9af3d1501c6a821764c3e7138a28269e687a977,true,true,true,true,true,
covapie_final_dataset_artifact_inventory.csv,data/derived/covalent_small/covapie_final_dataset_materialization_smoke_v0/covapie_final_dataset_artifact_inventory.csv,77d13fd17a7de66731334e50f279310d36966d8f8b9ac038b9c2f3352bfeacd8,77d13fd17a7de66731334e50f279310d36966d8f8b9ac038b9c2f3352bfeacd8,true,true,true,true,true,
covapie_final_dataset_schema_validation_audit.csv,data/derived/covalent_small/covapie_final_dataset_materialization_smoke_v0/covapie_final_dataset_schema_validation_audit.csv,c2989676ecc0ccfbf0f23c12146ee95a552ccdf0ef7e65348bf4eed3d99d5384,c2989676ecc0ccfbf0f23c12146ee95a552ccdf0ef7e65348bf4eed3d99d5384,true,true,true,true,true,
covapie_final_dataset_source_preservation_audit.csv,data/derived/covalent_small/covapie_final_dataset_materialization_smoke_v0/covapie_final_dataset_source_preservation_audit.csv,df7d497a92ec81abc9dc1a800797b11053d519d84417c8e14d2f0447e9dc8dda,df7d497a92ec81abc9dc1a800797b11053d519d84417c8e14d2f0447e9dc8dda,true,true,true,true,true,
covapie_final_dataset_split_summary.csv,data/derived/covalent_small/covapie_final_dataset_materialization_smoke_v0/covapie_final_dataset_split_summary.csv,2814910adf644285c83b78a0355f614ac9dd49883277c6ce809f06db727ee831,2814910adf644285c83b78a0355f614ac9dd49883277c6ce809f06db727ee831,true,true,true,true,true,
covapie_final_dataset_integrity_audit.csv,data/derived/covalent_small/covapie_final_dataset_materialization_smoke_v0/covapie_final_dataset_integrity_audit.csv,40c66e2e7285c7f8baacd5b8fce189490a8b829398c3dd1c812861125ed68358,40c66e2e7285c7f8baacd5b8fce189490a8b829398c3dd1c812861125ed68358,true,true,true,true,true,
covapie_final_dataset_issue_inventory.csv,data/derived/covalent_small/covapie_final_dataset_materialization_smoke_v0/covapie_final_dataset_issue_inventory.csv,0609fa6be087ee942e7c2d0d47141be7d4264b81a2f9a551a6927e578bebf4d4,0609fa6be087ee942e7c2d0d47141be7d4264b81a2f9a551a6927e578bebf4d4,true,true,true,true,true,
covapie_final_dataset_safety_audit.csv,data/derived/covalent_small/covapie_final_dataset_materialization_smoke_v0/covapie_final_dataset_safety_audit.csv,f727141b45b8d5b893293cc8267349100ccf1c34dcc762e1152efc8611dd01d1,f727141b45b8d5b893293cc8267349100ccf1c34dcc762e1152efc8611dd01d1,true,true,true,true,true,
covapie_final_dataset_materialization_smoke_manifest.json,data/derived/covalent_small/covapie_final_dataset_materialization_smoke_v0/covapie_final_dataset_materialization_smoke_manifest.json,6f25c8976b295749f3af6407c3bb8ce17cfbda9f18cb967df5fe9b47b480c433,6f25c8976b295749f3af6407c3bb8ce17cfbda9f18cb967df5fe9b47b480c433,true,true,true,true,true,
