sample_preparation_input_id,pdb_id,expected_het_id,atom_site_id,type_symbol,atom_name,ligand_comp_id,auth_asym_id,auth_seq_id,label_asym_id,label_seq_id,x,y,z,occupancy,altloc,model_num,is_covalent_ligand_atom,source_raw_file
CYS_SG_EXPANSION_PREP_000004,1AU4,INP,1650,C,C1,INP,A,300,B,,-14.751,-27.515,59.810,1.00,,1,False,data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1au4.cif
CYS_SG_EXPANSION_PREP_000004,1AU4,INP,1651,C,C2,INP,A,300,B,,-15.581,-26.769,58.938,1.00,,1,False,data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1au4.cif
CYS_SG_EXPANSION_PREP_000004,1AU4,INP,1652,C,C3,INP,A,300,B,,-15.238,-25.444,58.654,1.00,,1,False,data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1au4.cif
CYS_SG_EXPANSION_PREP_000004,1AU4,INP,1653,C,C4,INP,A,300,B,,-14.064,-24.884,59.247,1.00,,1,False,data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1au4.cif
CYS_SG_EXPANSION_PREP_000004,1AU4,INP,1654,C,C5,INP,A,300,B,,-13.215,-25.640,60.138,1.00,,1,False,data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1au4.cif
CYS_SG_EXPANSION_PREP_000004,1AU4,INP,1655,C,C6,INP,A,300,B,,-13.568,-26.959,60.417,1.00,,1,False,data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1au4.cif
CYS_SG_EXPANSION_PREP_000004,1AU4,INP,1656,C,C7,INP,A,300,B,,-16.115,-24.626,57.717,1.00,,1,False,data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1au4.cif
CYS_SG_EXPANSION_PREP_000004,1AU4,INP,1657,O,O8,INP,A,300,B,,-17.389,-25.285,57.481,1.00,,1,False,data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1au4.cif
CYS_SG_EXPANSION_PREP_000004,1AU4,INP,1658,C,C9,INP,A,300,B,,-18.432,-24.529,57.002,1.00,,1,False,data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1au4.cif
CYS_SG_EXPANSION_PREP_000004,1AU4,INP,1659,O,O10,INP,A,300,B,,-18.331,-23.634,56.167,1.00,,1,False,data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1au4.cif
CYS_SG_EXPANSION_PREP_000004,1AU4,INP,1660,N,N11,INP,A,300,B,,-19.575,-24.861,57.542,1.00,,1,False,data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1au4.cif
CYS_SG_EXPANSION_PREP_000004,1AU4,INP,1661,C,C12,INP,A,300,B,,-20.878,-24.222,57.229,1.00,,1,False,data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1au4.cif
CYS_SG_EXPANSION_PREP_000004,1AU4,INP,1662,C,C13,INP,A,300,B,,-21.314,-23.285,58.418,1.00,,1,False,data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1au4.cif
CYS_SG_EXPANSION_PREP_000004,1AU4,INP,1663,N,N14,INP,A,300,B,,-21.056,-21.864,58.155,1.00,,1,False,data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1au4.cif
CYS_SG_EXPANSION_PREP_000004,1AU4,INP,1664,C,C15,INP,A,300,B,,-21.677,-21.412,56.872,1.00,,1,False,data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1au4.cif
CYS_SG_EXPANSION_PREP_000004,1AU4,INP,1665,C,C16,INP,A,300,B,,-21.586,-21.004,59.272,1.00,,1,False,data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1au4.cif
CYS_SG_EXPANSION_PREP_000004,1AU4,INP,1666,C,C17,INP,A,300,B,,-22.573,-20.070,58.552,1.00,,1,True,data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1au4.cif
CYS_SG_EXPANSION_PREP_000004,1AU4,INP,1667,C,C18,INP,A,300,B,,-22.154,-19.994,57.096,1.00,,1,False,data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1au4.cif
CYS_SG_EXPANSION_PREP_000004,1AU4,INP,1668,C,C19,INP,A,300,B,,-21.871,-25.400,57.013,1.00,,1,False,data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1au4.cif
CYS_SG_EXPANSION_PREP_000004,1AU4,INP,1669,C,C20,INP,A,300,B,,-22.734,-25.740,58.209,1.00,,1,False,data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1au4.cif
CYS_SG_EXPANSION_PREP_000004,1AU4,INP,1670,C,C21,INP,A,300,B,,-22.940,-27.216,58.285,1.00,,1,False,data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1au4.cif
CYS_SG_EXPANSION_PREP_000004,1AU4,INP,1671,C,C22,INP,A,300,B,,-24.001,-25.008,57.984,1.00,,1,False,data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1au4.cif
CYS_SG_EXPANSION_PREP_000004,1AU4,INP,1672,N,N23,INP,A,300,B,,-23.180,-19.451,56.177,1.00,,1,False,data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1au4.cif
CYS_SG_EXPANSION_PREP_000004,1AU4,INP,1673,C,C24,INP,A,300,B,,-23.120,-18.154,55.840,1.00,,1,False,data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1au4.cif
CYS_SG_EXPANSION_PREP_000004,1AU4,INP,1674,O,O25,INP,A,300,B,,-22.202,-17.422,56.279,1.00,,1,False,data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1au4.cif
CYS_SG_EXPANSION_PREP_000004,1AU4,INP,1675,C,C26,INP,A,300,B,,-24.245,-17.590,54.909,1.00,,1,False,data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1au4.cif
CYS_SG_EXPANSION_PREP_000004,1AU4,INP,1676,C,C27,INP,A,300,B,,-24.003,-18.046,53.427,1.00,,1,False,data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1au4.cif
