sample_index_row_id,pdb_id,ligand_identity,retained_heavy_atom_count,retained_heavy_atom_mapping_status,retained_heavy_atom_mapping_source,ligand_reactive_atom_status,ligand_reactive_atom_id,residue_reactive_atom_status,residue_reactive_atom_id,pre_reaction_connectivity_status,pre_reaction_connectivity_source,pre_reaction_connectivity_index_space,pre_reaction_edge_count,pre_reaction_bond_order_status,pre_reaction_bond_order_source,bond_order_vocabulary,reaction_family_status,reaction_family_id,reaction_family_source,approved_warhead_rule_status,warhead_rule_id,warhead_rule_source,murcko_input_status,brics_input_status,murcko_proposal_method_ready,brics_support_method_ready,warhead_boundary_human_review_completed,role_seed_human_gold_review_completed,role_proposal_input_authority_ready,minimal_seed_proposal_input_authority_ready,blocking_reasons,verified
CYS_SG_SAMPLE_INDEX_000001,6BV6,JUG,13,authoritative_resolved,E07|E08,authoritative_resolved,retained_heavy_local_index_0based:3|atom_name:CAG,authoritative_resolved,atom_site_id:3934|CYS:SG,authoritative_resolved,E08|E09|E10,retained_heavy_local_index_0based,14,authoritative_resolved,E09,aromatic|double|single,candidate_only,COVAPIE_CYS_SG_REACTION_FAMILY_6A5C7B2B614B5F52,E12,candidate_only,COVAPIE_CYS_SG_WARHEAD_RULE_8B640E1A031138F0,E11|E12,authoritative_resolved,authoritative_resolved,true,true,true,false,false,false,reaction_family_label_candidate_only;approved_warhead_rule_candidate_only,true
CYS_SG_SAMPLE_INDEX_000002,6BV8,JUG,13,authoritative_resolved,E07|E08,authoritative_resolved,retained_heavy_local_index_0based:3|atom_name:CAG,authoritative_resolved,atom_site_id:4089|CYS:SG,authoritative_resolved,E08|E09|E10,retained_heavy_local_index_0based,14,authoritative_resolved,E09,aromatic|double|single,candidate_only,COVAPIE_CYS_SG_REACTION_FAMILY_6A5C7B2B614B5F52,E12,candidate_only,COVAPIE_CYS_SG_WARHEAD_RULE_8B640E1A031138F0,E11|E12,authoritative_resolved,authoritative_resolved,true,true,true,false,false,false,reaction_family_label_candidate_only;approved_warhead_rule_candidate_only,true
CYS_SG_SAMPLE_INDEX_000003,6BV5,JUG,13,authoritative_resolved,E07|E08,authoritative_resolved,retained_heavy_local_index_0based:3|atom_name:CAG,authoritative_resolved,atom_site_id:4089|CYS:SG,authoritative_resolved,E08|E09|E10,retained_heavy_local_index_0based,14,authoritative_resolved,E09,aromatic|double|single,candidate_only,COVAPIE_CYS_SG_REACTION_FAMILY_6A5C7B2B614B5F52,E12,candidate_only,COVAPIE_CYS_SG_WARHEAD_RULE_8B640E1A031138F0,E11|E12,authoritative_resolved,authoritative_resolved,true,true,true,false,false,false,reaction_family_label_candidate_only;approved_warhead_rule_candidate_only,true
CYS_SG_SAMPLE_INDEX_000004,1AEC,E64,25,authoritative_resolved,E07|E08,authoritative_resolved,retained_heavy_local_index_0based:3|atom_name:C2,authoritative_resolved,atom_site_id:222|CYS:SG,authoritative_resolved,E08|E09|E10,retained_heavy_local_index_0based,24,authoritative_resolved,E09,double|single,candidate_only,COVAPIE_CYS_SG_REACTION_FAMILY_4C9251579704AD85,E12,candidate_only,COVAPIE_CYS_SG_WARHEAD_RULE_3B7FB1395768B690,E11|E12,authoritative_resolved,authoritative_resolved,true,true,true,false,false,false,reaction_family_label_candidate_only;approved_warhead_rule_candidate_only,true
CYS_SG_SAMPLE_INDEX_000005,1AIM,ZYA,28,authoritative_resolved,E07|E08,authoritative_resolved,retained_heavy_local_index_0based:27|atom_name:CM,authoritative_resolved,atom_site_id:219|CYS:SG,authoritative_resolved,E08|E09|E10,retained_heavy_local_index_0based,29,authoritative_resolved,E09,aromatic|double|single,candidate_only,COVAPIE_CYS_SG_REACTION_FAMILY_DC230CD72B1283D2,E12,candidate_only,COVAPIE_CYS_SG_WARHEAD_RULE_EE022EB419200D14,E11|E12,authoritative_resolved,authoritative_resolved,true,true,true,false,false,false,reaction_family_label_candidate_only;approved_warhead_rule_candidate_only,true
CYS_SG_SAMPLE_INDEX_000006,1AU3,PCM,43,authoritative_resolved,E07|E08,authoritative_resolved,retained_heavy_local_index_0based:21|atom_name:C22,authoritative_resolved,atom_site_id:187|CYS:SG,authoritative_resolved,E08|E09|E10,retained_heavy_local_index_0based,45,authoritative_resolved,E09,aromatic|double|single,candidate_only,COVAPIE_CYS_SG_REACTION_FAMILY_E02CDE030B1009B1,E12,candidate_only,COVAPIE_CYS_SG_WARHEAD_RULE_1D1D9C797859191F,E11|E12,authoritative_resolved,authoritative_resolved,true,true,true,false,false,false,reaction_family_label_candidate_only;approved_warhead_rule_candidate_only,true
CYS_SG_SAMPLE_INDEX_000007,1AU4,INP,42,authoritative_resolved,E07|E08,authoritative_resolved,retained_heavy_local_index_0based:16|atom_name:C17,authoritative_resolved,atom_site_id:187|CYS:SG,authoritative_resolved,E08|E09|E10,retained_heavy_local_index_0based,44,authoritative_resolved,E09,aromatic|double|single,candidate_only,COVAPIE_CYS_SG_REACTION_FAMILY_E02CDE030B1009B1,E12,candidate_only,COVAPIE_CYS_SG_WARHEAD_RULE_1D1D9C797859191F,E11|E12,authoritative_resolved,authoritative_resolved,true,true,true,false,false,false,reaction_family_label_candidate_only;approved_warhead_rule_candidate_only,true
CYS_SG_SAMPLE_INDEX_000008,1AYU,INA,42,authoritative_resolved,E07|E08,authoritative_resolved,retained_heavy_local_index_0based:20|atom_name:C21,authoritative_resolved,atom_site_id:187|CYS:SG,authoritative_resolved,E08|E09|E10,retained_heavy_local_index_0based,43,authoritative_resolved,E09,aromatic|double|single,candidate_only,COVAPIE_CYS_SG_REACTION_FAMILY_11AA213C661B48E3,E12,candidate_only,COVAPIE_CYS_SG_WARHEAD_RULE_106441A31FA4F951,E11|E12,authoritative_resolved,authoritative_resolved,true,true,true,false,false,false,reaction_family_label_candidate_only;approved_warhead_rule_candidate_only,true
CYS_SG_SAMPLE_INDEX_000009,1AYV,IN6,43,authoritative_resolved,E07|E08,authoritative_resolved,retained_heavy_local_index_0based:21|atom_name:C21,authoritative_resolved,atom_site_id:187|CYS:SG,authoritative_resolved,E08|E09|E10,retained_heavy_local_index_0based,45,authoritative_resolved,E09,aromatic|double|single,candidate_only,COVAPIE_CYS_SG_REACTION_FAMILY_888A8E40AB92B0F8,E12,candidate_only,COVAPIE_CYS_SG_WARHEAD_RULE_DF48FCEE8872B92A,E11|E12,authoritative_resolved,authoritative_resolved,true,true,true,false,false,false,reaction_family_label_candidate_only;approved_warhead_rule_candidate_only,true
CYS_SG_SAMPLE_INDEX_000010,1AYW,IN3,40,authoritative_resolved,E07|E08,authoritative_resolved,retained_heavy_local_index_0based:18|atom_name:C21,authoritative_resolved,atom_site_id:187|CYS:SG,authoritative_resolved,E08|E09|E10,retained_heavy_local_index_0based,42,authoritative_resolved,E09,aromatic|double|single,candidate_only,COVAPIE_CYS_SG_REACTION_FAMILY_11AA213C661B48E3,E12,candidate_only,COVAPIE_CYS_SG_WARHEAD_RULE_106441A31FA4F951,E11|E12,authoritative_resolved,authoritative_resolved,true,true,true,false,false,false,reaction_family_label_candidate_only;approved_warhead_rule_candidate_only,true
