stage,previous_stage,step10s_design_passed,loop_name,step,cycle_index,mask_level,expected_mask_level,expected_target_atom_count,expected_context_atom_count,target_atom_count,context_atom_count,ligand_atom_count,sample_ids,loss_original,loss_masked_x,loss_masked_h,loss_total,loss_finite,loss_total_requires_grad,loss_decrease_required,quality_claim_allowed,backward_called,backward_success,optimizer_class,learning_rate,optimizer_step_executed,optimizer_step_success,grad_norm,max_grad_abs,finite_gradients,nonzero_gradients,grad_nan_count,grad_inf_count,param_delta_norm,max_param_delta_abs,finite_parameter_delta,nonzero_parameter_delta,post_step_param_nan_count,post_step_param_inf_count,cuda_device,elapsed_seconds,warning_triggered,warning_reasons,stop_triggered,stop_reason,checkpoint_loaded,checkpoint_saved,training_step_called,trainer_fit_called,checkpoint_written,archive_created,model_saved,formal_training_executed,real_finetune_executed,original_source_files_modified,forbidden_artifacts_created,step_status,blocking_reasons
longer_no_checkpoint_training_dry_run_v0,longer_no_checkpoint_training_dry_run_design_v0,true,masked_covalent_training_loop_v0,1,1,A_warhead_only,A_warhead_only,12,92,12,92,104,BTK_C481_6DI9_pre_reaction;KRAS_G12C_5F2E_pre_reaction;KRAS_G12C_6OIM_pre_reaction,0.728759229183197,2.281076669692993,9.035510063171387,4.8169379234313965,true,true,false,false,true,true,AdamW,1e-06,true,true,34.09903638438575,5.166434288024902,true,true,0,0,0.0021211942893872727,1.0132789611816406e-06,true,true,0,0,NVIDIA A100-SXM4-80GB,1.2338722422719002,false,,false,,false,false,false,false,false,false,false,false,false,false,false,passed,
longer_no_checkpoint_training_dry_run_v0,longer_no_checkpoint_training_dry_run_design_v0,true,masked_covalent_training_loop_v0,2,1,B_linker_warhead,B_linker_warhead,30,74,30,74,104,BTK_C481_6DI9_pre_reaction;KRAS_G12C_5F2E_pre_reaction;KRAS_G12C_6OIM_pre_reaction,0.6797885894775391,2.636648654937744,11.643034934997559,5.645044326782227,true,true,false,false,true,true,AdamW,1e-06,true,true,36.22882496955151,5.575429916381836,true,true,0,0,0.0015844182149465156,1.0132789611816406e-06,true,true,0,0,NVIDIA A100-SXM4-80GB,0.8512086123228073,false,,false,,false,false,false,false,false,false,false,false,false,false,false,passed,
longer_no_checkpoint_training_dry_run_v0,longer_no_checkpoint_training_dry_run_design_v0,true,masked_covalent_training_loop_v0,3,1,B2_scaffold_warhead,B2_scaffold_warhead,86,18,86,18,104,BTK_C481_6DI9_pre_reaction;KRAS_G12C_5F2E_pre_reaction;KRAS_G12C_6OIM_pre_reaction,0.6890100240707397,2.9946131706237793,11.15241527557373,5.914106369018555,true,true,false,false,true,true,AdamW,1e-06,true,true,45.650405031075884,5.601943492889404,true,true,0,0,0.001522687957237757,1.0058283805847168e-06,true,true,0,0,NVIDIA A100-SXM4-80GB,0.7718917280435562,false,,false,,false,false,false,false,false,false,false,false,false,false,false,passed,
longer_no_checkpoint_training_dry_run_v0,longer_no_checkpoint_training_dry_run_design_v0,true,masked_covalent_training_loop_v0,4,1,C_scaffold_linker_warhead,C_scaffold_linker_warhead,104,0,104,0,104,BTK_C481_6DI9_pre_reaction;KRAS_G12C_5F2E_pre_reaction;KRAS_G12C_6OIM_pre_reaction,0.709466814994812,3.0843284130096436,11.24432373046875,6.042659759521484,true,true,false,false,true,true,AdamW,1e-06,true,true,21.586429113390857,3.2272825241088867,true,true,0,0,0.0014907269023125014,1.0067597031593323e-06,true,true,0,0,NVIDIA A100-SXM4-80GB,0.7991105988621712,false,,false,,false,false,false,false,false,false,false,false,false,false,false,passed,
longer_no_checkpoint_training_dry_run_v0,longer_no_checkpoint_training_dry_run_design_v0,true,masked_covalent_training_loop_v0,5,2,A_warhead_only,A_warhead_only,12,92,12,92,104,BTK_C481_6DI9_pre_reaction;KRAS_G12C_5F2E_pre_reaction;KRAS_G12C_6OIM_pre_reaction,0.7371915578842163,2.3296403884887695,11.926685333251953,5.452169418334961,true,true,false,false,true,true,AdamW,1e-06,true,true,20.791694889019762,3.0277953147888184,true,true,0,0,0.0013649346920401604,1.0132789611816406e-06,true,true,0,0,NVIDIA A100-SXM4-80GB,0.7903665006160736,false,,false,,false,false,false,false,false,false,false,false,false,false,false,passed,
longer_no_checkpoint_training_dry_run_v0,longer_no_checkpoint_training_dry_run_design_v0,true,masked_covalent_training_loop_v0,6,2,B_linker_warhead,B_linker_warhead,30,74,30,74,104,BTK_C481_6DI9_pre_reaction;KRAS_G12C_5F2E_pre_reaction;KRAS_G12C_6OIM_pre_reaction,0.7034013271331787,2.716179132461548,12.984911918640137,6.0165629386901855,true,true,false,false,true,true,AdamW,1e-06,true,true,31.966538252662666,5.311038494110107,true,true,0,0,0.0013901211954664384,1.0137446224689484e-06,true,true,0,0,NVIDIA A100-SXM4-80GB,0.8090458139777184,false,,false,,false,false,false,false,false,false,false,false,false,false,false,passed,
longer_no_checkpoint_training_dry_run_v0,longer_no_checkpoint_training_dry_run_design_v0,true,masked_covalent_training_loop_v0,7,2,B2_scaffold_warhead,B2_scaffold_warhead,86,18,86,18,104,BTK_C481_6DI9_pre_reaction;KRAS_G12C_5F2E_pre_reaction;KRAS_G12C_6OIM_pre_reaction,0.7003704309463501,3.1301450729370117,11.278864860534668,6.0862884521484375,true,true,false,false,true,true,AdamW,1e-06,true,true,32.89475335661678,5.87759256362915,true,true,0,0,0.0014062785125724053,1.0207295417785645e-06,true,true,0,0,NVIDIA A100-SXM4-80GB,0.7986454218626022,false,,false,,false,false,false,false,false,false,false,false,false,false,false,passed,
longer_no_checkpoint_training_dry_run_v0,longer_no_checkpoint_training_dry_run_design_v0,true,masked_covalent_training_loop_v0,8,2,C_scaffold_linker_warhead,C_scaffold_linker_warhead,104,0,104,0,104,BTK_C481_6DI9_pre_reaction;KRAS_G12C_5F2E_pre_reaction;KRAS_G12C_6OIM_pre_reaction,0.6820482015609741,3.0092618465423584,10.53981876373291,5.799273490905762,true,true,false,false,true,true,AdamW,1e-06,true,true,24.666028785718495,3.8355298042297363,true,true,0,0,0.0014117056305702948,1.0244548320770264e-06,true,true,0,0,NVIDIA A100-SXM4-80GB,0.8735300078988075,false,,false,,false,false,false,false,false,false,false,false,false,false,false,passed,
longer_no_checkpoint_training_dry_run_v0,longer_no_checkpoint_training_dry_run_design_v0,true,masked_covalent_training_loop_v0,9,3,A_warhead_only,A_warhead_only,12,92,12,92,104,BTK_C481_6DI9_pre_reaction;KRAS_G12C_5F2E_pre_reaction;KRAS_G12C_6OIM_pre_reaction,0.6786826848983765,3.411034345626831,9.281234741210938,5.9459638595581055,true,true,false,false,true,true,AdamW,1e-06,true,true,201.11988397504078,36.47407531738281,true,true,0,0,0.0013141926509834605,1.028645783662796e-06,true,true,0,0,NVIDIA A100-SXM4-80GB,0.7533679157495499,false,,false,,false,false,false,false,false,false,false,false,false,false,false,passed,
longer_no_checkpoint_training_dry_run_v0,longer_no_checkpoint_training_dry_run_design_v0,true,masked_covalent_training_loop_v0,10,3,B_linker_warhead,B_linker_warhead,30,74,30,74,104,BTK_C481_6DI9_pre_reaction;KRAS_G12C_5F2E_pre_reaction;KRAS_G12C_6OIM_pre_reaction,0.7144736051559448,3.1780788898468018,11.261170387268066,6.144786834716797,true,true,false,false,true,true,AdamW,1e-06,true,true,25.929106894858318,4.432999610900879,true,true,0,0,0.0013033814676643501,1.0365620255470276e-06,true,true,0,0,NVIDIA A100-SXM4-80GB,0.7856412529945374,false,,false,,false,false,false,false,false,false,false,false,false,false,false,passed,
longer_no_checkpoint_training_dry_run_v0,longer_no_checkpoint_training_dry_run_design_v0,true,masked_covalent_training_loop_v0,11,3,B2_scaffold_warhead,B2_scaffold_warhead,86,18,86,18,104,BTK_C481_6DI9_pre_reaction;KRAS_G12C_5F2E_pre_reaction;KRAS_G12C_6OIM_pre_reaction,0.7000454664230347,3.02290940284729,10.703917503356934,5.863738059997559,true,true,false,false,true,true,AdamW,1e-06,true,true,23.435632820996034,4.291726589202881,true,true,0,0,0.0012820160613855039,1.0444782674312592e-06,true,true,0,0,NVIDIA A100-SXM4-80GB,0.8007751181721687,false,,false,,false,false,false,false,false,false,false,false,false,false,false,passed,
longer_no_checkpoint_training_dry_run_v0,longer_no_checkpoint_training_dry_run_design_v0,true,masked_covalent_training_loop_v0,12,3,C_scaffold_linker_warhead,C_scaffold_linker_warhead,104,0,104,0,104,BTK_C481_6DI9_pre_reaction;KRAS_G12C_5F2E_pre_reaction;KRAS_G12C_6OIM_pre_reaction,0.7004740238189697,3.0566041469573975,10.941938400268555,5.945466041564941,true,true,false,false,true,true,AdamW,1e-06,true,true,28.485118570844634,5.209187030792236,true,true,0,0,0.0012371776147312684,1.039355993270874e-06,true,true,0,0,NVIDIA A100-SXM4-80GB,0.7981468066573143,false,,false,,false,false,false,false,false,false,false,false,false,false,false,passed,
