case_id,case_group,admission_rule_id,behavior,expected_result_or_error,observed_result_or_error,expected_reason,observed_reason,formal_call_count,oracle_call_count,candidate_access_status,predecessor_handler_identity_status,case_passed
EXACT8_GLOBAL_NON_STR,predecessor_exact8_truth,8,global_precedence,UNIFIED_ADMISSION_RULE_ID_TYPE_INVALID,UNIFIED_ADMISSION_RULE_ID_TYPE_INVALID,UNIFIED_ADMISSION_RULE_ID_TYPE_INVALID,UNIFIED_ADMISSION_RULE_ID_TYPE_INVALID,0,0,not_applicable,not_applicable,true
EXACT8_GLOBAL_STR_SUBCLASS,predecessor_exact8_truth,ADMIT_008,global_precedence,UNIFIED_ADMISSION_RULE_ID_TYPE_INVALID,UNIFIED_ADMISSION_RULE_ID_TYPE_INVALID,UNIFIED_ADMISSION_RULE_ID_TYPE_INVALID,UNIFIED_ADMISSION_RULE_ID_TYPE_INVALID,0,0,not_applicable,not_applicable,true
EXACT8_GLOBAL_UNKNOWN,predecessor_exact8_truth,ADMIT_999,global_precedence,UNIFIED_ADMISSION_RULE_ID_UNKNOWN,UNIFIED_ADMISSION_RULE_ID_UNKNOWN,UNIFIED_ADMISSION_RULE_ID_UNKNOWN,UNIFIED_ADMISSION_RULE_ID_UNKNOWN,0,0,not_applicable,not_applicable,true
EXACT8_GLOBAL_KNOWN_UNREGISTERED,predecessor_exact8_truth,ADMIT_009,global_precedence,UNIFIED_ADMISSION_RULE_NOT_REGISTERED,UNIFIED_ADMISSION_RULE_NOT_REGISTERED,UNIFIED_ADMISSION_RULE_NOT_REGISTERED,UNIFIED_ADMISSION_RULE_NOT_REGISTERED,0,0,not_applicable,not_applicable,true
EXACT8_GLOBAL_PRECEDENCE,predecessor_exact8_truth,ADMIT_999,global_precedence,UNIFIED_ADMISSION_RULE_ID_TYPE_INVALID,UNIFIED_ADMISSION_RULE_ID_TYPE_INVALID,UNIFIED_ADMISSION_RULE_ID_TYPE_INVALID,UNIFIED_ADMISSION_RULE_ID_TYPE_INVALID,0,0,not_applicable,not_applicable,true
EXACT8_PRED_IDENTITY_ADMIT_001,predecessor_exact8_truth,ADMIT_001,handler_identity,identity_reused,identity_reused,,,0,0,not_applicable,true,true
EXACT8_PRED_IDENTITY_ADMIT_002,predecessor_exact8_truth,ADMIT_002,handler_identity,identity_reused,identity_reused,,,0,0,not_applicable,true,true
EXACT8_PRED_IDENTITY_ADMIT_003,predecessor_exact8_truth,ADMIT_003,handler_identity,identity_reused,identity_reused,,,0,0,not_applicable,true,true
EXACT8_PRED_IDENTITY_ADMIT_004,predecessor_exact8_truth,ADMIT_004,handler_identity,identity_reused,identity_reused,,,0,0,not_applicable,true,true
EXACT8_PRED_IDENTITY_ADMIT_005,predecessor_exact8_truth,ADMIT_005,handler_identity,identity_reused,identity_reused,,,0,0,not_applicable,true,true
