case_id,case_group,behavior,expected_dispatch_code,expected_reason,source_exact10_json,oracle_exact10_json,unified_exact13_json,formal_call_count,oracle_call_count,case_passed
STANDALONE_CASE_001_canonical_approved_template,standalone_exact38,exact10_to_exact13,,,"{""admission_rule_id"":""ADMIT_008"",""outcome"":""passed"",""passed"":true,""blocks_candidate"":false,""reason"":"""",""canonical_topology_restoration_disposition"":""approved_restoration_template"",""validated_candidate_fields"":[[""topology_restoration_disposition"",""approved_restoration_template""]],""consumed_candidate_fields"":[""topology_restoration_disposition""],""consumed_context_items"":[""allowed_topology_restoration_dispositions""],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_008"",""outcome"":""passed"",""passed"":true,""blocks_candidate"":false,""reason"":"""",""canonical_topology_restoration_disposition"":""approved_restoration_template"",""validated_candidate_fields"":[[""topology_restoration_disposition"",""approved_restoration_template""]],""consumed_candidate_fields"":[""topology_restoration_disposition""],""consumed_context_items"":[""allowed_topology_restoration_dispositions""],""evaluator_io_used"":false}","{""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""admission_rule_id"":""ADMIT_008"",""admission_rule_name"":""topology_restoration_disposition"",""outcome"":""passed"",""passed"":true,""blocks_candidate"":false,""reason"":"""",""normalized_values"":[[""topology_restoration_disposition"",""approved_restoration_template""]],""validated_candidate_fields"":[[""topology_restoration_disposition"",""approved_restoration_template""]],""consumed_candidate_fields"":[""topology_restoration_disposition""],""consumed_context_items"":[""allowed_topology_restoration_dispositions""],""evaluator_io_used"":false,""adapter_id"":""covapie_admit_008_unified_adapter_v1""}",1,1,true
STANDALONE_CASE_002_canonical_manual_approved,standalone_exact38,exact10_to_exact13,,,"{""admission_rule_id"":""ADMIT_008"",""outcome"":""passed"",""passed"":true,""blocks_candidate"":false,""reason"":"""",""canonical_topology_restoration_disposition"":""explicit_manual_review_approved"",""validated_candidate_fields"":[[""topology_restoration_disposition"",""explicit_manual_review_approved""]],""consumed_candidate_fields"":[""topology_restoration_disposition""],""consumed_context_items"":[""allowed_topology_restoration_dispositions""],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_008"",""outcome"":""passed"",""passed"":true,""blocks_candidate"":false,""reason"":"""",""canonical_topology_restoration_disposition"":""explicit_manual_review_approved"",""validated_candidate_fields"":[[""topology_restoration_disposition"",""explicit_manual_review_approved""]],""consumed_candidate_fields"":[""topology_restoration_disposition""],""consumed_context_items"":[""allowed_topology_restoration_dispositions""],""evaluator_io_used"":false}","{""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""admission_rule_id"":""ADMIT_008"",""admission_rule_name"":""topology_restoration_disposition"",""outcome"":""passed"",""passed"":true,""blocks_candidate"":false,""reason"":"""",""normalized_values"":[[""topology_restoration_disposition"",""explicit_manual_review_approved""]],""validated_candidate_fields"":[[""topology_restoration_disposition"",""explicit_manual_review_approved""]],""consumed_candidate_fields"":[""topology_restoration_disposition""],""consumed_context_items"":[""allowed_topology_restoration_dispositions""],""evaluator_io_used"":false,""adapter_id"":""covapie_admit_008_unified_adapter_v1""}",1,1,true
STANDALONE_CASE_003_canonical_manual_required,standalone_exact38,exact10_to_exact13,,TOPOLOGY_RESTORATION_MANUAL_REVIEW_REQUIRED,"{""admission_rule_id"":""ADMIT_008"",""outcome"":""blocked"",""passed"":false,""blocks_candidate"":true,""reason"":""TOPOLOGY_RESTORATION_MANUAL_REVIEW_REQUIRED"",""canonical_topology_restoration_disposition"":""manual_review_required"",""validated_candidate_fields"":[[""topology_restoration_disposition"",""manual_review_required""]],""consumed_candidate_fields"":[""topology_restoration_disposition""],""consumed_context_items"":[""allowed_topology_restoration_dispositions""],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_008"",""outcome"":""blocked"",""passed"":false,""blocks_candidate"":true,""reason"":""TOPOLOGY_RESTORATION_MANUAL_REVIEW_REQUIRED"",""canonical_topology_restoration_disposition"":""manual_review_required"",""validated_candidate_fields"":[[""topology_restoration_disposition"",""manual_review_required""]],""consumed_candidate_fields"":[""topology_restoration_disposition""],""consumed_context_items"":[""allowed_topology_restoration_dispositions""],""evaluator_io_used"":false}","{""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""admission_rule_id"":""ADMIT_008"",""admission_rule_name"":""topology_restoration_disposition"",""outcome"":""blocked"",""passed"":false,""blocks_candidate"":true,""reason"":""TOPOLOGY_RESTORATION_MANUAL_REVIEW_REQUIRED"",""normalized_values"":[[""topology_restoration_disposition"",""manual_review_required""]],""validated_candidate_fields"":[[""topology_restoration_disposition"",""manual_review_required""]],""consumed_candidate_fields"":[""topology_restoration_disposition""],""consumed_context_items"":[""allowed_topology_restoration_dispositions""],""evaluator_io_used"":false,""adapter_id"":""covapie_admit_008_unified_adapter_v1""}",1,1,true
STANDALONE_CASE_004_canonical_quarantine,standalone_exact38,exact10_to_exact13,,TOPOLOGY_RESTORATION_QUARANTINE_REQUIRED,"{""admission_rule_id"":""ADMIT_008"",""outcome"":""blocked"",""passed"":false,""blocks_candidate"":true,""reason"":""TOPOLOGY_RESTORATION_QUARANTINE_REQUIRED"",""canonical_topology_restoration_disposition"":""quarantine_required"",""validated_candidate_fields"":[[""topology_restoration_disposition"",""quarantine_required""]],""consumed_candidate_fields"":[""topology_restoration_disposition""],""consumed_context_items"":[""allowed_topology_restoration_dispositions""],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_008"",""outcome"":""blocked"",""passed"":false,""blocks_candidate"":true,""reason"":""TOPOLOGY_RESTORATION_QUARANTINE_REQUIRED"",""canonical_topology_restoration_disposition"":""quarantine_required"",""validated_candidate_fields"":[[""topology_restoration_disposition"",""quarantine_required""]],""consumed_candidate_fields"":[""topology_restoration_disposition""],""consumed_context_items"":[""allowed_topology_restoration_dispositions""],""evaluator_io_used"":false}","{""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""admission_rule_id"":""ADMIT_008"",""admission_rule_name"":""topology_restoration_disposition"",""outcome"":""blocked"",""passed"":false,""blocks_candidate"":true,""reason"":""TOPOLOGY_RESTORATION_QUARANTINE_REQUIRED"",""normalized_values"":[[""topology_restoration_disposition"",""quarantine_required""]],""validated_candidate_fields"":[[""topology_restoration_disposition"",""quarantine_required""]],""consumed_candidate_fields"":[""topology_restoration_disposition""],""consumed_context_items"":[""allowed_topology_restoration_dispositions""],""evaluator_io_used"":false,""adapter_id"":""covapie_admit_008_unified_adapter_v1""}",1,1,true
STANDALONE_CASE_005_type_none,standalone_exact38,exact10_to_exact13,,TOPOLOGY_RESTORATION_DISPOSITION_TYPE_INVALID,"{""admission_rule_id"":""ADMIT_008"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""TOPOLOGY_RESTORATION_DISPOSITION_TYPE_INVALID"",""canonical_topology_restoration_disposition"":"""",""validated_candidate_fields"":[],""consumed_candidate_fields"":[""topology_restoration_disposition""],""consumed_context_items"":[""allowed_topology_restoration_dispositions""],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_008"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""TOPOLOGY_RESTORATION_DISPOSITION_TYPE_INVALID"",""canonical_topology_restoration_disposition"":"""",""validated_candidate_fields"":[],""consumed_candidate_fields"":[""topology_restoration_disposition""],""consumed_context_items"":[""allowed_topology_restoration_dispositions""],""evaluator_io_used"":false}","{""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""admission_rule_id"":""ADMIT_008"",""admission_rule_name"":""topology_restoration_disposition"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""TOPOLOGY_RESTORATION_DISPOSITION_TYPE_INVALID"",""normalized_values"":[],""validated_candidate_fields"":[],""consumed_candidate_fields"":[""topology_restoration_disposition""],""consumed_context_items"":[""allowed_topology_restoration_dispositions""],""evaluator_io_used"":false,""adapter_id"":""covapie_admit_008_unified_adapter_v1""}",1,1,true
STANDALONE_CASE_006_type_int,standalone_exact38,exact10_to_exact13,,TOPOLOGY_RESTORATION_DISPOSITION_TYPE_INVALID,"{""admission_rule_id"":""ADMIT_008"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""TOPOLOGY_RESTORATION_DISPOSITION_TYPE_INVALID"",""canonical_topology_restoration_disposition"":"""",""validated_candidate_fields"":[],""consumed_candidate_fields"":[""topology_restoration_disposition""],""consumed_context_items"":[""allowed_topology_restoration_dispositions""],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_008"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""TOPOLOGY_RESTORATION_DISPOSITION_TYPE_INVALID"",""canonical_topology_restoration_disposition"":"""",""validated_candidate_fields"":[],""consumed_candidate_fields"":[""topology_restoration_disposition""],""consumed_context_items"":[""allowed_topology_restoration_dispositions""],""evaluator_io_used"":false}","{""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""admission_rule_id"":""ADMIT_008"",""admission_rule_name"":""topology_restoration_disposition"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""TOPOLOGY_RESTORATION_DISPOSITION_TYPE_INVALID"",""normalized_values"":[],""validated_candidate_fields"":[],""consumed_candidate_fields"":[""topology_restoration_disposition""],""consumed_context_items"":[""allowed_topology_restoration_dispositions""],""evaluator_io_used"":false,""adapter_id"":""covapie_admit_008_unified_adapter_v1""}",1,1,true
STANDALONE_CASE_007_type_bool,standalone_exact38,exact10_to_exact13,,TOPOLOGY_RESTORATION_DISPOSITION_TYPE_INVALID,"{""admission_rule_id"":""ADMIT_008"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""TOPOLOGY_RESTORATION_DISPOSITION_TYPE_INVALID"",""canonical_topology_restoration_disposition"":"""",""validated_candidate_fields"":[],""consumed_candidate_fields"":[""topology_restoration_disposition""],""consumed_context_items"":[""allowed_topology_restoration_dispositions""],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_008"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""TOPOLOGY_RESTORATION_DISPOSITION_TYPE_INVALID"",""canonical_topology_restoration_disposition"":"""",""validated_candidate_fields"":[],""consumed_candidate_fields"":[""topology_restoration_disposition""],""consumed_context_items"":[""allowed_topology_restoration_dispositions""],""evaluator_io_used"":false}","{""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""admission_rule_id"":""ADMIT_008"",""admission_rule_name"":""topology_restoration_disposition"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""TOPOLOGY_RESTORATION_DISPOSITION_TYPE_INVALID"",""normalized_values"":[],""validated_candidate_fields"":[],""consumed_candidate_fields"":[""topology_restoration_disposition""],""consumed_context_items"":[""allowed_topology_restoration_dispositions""],""evaluator_io_used"":false,""adapter_id"":""covapie_admit_008_unified_adapter_v1""}",1,1,true
STANDALONE_CASE_008_type_str_subclass,standalone_exact38,exact10_to_exact13,,TOPOLOGY_RESTORATION_DISPOSITION_TYPE_INVALID,"{""admission_rule_id"":""ADMIT_008"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""TOPOLOGY_RESTORATION_DISPOSITION_TYPE_INVALID"",""canonical_topology_restoration_disposition"":"""",""validated_candidate_fields"":[],""consumed_candidate_fields"":[""topology_restoration_disposition""],""consumed_context_items"":[""allowed_topology_restoration_dispositions""],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_008"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""TOPOLOGY_RESTORATION_DISPOSITION_TYPE_INVALID"",""canonical_topology_restoration_disposition"":"""",""validated_candidate_fields"":[],""consumed_candidate_fields"":[""topology_restoration_disposition""],""consumed_context_items"":[""allowed_topology_restoration_dispositions""],""evaluator_io_used"":false}","{""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""admission_rule_id"":""ADMIT_008"",""admission_rule_name"":""topology_restoration_disposition"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""TOPOLOGY_RESTORATION_DISPOSITION_TYPE_INVALID"",""normalized_values"":[],""validated_candidate_fields"":[],""consumed_candidate_fields"":[""topology_restoration_disposition""],""consumed_context_items"":[""allowed_topology_restoration_dispositions""],""evaluator_io_used"":false,""adapter_id"":""covapie_admit_008_unified_adapter_v1""}",1,1,true
STANDALONE_CASE_009_type_list,standalone_exact38,exact10_to_exact13,,TOPOLOGY_RESTORATION_DISPOSITION_TYPE_INVALID,"{""admission_rule_id"":""ADMIT_008"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""TOPOLOGY_RESTORATION_DISPOSITION_TYPE_INVALID"",""canonical_topology_restoration_disposition"":"""",""validated_candidate_fields"":[],""consumed_candidate_fields"":[""topology_restoration_disposition""],""consumed_context_items"":[""allowed_topology_restoration_dispositions""],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_008"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""TOPOLOGY_RESTORATION_DISPOSITION_TYPE_INVALID"",""canonical_topology_restoration_disposition"":"""",""validated_candidate_fields"":[],""consumed_candidate_fields"":[""topology_restoration_disposition""],""consumed_context_items"":[""allowed_topology_restoration_dispositions""],""evaluator_io_used"":false}","{""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""admission_rule_id"":""ADMIT_008"",""admission_rule_name"":""topology_restoration_disposition"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""TOPOLOGY_RESTORATION_DISPOSITION_TYPE_INVALID"",""normalized_values"":[],""validated_candidate_fields"":[],""consumed_candidate_fields"":[""topology_restoration_disposition""],""consumed_context_items"":[""allowed_topology_restoration_dispositions""],""evaluator_io_used"":false,""adapter_id"":""covapie_admit_008_unified_adapter_v1""}",1,1,true
STANDALONE_CASE_010_type_mapping,standalone_exact38,exact10_to_exact13,,TOPOLOGY_RESTORATION_DISPOSITION_TYPE_INVALID,"{""admission_rule_id"":""ADMIT_008"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""TOPOLOGY_RESTORATION_DISPOSITION_TYPE_INVALID"",""canonical_topology_restoration_disposition"":"""",""validated_candidate_fields"":[],""consumed_candidate_fields"":[""topology_restoration_disposition""],""consumed_context_items"":[""allowed_topology_restoration_dispositions""],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_008"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""TOPOLOGY_RESTORATION_DISPOSITION_TYPE_INVALID"",""canonical_topology_restoration_disposition"":"""",""validated_candidate_fields"":[],""consumed_candidate_fields"":[""topology_restoration_disposition""],""consumed_context_items"":[""allowed_topology_restoration_dispositions""],""evaluator_io_used"":false}","{""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""admission_rule_id"":""ADMIT_008"",""admission_rule_name"":""topology_restoration_disposition"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""TOPOLOGY_RESTORATION_DISPOSITION_TYPE_INVALID"",""normalized_values"":[],""validated_candidate_fields"":[],""consumed_candidate_fields"":[""topology_restoration_disposition""],""consumed_context_items"":[""allowed_topology_restoration_dispositions""],""evaluator_io_used"":false,""adapter_id"":""covapie_admit_008_unified_adapter_v1""}",1,1,true
