sample_index_row_id,pdb_id,ligand_comp_id,target_residue_name,target_residue_number,target_residue_atom_name,ligand_reactive_atom_name,ligand_reactive_atom_element,ligand_reactive_parent_ccd_atom_id,component_parent_graph_sha256,observed_graph_sha256,radius_1_signature_sha256,candidate_reaction_family_id,candidate_reaction_family_semantic_name,candidate_warhead_rule_id,candidate_warhead_type_semantic_name,warhead_type_candidate_class_index_0based,warhead_type_candidate_class_id,assignment_source_design_matrix_sha256,assignment_source_rule_registry_sha256,assignment_source_family_registry_sha256,candidate_rule_assignment_exact_one,candidate_family_assignment_exact_one,class_vocabulary_join_exact_one,assignment_status,review_status,training_label_status,candidate_reaction_family_assignment_materialized,candidate_warhead_rule_assignment_materialized,warhead_type_candidate_label_available,formal_reaction_family_label_available,approved_warhead_rule_available,human_gold_review_completed,training_label_approved,ready_for_assignment_human_review,ready_for_role_proposal_generation,ready_for_minimal_seed_proposal_generation,ready_for_mask_materialization,ready_for_tensorization,ready_for_model_integration,ready_for_training,assignment_record_sha256,blocking_reasons,verified
CYS_SG_SAMPLE_INDEX_000001,6BV6,JUG,CYS,346,SG,CAG,C,CAG,96aad302f8a2d416f4e8165465ffdf5326715c26e96e61a2773644ff0df22d6a,96aad302f8a2d416f4e8165465ffdf5326715c26e96e61a2773644ff0df22d6a,0924ead331d23f0c8ac975ee766a30435cc4f175df08fab888cfaf24e8a86817,COVAPIE_CYS_SG_REACTION_FAMILY_6A5C7B2B614B5F52,CYS_SG_single_bond_formation__neutral_C_center_with_double_C_retained_and_single_C_retained_radius_1_exact_graph_8b640e1a0311__topology_defined_mechanism_not_claimed,COVAPIE_CYS_SG_WARHEAD_RULE_8B640E1A031138F0,neutral_C_center_with_double_C_retained_and_single_C_retained_radius_1_exact_graph_8b640e1a0311__candidate_warhead_type,3,COVAPIE_CYS_SG_WARHEAD_TYPE_CLASS_8B640E1A031138F0,24ae0fbd2dc1454574d9ed17145ba71d3b3132ffecfb84a1a831eceb77efab03,3311aaca925e29036b702822bd85fbaf4e2c3a02c9b7882d255956c65cd02309,230dc6da03beee55e53df75cba887151c23b703e10dce18de4ff6304d05b6353,true,true,true,machine_derived_candidate_assignment_materialized,not_reviewed,not_approved_for_training,true,true,true,false,false,false,false,true,false,false,false,false,false,false,981df333b0699a4924525fbed9f62c7c306f72a0cffcf1086299311e7a27650b,human_reaction_family_review_missing;approved_warhead_rule_missing;approved_warhead_smarts_missing;current11_human_gold_review_missing,true
CYS_SG_SAMPLE_INDEX_000002,6BV8,JUG,CYS,353,SG,CAG,C,CAG,96aad302f8a2d416f4e8165465ffdf5326715c26e96e61a2773644ff0df22d6a,96aad302f8a2d416f4e8165465ffdf5326715c26e96e61a2773644ff0df22d6a,0924ead331d23f0c8ac975ee766a30435cc4f175df08fab888cfaf24e8a86817,COVAPIE_CYS_SG_REACTION_FAMILY_6A5C7B2B614B5F52,CYS_SG_single_bond_formation__neutral_C_center_with_double_C_retained_and_single_C_retained_radius_1_exact_graph_8b640e1a0311__topology_defined_mechanism_not_claimed,COVAPIE_CYS_SG_WARHEAD_RULE_8B640E1A031138F0,neutral_C_center_with_double_C_retained_and_single_C_retained_radius_1_exact_graph_8b640e1a0311__candidate_warhead_type,3,COVAPIE_CYS_SG_WARHEAD_TYPE_CLASS_8B640E1A031138F0,24ae0fbd2dc1454574d9ed17145ba71d3b3132ffecfb84a1a831eceb77efab03,3311aaca925e29036b702822bd85fbaf4e2c3a02c9b7882d255956c65cd02309,230dc6da03beee55e53df75cba887151c23b703e10dce18de4ff6304d05b6353,true,true,true,machine_derived_candidate_assignment_materialized,not_reviewed,not_approved_for_training,true,true,true,false,false,false,false,true,false,false,false,false,false,false,df69c5543863b0fbf1df7877baa35e15f8f58b6d72ab3eecfe0a5101c3a4802d,human_reaction_family_review_missing;approved_warhead_rule_missing;approved_warhead_smarts_missing;current11_human_gold_review_missing,true
CYS_SG_SAMPLE_INDEX_000003,6BV5,JUG,CYS,353,SG,CAG,C,CAG,96aad302f8a2d416f4e8165465ffdf5326715c26e96e61a2773644ff0df22d6a,96aad302f8a2d416f4e8165465ffdf5326715c26e96e61a2773644ff0df22d6a,0924ead331d23f0c8ac975ee766a30435cc4f175df08fab888cfaf24e8a86817,COVAPIE_CYS_SG_REACTION_FAMILY_6A5C7B2B614B5F52,CYS_SG_single_bond_formation__neutral_C_center_with_double_C_retained_and_single_C_retained_radius_1_exact_graph_8b640e1a0311__topology_defined_mechanism_not_claimed,COVAPIE_CYS_SG_WARHEAD_RULE_8B640E1A031138F0,neutral_C_center_with_double_C_retained_and_single_C_retained_radius_1_exact_graph_8b640e1a0311__candidate_warhead_type,3,COVAPIE_CYS_SG_WARHEAD_TYPE_CLASS_8B640E1A031138F0,24ae0fbd2dc1454574d9ed17145ba71d3b3132ffecfb84a1a831eceb77efab03,3311aaca925e29036b702822bd85fbaf4e2c3a02c9b7882d255956c65cd02309,230dc6da03beee55e53df75cba887151c23b703e10dce18de4ff6304d05b6353,true,true,true,machine_derived_candidate_assignment_materialized,not_reviewed,not_approved_for_training,true,true,true,false,false,false,false,true,false,false,false,false,false,false,9d72fbcbe8ea89e94eeda5538f1a04796f1c91bf55786d6e1e4414b3eb6c08f9,human_reaction_family_review_missing;approved_warhead_rule_missing;approved_warhead_smarts_missing;current11_human_gold_review_missing,true
CYS_SG_SAMPLE_INDEX_000004,1AEC,E64,CYS,25,SG,C2,C,C2,1f220cbfcc2f98d0b6f2ca7d9779c67cfd6f0b622c789fc6fe3e9d81ea218e31,1f220cbfcc2f98d0b6f2ca7d9779c67cfd6f0b622c789fc6fe3e9d81ea218e31,b242c1f4b1e8fb5c7972daaa4be0e01a0c573c6c27f16ee2ddc95828b8ce3831,COVAPIE_CYS_SG_REACTION_FAMILY_4C9251579704AD85,CYS_SG_single_bond_formation__neutral_C_center_with_single_C_retained_and_single_C_retained_radius_1_exact_graph_3b7fb1395768__topology_defined_mechanism_not_claimed,COVAPIE_CYS_SG_WARHEAD_RULE_3B7FB1395768B690,neutral_C_center_with_single_C_retained_and_single_C_retained_radius_1_exact_graph_3b7fb1395768__candidate_warhead_type,2,COVAPIE_CYS_SG_WARHEAD_TYPE_CLASS_3B7FB1395768B690,24ae0fbd2dc1454574d9ed17145ba71d3b3132ffecfb84a1a831eceb77efab03,3311aaca925e29036b702822bd85fbaf4e2c3a02c9b7882d255956c65cd02309,230dc6da03beee55e53df75cba887151c23b703e10dce18de4ff6304d05b6353,true,true,true,machine_derived_candidate_assignment_materialized,not_reviewed,not_approved_for_training,true,true,true,false,false,false,false,true,false,false,false,false,false,false,d44433600b5b59f34f5d1ade429edb53ea92f48704f2bca63ff3af417e889de5,human_reaction_family_review_missing;approved_warhead_rule_missing;approved_warhead_smarts_missing;current11_human_gold_review_missing,true
CYS_SG_SAMPLE_INDEX_000005,1AIM,ZYA,CYS,25,SG,CM,C,CM,3aeb30f23baca71d3bc2be918814015ebc55ad159a2f2a00751f3d757fee23f9,9867361b0f4625bd935f4831115eb3fca234ccd0ed34635ac973d180e84ed212,bf99035fe510ff468f1729ee6fbaf66c646534ead5e48f7c01b89658e1b1f50f,COVAPIE_CYS_SG_REACTION_FAMILY_DC230CD72B1283D2,CYS_SG_single_bond_formation__neutral_C_center_with_single_C_retained_and_single_F_leaving_radius_1_exact_graph_ee022eb41920__topology_defined_mechanism_not_claimed,COVAPIE_CYS_SG_WARHEAD_RULE_EE022EB419200D14,neutral_C_center_with_single_C_retained_and_single_F_leaving_radius_1_exact_graph_ee022eb41920__candidate_warhead_type,6,COVAPIE_CYS_SG_WARHEAD_TYPE_CLASS_EE022EB419200D14,24ae0fbd2dc1454574d9ed17145ba71d3b3132ffecfb84a1a831eceb77efab03,3311aaca925e29036b702822bd85fbaf4e2c3a02c9b7882d255956c65cd02309,230dc6da03beee55e53df75cba887151c23b703e10dce18de4ff6304d05b6353,true,true,true,machine_derived_candidate_assignment_materialized,not_reviewed,not_approved_for_training,true,true,true,false,false,false,false,true,false,false,false,false,false,false,6937aeb83807b98d70c5fbac0dfc3b35b45b37623bc9d98bf931798fc50e94b2,human_reaction_family_review_missing;approved_warhead_rule_missing;approved_warhead_smarts_missing;current11_human_gold_review_missing,true
CYS_SG_SAMPLE_INDEX_000006,1AU3,PCM,CYS,25,SG,C22,C,C22,242ed3f61168a2e8f38b179bc1e90b4131d75fba516aad185cd8a9c0010a91eb,242ed3f61168a2e8f38b179bc1e90b4131d75fba516aad185cd8a9c0010a91eb,3905abb744e7e5b3d76df1b9d218d240c14d61ca88a5ac4decee9c93b25ed3ab,COVAPIE_CYS_SG_REACTION_FAMILY_E02CDE030B1009B1,CYS_SG_single_bond_formation__neutral_C_center_with_double_O_retained_and_single_C_retained_and_single_C_retained_radius_1_exact_graph_1d1d9c797859__topology_defined_mechanism_not_claimed,COVAPIE_CYS_SG_WARHEAD_RULE_1D1D9C797859191F,neutral_C_center_with_double_O_retained_and_single_C_retained_and_single_C_retained_radius_1_exact_graph_1d1d9c797859__candidate_warhead_type,1,COVAPIE_CYS_SG_WARHEAD_TYPE_CLASS_1D1D9C797859191F,24ae0fbd2dc1454574d9ed17145ba71d3b3132ffecfb84a1a831eceb77efab03,3311aaca925e29036b702822bd85fbaf4e2c3a02c9b7882d255956c65cd02309,230dc6da03beee55e53df75cba887151c23b703e10dce18de4ff6304d05b6353,true,true,true,machine_derived_candidate_assignment_materialized,not_reviewed,not_approved_for_training,true,true,true,false,false,false,false,true,false,false,false,false,false,false,1fd0447be512594190408c25246efd9780955ef5ff9223967a26dfc0e9eb6fbd,human_reaction_family_review_missing;approved_warhead_rule_missing;approved_warhead_smarts_missing;current11_human_gold_review_missing,true
CYS_SG_SAMPLE_INDEX_000007,1AU4,INP,CYS,25,SG,C17,C,C17,e3c89c1988101e5064c905158b2332adfcf833424957769fa36750d9e5bfdbb8,e3c89c1988101e5064c905158b2332adfcf833424957769fa36750d9e5bfdbb8,f9d1b8dda4b864f75e539f68839a729ef22045d56bacaed786b74f972906181d,COVAPIE_CYS_SG_REACTION_FAMILY_E02CDE030B1009B1,CYS_SG_single_bond_formation__neutral_C_center_with_double_O_retained_and_single_C_retained_and_single_C_retained_radius_1_exact_graph_1d1d9c797859__topology_defined_mechanism_not_claimed,COVAPIE_CYS_SG_WARHEAD_RULE_1D1D9C797859191F,neutral_C_center_with_double_O_retained_and_single_C_retained_and_single_C_retained_radius_1_exact_graph_1d1d9c797859__candidate_warhead_type,1,COVAPIE_CYS_SG_WARHEAD_TYPE_CLASS_1D1D9C797859191F,24ae0fbd2dc1454574d9ed17145ba71d3b3132ffecfb84a1a831eceb77efab03,3311aaca925e29036b702822bd85fbaf4e2c3a02c9b7882d255956c65cd02309,230dc6da03beee55e53df75cba887151c23b703e10dce18de4ff6304d05b6353,true,true,true,machine_derived_candidate_assignment_materialized,not_reviewed,not_approved_for_training,true,true,true,false,false,false,false,true,false,false,false,false,false,false,d2c66d96c8b2ec5be413cb8bd0a612a49ba42345c7f78d050f44afa16c01e2d1,human_reaction_family_review_missing;approved_warhead_rule_missing;approved_warhead_smarts_missing;current11_human_gold_review_missing,true
CYS_SG_SAMPLE_INDEX_000008,1AYU,INA,CYS,25,SG,C21,C,C21,9301ce1298133a5f1c3b22bee503288fd3f3b2492a048049d4e5419ef4a23788,9301ce1298133a5f1c3b22bee503288fd3f3b2492a048049d4e5419ef4a23788,08de39266402fa10390d95628900e263bbd95fee3cb49060425051cece9389ea,COVAPIE_CYS_SG_REACTION_FAMILY_11AA213C661B48E3,CYS_SG_single_bond_formation__neutral_C_center_with_double_O_retained_and_single_N_retained_and_single_N_retained_radius_1_exact_graph_106441a31fa4__topology_defined_mechanism_not_claimed,COVAPIE_CYS_SG_WARHEAD_RULE_106441A31FA4F951,neutral_C_center_with_double_O_retained_and_single_N_retained_and_single_N_retained_radius_1_exact_graph_106441a31fa4__candidate_warhead_type,0,COVAPIE_CYS_SG_WARHEAD_TYPE_CLASS_106441A31FA4F951,24ae0fbd2dc1454574d9ed17145ba71d3b3132ffecfb84a1a831eceb77efab03,3311aaca925e29036b702822bd85fbaf4e2c3a02c9b7882d255956c65cd02309,230dc6da03beee55e53df75cba887151c23b703e10dce18de4ff6304d05b6353,true,true,true,machine_derived_candidate_assignment_materialized,not_reviewed,not_approved_for_training,true,true,true,false,false,false,false,true,false,false,false,false,false,false,82cb64369ad96f246f5c428efe21a89585d4e70d50d4a59ed853525df53dd0cc,human_reaction_family_review_missing;approved_warhead_rule_missing;approved_warhead_smarts_missing;current11_human_gold_review_missing,true
CYS_SG_SAMPLE_INDEX_000009,1AYV,IN6,CYS,25,SG,C21,C,C21,5051c93e26f89216eeceffcc7d7fbf600cf26343910a46daca9f5a9453aab8d6,5051c93e26f89216eeceffcc7d7fbf600cf26343910a46daca9f5a9453aab8d6,c7bf45c807f5b3f56f6378edbec77566d37514943554fabaf91eed65de7a7363,COVAPIE_CYS_SG_REACTION_FAMILY_888A8E40AB92B0F8,CYS_SG_single_bond_formation__neutral_C_center_with_double_O_retained_and_single_C_retained_and_single_N_retained_radius_1_exact_graph_df48fcee8872__topology_defined_mechanism_not_claimed,COVAPIE_CYS_SG_WARHEAD_RULE_DF48FCEE8872B92A,neutral_C_center_with_double_O_retained_and_single_C_retained_and_single_N_retained_radius_1_exact_graph_df48fcee8872__candidate_warhead_type,5,COVAPIE_CYS_SG_WARHEAD_TYPE_CLASS_DF48FCEE8872B92A,24ae0fbd2dc1454574d9ed17145ba71d3b3132ffecfb84a1a831eceb77efab03,3311aaca925e29036b702822bd85fbaf4e2c3a02c9b7882d255956c65cd02309,230dc6da03beee55e53df75cba887151c23b703e10dce18de4ff6304d05b6353,true,true,true,machine_derived_candidate_assignment_materialized,not_reviewed,not_approved_for_training,true,true,true,false,false,false,false,true,false,false,false,false,false,false,f1812c89389dc83c7c69f6557df388c07c4cf246d054b925a22d6ee9e44c8eed,human_reaction_family_review_missing;approved_warhead_rule_missing;approved_warhead_smarts_missing;current11_human_gold_review_missing,true
CYS_SG_SAMPLE_INDEX_000010,1AYW,IN3,CYS,25,SG,C21,C,C21,764e7b55f9a4fdb731d1417afbe4bea3908976fc4d075d017e535798dfa1b995,764e7b55f9a4fdb731d1417afbe4bea3908976fc4d075d017e535798dfa1b995,ba45b630f8467c5fd2ff1423a56e76b9815f570315ce02b585481c57e91470f6,COVAPIE_CYS_SG_REACTION_FAMILY_11AA213C661B48E3,CYS_SG_single_bond_formation__neutral_C_center_with_double_O_retained_and_single_N_retained_and_single_N_retained_radius_1_exact_graph_106441a31fa4__topology_defined_mechanism_not_claimed,COVAPIE_CYS_SG_WARHEAD_RULE_106441A31FA4F951,neutral_C_center_with_double_O_retained_and_single_N_retained_and_single_N_retained_radius_1_exact_graph_106441a31fa4__candidate_warhead_type,0,COVAPIE_CYS_SG_WARHEAD_TYPE_CLASS_106441A31FA4F951,24ae0fbd2dc1454574d9ed17145ba71d3b3132ffecfb84a1a831eceb77efab03,3311aaca925e29036b702822bd85fbaf4e2c3a02c9b7882d255956c65cd02309,230dc6da03beee55e53df75cba887151c23b703e10dce18de4ff6304d05b6353,true,true,true,machine_derived_candidate_assignment_materialized,not_reviewed,not_approved_for_training,true,true,true,false,false,false,false,true,false,false,false,false,false,false,e02fc64e2b1880ecad83fa4400a9c19cb04055bb8a4054abd9b5d55b370d1d6c,human_reaction_family_review_missing;approved_warhead_rule_missing;approved_warhead_smarts_missing;current11_human_gold_review_missing,true
