sample_index_row_id,candidate_assignment_materialized,candidate_class_index_available,candidate_class_id_available,assignment_identity_verified,assignment_record_sha256,human_review_package_ready,human_review_completed,approved_reaction_family_available,approved_warhead_rule_available,role_proposal_generation_ready,minimal_seed_proposal_generation_ready,mask_materialization_ready,tensorization_ready,model_integration_ready,training_ready,blocking_reasons,verified
CYS_SG_SAMPLE_INDEX_000001,true,true,true,true,981df333b0699a4924525fbed9f62c7c306f72a0cffcf1086299311e7a27650b,true,false,false,false,false,false,false,false,false,false,human_reaction_family_review_missing;approved_warhead_rule_missing;approved_warhead_smarts_missing;current11_human_gold_review_missing,true
CYS_SG_SAMPLE_INDEX_000002,true,true,true,true,df69c5543863b0fbf1df7877baa35e15f8f58b6d72ab3eecfe0a5101c3a4802d,true,false,false,false,false,false,false,false,false,false,human_reaction_family_review_missing;approved_warhead_rule_missing;approved_warhead_smarts_missing;current11_human_gold_review_missing,true
CYS_SG_SAMPLE_INDEX_000003,true,true,true,true,9d72fbcbe8ea89e94eeda5538f1a04796f1c91bf55786d6e1e4414b3eb6c08f9,true,false,false,false,false,false,false,false,false,false,human_reaction_family_review_missing;approved_warhead_rule_missing;approved_warhead_smarts_missing;current11_human_gold_review_missing,true
CYS_SG_SAMPLE_INDEX_000004,true,true,true,true,d44433600b5b59f34f5d1ade429edb53ea92f48704f2bca63ff3af417e889de5,true,false,false,false,false,false,false,false,false,false,human_reaction_family_review_missing;approved_warhead_rule_missing;approved_warhead_smarts_missing;current11_human_gold_review_missing,true
CYS_SG_SAMPLE_INDEX_000005,true,true,true,true,6937aeb83807b98d70c5fbac0dfc3b35b45b37623bc9d98bf931798fc50e94b2,true,false,false,false,false,false,false,false,false,false,human_reaction_family_review_missing;approved_warhead_rule_missing;approved_warhead_smarts_missing;current11_human_gold_review_missing,true
CYS_SG_SAMPLE_INDEX_000006,true,true,true,true,1fd0447be512594190408c25246efd9780955ef5ff9223967a26dfc0e9eb6fbd,true,false,false,false,false,false,false,false,false,false,human_reaction_family_review_missing;approved_warhead_rule_missing;approved_warhead_smarts_missing;current11_human_gold_review_missing,true
CYS_SG_SAMPLE_INDEX_000007,true,true,true,true,d2c66d96c8b2ec5be413cb8bd0a612a49ba42345c7f78d050f44afa16c01e2d1,true,false,false,false,false,false,false,false,false,false,human_reaction_family_review_missing;approved_warhead_rule_missing;approved_warhead_smarts_missing;current11_human_gold_review_missing,true
CYS_SG_SAMPLE_INDEX_000008,true,true,true,true,82cb64369ad96f246f5c428efe21a89585d4e70d50d4a59ed853525df53dd0cc,true,false,false,false,false,false,false,false,false,false,human_reaction_family_review_missing;approved_warhead_rule_missing;approved_warhead_smarts_missing;current11_human_gold_review_missing,true
CYS_SG_SAMPLE_INDEX_000009,true,true,true,true,f1812c89389dc83c7c69f6557df388c07c4cf246d054b925a22d6ee9e44c8eed,true,false,false,false,false,false,false,false,false,false,human_reaction_family_review_missing;approved_warhead_rule_missing;approved_warhead_smarts_missing;current11_human_gold_review_missing,true
CYS_SG_SAMPLE_INDEX_000010,true,true,true,true,e02fc64e2b1880ecad83fa4400a9c19cb04055bb8a4054abd9b5d55b370d1d6c,true,false,false,false,false,false,false,false,false,false,human_reaction_family_review_missing;approved_warhead_rule_missing;approved_warhead_smarts_missing;current11_human_gold_review_missing,true
CYS_SG_SAMPLE_INDEX_000011,true,true,true,true,0c507e1fc8d1fe0820eae6eacc0aa8fdca0bba3b3db59e2aba3e6f380fea9e3e,true,false,false,false,false,false,false,false,false,false,human_reaction_family_review_missing;approved_warhead_rule_missing;approved_warhead_smarts_missing;current11_human_gold_review_missing,true
