raw_priority_rank,raw_review_unit_id,raw_unit_event_count,canonical_event_id,current_review_status,current_status_authority_sources_json,calibration_eligible,calibration_exclusion_reason
1,COVAPIE_BULK_REVIEW_UNIT_6A4D564E712634EB,16,COVAPIE_CYS_SG_EVENT_V1:4I3U:A:CYS:291-:SG:I:POA:C2,CURRENTLY_UNREVIEWED,"[""data/derived/covalent_small/covapie_bulk_cys_sg_model_usable_auto_admission_scaleup_v1/covapie_bulk_cys_sg_priority_human_review_queue_v1.csv""]",true,
1,COVAPIE_BULK_REVIEW_UNIT_6A4D564E712634EB,16,COVAPIE_CYS_SG_EVENT_V1:4I3U:B:CYS:291-:SG:J:POA:C2,CURRENTLY_UNREVIEWED,"[""data/derived/covalent_small/covapie_bulk_cys_sg_model_usable_auto_admission_scaleup_v1/covapie_bulk_cys_sg_priority_human_review_queue_v1.csv""]",true,
1,COVAPIE_BULK_REVIEW_UNIT_6A4D564E712634EB,16,COVAPIE_CYS_SG_EVENT_V1:4I3U:C:CYS:291-:SG:K:POA:C2,CURRENTLY_UNREVIEWED,"[""data/derived/covalent_small/covapie_bulk_cys_sg_model_usable_auto_admission_scaleup_v1/covapie_bulk_cys_sg_priority_human_review_queue_v1.csv""]",true,
1,COVAPIE_BULK_REVIEW_UNIT_6A4D564E712634EB,16,COVAPIE_CYS_SG_EVENT_V1:4I3U:D:CYS:291-:SG:L:POA:C2,CURRENTLY_UNREVIEWED,"[""data/derived/covalent_small/covapie_bulk_cys_sg_model_usable_auto_admission_scaleup_v1/covapie_bulk_cys_sg_priority_human_review_queue_v1.csv""]",true,
1,COVAPIE_BULK_REVIEW_UNIT_6A4D564E712634EB,16,COVAPIE_CYS_SG_EVENT_V1:4I3U:E:CYS:291-:SG:M:POA:C2,CURRENTLY_UNREVIEWED,"[""data/derived/covalent_small/covapie_bulk_cys_sg_model_usable_auto_admission_scaleup_v1/covapie_bulk_cys_sg_priority_human_review_queue_v1.csv""]",true,
1,COVAPIE_BULK_REVIEW_UNIT_6A4D564E712634EB,16,COVAPIE_CYS_SG_EVENT_V1:4I3U:F:CYS:291-:SG:N:POA:C2,CURRENTLY_UNREVIEWED,"[""data/derived/covalent_small/covapie_bulk_cys_sg_model_usable_auto_admission_scaleup_v1/covapie_bulk_cys_sg_priority_human_review_queue_v1.csv""]",true,
1,COVAPIE_BULK_REVIEW_UNIT_6A4D564E712634EB,16,COVAPIE_CYS_SG_EVENT_V1:4I3U:G:CYS:291-:SG:O:POA:C2,CURRENTLY_UNREVIEWED,"[""data/derived/covalent_small/covapie_bulk_cys_sg_model_usable_auto_admission_scaleup_v1/covapie_bulk_cys_sg_priority_human_review_queue_v1.csv""]",true,
1,COVAPIE_BULK_REVIEW_UNIT_6A4D564E712634EB,16,COVAPIE_CYS_SG_EVENT_V1:4I3U:H:CYS:291-:SG:P:POA:C2,CURRENTLY_UNREVIEWED,"[""data/derived/covalent_small/covapie_bulk_cys_sg_model_usable_auto_admission_scaleup_v1/covapie_bulk_cys_sg_priority_human_review_queue_v1.csv""]",true,
1,COVAPIE_BULK_REVIEW_UNIT_6A4D564E712634EB,16,COVAPIE_CYS_SG_EVENT_V1:4I3V:A:CYS:291-:SG:J:POA:C2,CURRENTLY_UNREVIEWED,"[""data/derived/covalent_small/covapie_bulk_cys_sg_model_usable_auto_admission_scaleup_v1/covapie_bulk_cys_sg_priority_human_review_queue_v1.csv""]",true,
1,COVAPIE_BULK_REVIEW_UNIT_6A4D564E712634EB,16,COVAPIE_CYS_SG_EVENT_V1:4I3V:B:CYS:291-:SG:L:POA:C2,CURRENTLY_UNREVIEWED,"[""data/derived/covalent_small/covapie_bulk_cys_sg_model_usable_auto_admission_scaleup_v1/covapie_bulk_cys_sg_priority_human_review_queue_v1.csv""]",true,
1,COVAPIE_BULK_REVIEW_UNIT_6A4D564E712634EB,16,COVAPIE_CYS_SG_EVENT_V1:4I3V:C:CYS:291-:SG:N:POA:C2,CURRENTLY_UNREVIEWED,"[""data/derived/covalent_small/covapie_bulk_cys_sg_model_usable_auto_admission_scaleup_v1/covapie_bulk_cys_sg_priority_human_review_queue_v1.csv""]",true,
1,COVAPIE_BULK_REVIEW_UNIT_6A4D564E712634EB,16,COVAPIE_CYS_SG_EVENT_V1:4I3V:D:CYS:291-:SG:P:POA:C2,CURRENTLY_UNREVIEWED,"[""data/derived/covalent_small/covapie_bulk_cys_sg_model_usable_auto_admission_scaleup_v1/covapie_bulk_cys_sg_priority_human_review_queue_v1.csv""]",true,
1,COVAPIE_BULK_REVIEW_UNIT_6A4D564E712634EB,16,COVAPIE_CYS_SG_EVENT_V1:4I3V:E:CYS:291-:SG:R:POA:C2,CURRENTLY_UNREVIEWED,"[""data/derived/covalent_small/covapie_bulk_cys_sg_model_usable_auto_admission_scaleup_v1/covapie_bulk_cys_sg_priority_human_review_queue_v1.csv""]",true,
1,COVAPIE_BULK_REVIEW_UNIT_6A4D564E712634EB,16,COVAPIE_CYS_SG_EVENT_V1:4I3V:F:CYS:291-:SG:T:POA:C2,CURRENTLY_UNREVIEWED,"[""data/derived/covalent_small/covapie_bulk_cys_sg_model_usable_auto_admission_scaleup_v1/covapie_bulk_cys_sg_priority_human_review_queue_v1.csv""]",true,
1,COVAPIE_BULK_REVIEW_UNIT_6A4D564E712634EB,16,COVAPIE_CYS_SG_EVENT_V1:4I3V:G:CYS:291-:SG:V:POA:C2,CURRENTLY_UNREVIEWED,"[""data/derived/covalent_small/covapie_bulk_cys_sg_model_usable_auto_admission_scaleup_v1/covapie_bulk_cys_sg_priority_human_review_queue_v1.csv""]",true,
1,COVAPIE_BULK_REVIEW_UNIT_6A4D564E712634EB,16,COVAPIE_CYS_SG_EVENT_V1:4I3V:H:CYS:291-:SG:W:POA:C2,CURRENTLY_UNREVIEWED,"[""data/derived/covalent_small/covapie_bulk_cys_sg_model_usable_auto_admission_scaleup_v1/covapie_bulk_cys_sg_priority_human_review_queue_v1.csv""]",true,
2,COVAPIE_BULK_REVIEW_UNIT_BE9EC76A77B78516,10,COVAPIE_CYS_SG_EVENT_V1:2JU4:A:CYS:10-:SG:B:RCY:C1S,COMPLETED_HUMAN_NEGATIVE,"[""data/derived/covalent_small/covapie_batch001_completed_decision_ingestion_and_task_label_availability_v1/covapie_batch001_completed_human_decision_snapshot_v1.json"",""data/derived/covalent_small/covapie_bulk_post_only_cys_sg_human_review_v1/covapie_post_only_human_review_decisions_v1.json""]",false,COMPLETED_HUMAN_NEGATIVE
2,COVAPIE_BULK_REVIEW_UNIT_BE9EC76A77B78516,10,COVAPIE_CYS_SG_EVENT_V1:2JU4:A:CYS:21-:SG:C:RCY:C1S,COMPLETED_HUMAN_NEGATIVE,"[""data/derived/covalent_small/covapie_batch001_completed_decision_ingestion_and_task_label_availability_v1/covapie_batch001_completed_human_decision_snapshot_v1.json"",""data/derived/covalent_small/covapie_bulk_post_only_cys_sg_human_review_v1/covapie_post_only_human_review_decisions_v1.json""]",false,COMPLETED_HUMAN_NEGATIVE
2,COVAPIE_BULK_REVIEW_UNIT_BE9EC76A77B78516,10,COVAPIE_CYS_SG_EVENT_V1:2JU4:A:CYS:30-:SG:D:RCY:C1S,COMPLETED_HUMAN_NEGATIVE,"[""data/derived/covalent_small/covapie_batch001_completed_decision_ingestion_and_task_label_availability_v1/covapie_batch001_completed_human_decision_snapshot_v1.json"",""data/derived/covalent_small/covapie_bulk_post_only_cys_sg_human_review_v1/covapie_post_only_human_review_decisions_v1.json""]",false,COMPLETED_HUMAN_NEGATIVE
2,COVAPIE_BULK_REVIEW_UNIT_BE9EC76A77B78516,10,COVAPIE_CYS_SG_EVENT_V1:2JU4:A:CYS:38-:SG:E:RCY:C1S,COMPLETED_HUMAN_NEGATIVE,"[""data/derived/covalent_small/covapie_batch001_completed_decision_ingestion_and_task_label_availability_v1/covapie_batch001_completed_human_decision_snapshot_v1.json"",""data/derived/covalent_small/covapie_bulk_post_only_cys_sg_human_review_v1/covapie_post_only_human_review_decisions_v1.json""]",false,COMPLETED_HUMAN_NEGATIVE
2,COVAPIE_BULK_REVIEW_UNIT_BE9EC76A77B78516,10,COVAPIE_CYS_SG_EVENT_V1:2JU4:A:CYS:50-:SG:F:RCY:C1S,COMPLETED_HUMAN_NEGATIVE,"[""data/derived/covalent_small/covapie_batch001_completed_decision_ingestion_and_task_label_availability_v1/covapie_batch001_completed_human_decision_snapshot_v1.json"",""data/derived/covalent_small/covapie_bulk_post_only_cys_sg_human_review_v1/covapie_post_only_human_review_decisions_v1.json""]",false,COMPLETED_HUMAN_NEGATIVE
2,COVAPIE_BULK_REVIEW_UNIT_BE9EC76A77B78516,10,COVAPIE_CYS_SG_EVENT_V1:2JU4:A:CYS:60-:SG:G:RCY:C1S,COMPLETED_HUMAN_NEGATIVE,"[""data/derived/covalent_small/covapie_batch001_completed_decision_ingestion_and_task_label_availability_v1/covapie_batch001_completed_human_decision_snapshot_v1.json"",""data/derived/covalent_small/covapie_bulk_post_only_cys_sg_human_review_v1/covapie_post_only_human_review_decisions_v1.json""]",false,COMPLETED_HUMAN_NEGATIVE
