safety_item,required_status,observed_status,safety_passed,blocking_reasons
raw_files_untracked,empty,passed,True,
raw_files_unstaged,empty,passed,True,
raw_files_not_read_current_step,true,passed,True,
derived_output_no_forbidden_binary_artifacts,true,passed,True,
no_actual_dataloader_smoke_written,true,passed,True,
no_real_dataloader_written,true,passed,True,
no_original_dataloader_modified,true,passed,True,
no_torch_tensor_checkpoint_training_artifacts,true,passed,True,
no_numpy_outputs,true,passed,True,
no_real_final_dataset_written,true,passed,True,
no_new_sample_index_written,true,passed,True,
no_split_assignments_written,true,passed,True,
no_leakage_matrix_written,true,passed,True,
metadata_csv_unchanged,unchanged,passed,True,
step13bx_artifacts_unchanged,no_diff,passed,True,
step13bw_artifacts_unchanged,no_diff,passed,True,
step13bu_artifacts_unchanged,no_diff,passed,True,
step13bo_artifacts_unchanged,no_diff,passed,True,
step13bm_artifacts_unchanged,no_diff,passed,True,
step13ai_inventory_artifacts_unchanged,no_diff,passed,True,
protected_source_diff_empty,no_diff,passed,True,
original_dataloader_diff_empty,no_diff,passed,True,
no_network_download_rdkit_biopdb_gemmi_gzip_torch_numpy_imports,true,passed,True,
