consumer_path,consumer_symbol_or_selector,matched_term,consumer_role,reads_pair_value,reads_pair_status_only,reads_pair_table_path_only,interprets_pair_order,interprets_pair_delimiter,maps_to_protein_atom_index,maps_to_ligand_atom_index,creates_tensor,uses_in_collate,uses_in_forward,uses_in_loss,uses_as_training_target,current_behavior,semantic_assumption,source_sha256,verified
data/derived/covalent_small/covapie_batch_raw_read_extraction_design_gate_v0/covapie_batch_raw_read_extraction_boundary_safety.csv,git grep 976da60a5af7b7ba71597c1202955a45db6b6cf1;term=struct_conn;occurrences=1;first_line=7;last_line=7,struct_conn,materializer,false,false,false,false,false,false,false,false,false,false,false,false,declares_validates_reports_or_references_only,observed atom-name metadata; no future encoding implied,9a1e74b05e68f9000d1685e893809f0e559cb25aaa4598e5aa536b9c83d1b686,true
data/derived/covalent_small/covapie_batch_raw_read_extraction_design_gate_v0/covapie_batch_raw_read_extraction_design_gate_manifest.json,git grep 976da60a5af7b7ba71597c1202955a45db6b6cf1;term=struct_conn;occurrences=1;first_line=84;last_line=84,struct_conn,report_or_manifest,false,false,false,false,false,false,false,false,false,false,false,false,declares_validates_reports_or_references_only,observed atom-name metadata; no future encoding implied,c6b91dcde956301ad917f1a561a2df5e8b5050d3d92c12800255f7e60ff383ba,true
data/derived/covalent_small/covapie_batch_raw_read_extraction_design_gate_v0/covapie_batch_raw_read_extraction_smoke_plan.csv,git grep 976da60a5af7b7ba71597c1202955a45db6b6cf1;term=struct_conn;occurrences=2;first_line=5;last_line=8,struct_conn,materializer,false,false,false,false,false,false,false,false,false,false,false,false,declares_validates_reports_or_references_only,observed atom-name metadata; no future encoding implied,ac9e8a721797fac8356f9082df24e0ee039562f09f14157b5f0f217c2545c8f1,true
data/derived/covalent_small/covapie_batch_raw_read_extraction_design_gate_v0/covapie_batch_raw_read_input_contract.csv,git grep 976da60a5af7b7ba71597c1202955a45db6b6cf1;term=covalent_bond_atom_pair;occurrences=1;first_line=1;last_line=1,covalent_bond_atom_pair,schema_declaration,false,false,false,false,false,false,false,false,false,false,false,false,declares_validates_reports_or_references_only,observed atom-name metadata; no future encoding implied,9f898853d9a46009f06a349d25b0345b7c6b6d39e2a244e6972102bd9c98bba8,true
data/derived/covalent_small/covapie_batch_raw_read_extraction_design_gate_v0/covapie_batch_raw_read_input_contract.csv,git grep 976da60a5af7b7ba71597c1202955a45db6b6cf1;term=ligand_atom_name;occurrences=1;first_line=1;last_line=1,ligand_atom_name,schema_declaration,false,false,false,false,false,false,false,false,false,false,false,false,declares_validates_reports_or_references_only,observed atom-name metadata; no future encoding implied,9f898853d9a46009f06a349d25b0345b7c6b6d39e2a244e6972102bd9c98bba8,true
data/derived/covalent_small/covapie_batch_raw_read_extraction_design_gate_v0/covapie_batch_raw_read_input_contract.csv,git grep 976da60a5af7b7ba71597c1202955a45db6b6cf1;term=residue_atom_name;occurrences=1;first_line=1;last_line=1,residue_atom_name,schema_declaration,false,false,false,false,false,false,false,false,false,false,false,false,declares_validates_reports_or_references_only,observed atom-name metadata; no future encoding implied,9f898853d9a46009f06a349d25b0345b7c6b6d39e2a244e6972102bd9c98bba8,true
data/derived/covalent_small/covapie_batch_raw_read_extraction_design_gate_v0/covapie_extracted_event_schema_contract.csv,git grep 976da60a5af7b7ba71597c1202955a45db6b6cf1;term=covalent_bond_atom_pair;occurrences=1;first_line=12;last_line=12,covalent_bond_atom_pair,schema_declaration,false,false,false,false,false,false,false,false,false,false,false,false,declares_validates_reports_or_references_only,observed atom-name metadata; no future encoding implied,506fe5566f04203931f8e783f0d5af78f6ed90c35e3aa710df87f7283f9b6ca8,true
data/derived/covalent_small/covapie_batch_raw_read_extraction_design_gate_v0/covapie_extracted_event_schema_contract.csv,git grep 976da60a5af7b7ba71597c1202955a45db6b6cf1;term=ligand_atom_name;occurrences=1;first_line=11;last_line=11,ligand_atom_name,schema_declaration,false,false,false,false,false,false,false,false,false,false,false,false,declares_validates_reports_or_references_only,observed atom-name metadata; no future encoding implied,506fe5566f04203931f8e783f0d5af78f6ed90c35e3aa710df87f7283f9b6ca8,true
data/derived/covalent_small/covapie_batch_raw_read_extraction_design_gate_v0/covapie_extracted_event_schema_contract.csv,git grep 976da60a5af7b7ba71597c1202955a45db6b6cf1;term=residue_atom_name;occurrences=1;first_line=10;last_line=10,residue_atom_name,schema_declaration,false,false,false,false,false,false,false,false,false,false,false,false,declares_validates_reports_or_references_only,observed atom-name metadata; no future encoding implied,506fe5566f04203931f8e783f0d5af78f6ed90c35e3aa710df87f7283f9b6ca8,true
data/derived/covalent_small/covapie_batch_raw_read_extraction_design_gate_v0/covapie_extracted_event_schema_contract.csv,git grep 976da60a5af7b7ba71597c1202955a45db6b6cf1;term=struct_conn;occurrences=1;first_line=17;last_line=17,struct_conn,schema_declaration,false,false,false,false,false,false,false,false,false,false,false,false,declares_validates_reports_or_references_only,observed atom-name metadata; no future encoding implied,506fe5566f04203931f8e783f0d5af78f6ed90c35e3aa710df87f7283f9b6ca8,true
data/derived/covalent_small/covapie_batch_raw_read_extraction_smoke_v0/covapie_batch_raw_read_extraction_boundary_safety.csv,git grep 976da60a5af7b7ba71597c1202955a45db6b6cf1;term=struct_conn;occurrences=1;first_line=6;last_line=6,struct_conn,materializer,false,false,false,false,false,false,false,false,false,false,false,false,declares_validates_reports_or_references_only,observed atom-name metadata; no future encoding implied,3689d4509923881744dc8e4e5bc303ff42d8ec4724e2580f645c6f22024361cb,true
data/derived/covalent_small/covapie_batch_raw_read_extraction_smoke_v0/covapie_batch_raw_read_extraction_smoke_manifest.json,git grep 976da60a5af7b7ba71597c1202955a45db6b6cf1;term=struct_conn;occurrences=1;first_line=93;last_line=93,struct_conn,report_or_manifest,false,false,false,false,false,false,false,false,false,false,false,false,declares_validates_reports_or_references_only,observed atom-name metadata; no future encoding implied,1f966ac3079763fefe0dcc2fbe24afc643259b20945ceed4039762b4876d242f,true
data/derived/covalent_small/covapie_batch_raw_read_extraction_smoke_v0/covapie_extracted_event_table.csv,git grep 976da60a5af7b7ba71597c1202955a45db6b6cf1;term=covalent_bond_atom_pair;occurrences=1;first_line=1;last_line=1,covalent_bond_atom_pair,materializer,false,false,false,false,false,false,false,false,false,false,false,false,declares_validates_reports_or_references_only,observed atom-name metadata; no future encoding implied,4a711ee8de692561a4ac1a75f29a247c96ae62a0eb343da5b231e145940a8d29,true
data/derived/covalent_small/covapie_batch_raw_read_extraction_smoke_v0/covapie_extracted_event_table.csv,git grep 976da60a5af7b7ba71597c1202955a45db6b6cf1;term=ligand_atom_name;occurrences=1;first_line=1;last_line=1,ligand_atom_name,materializer,false,false,false,false,false,false,false,false,false,false,false,false,declares_validates_reports_or_references_only,observed atom-name metadata; no future encoding implied,4a711ee8de692561a4ac1a75f29a247c96ae62a0eb343da5b231e145940a8d29,true
data/derived/covalent_small/covapie_batch_raw_read_extraction_smoke_v0/covapie_extracted_event_table.csv,git grep 976da60a5af7b7ba71597c1202955a45db6b6cf1;term=residue_atom_name;occurrences=1;first_line=1;last_line=1,residue_atom_name,materializer,false,false,false,false,false,false,false,false,false,false,false,false,declares_validates_reports_or_references_only,observed atom-name metadata; no future encoding implied,4a711ee8de692561a4ac1a75f29a247c96ae62a0eb343da5b231e145940a8d29,true
data/derived/covalent_small/covapie_batch_raw_read_extraction_smoke_v0/covapie_extracted_event_table.csv,git grep 976da60a5af7b7ba71597c1202955a45db6b6cf1;term=struct_conn;occurrences=5;first_line=1;last_line=5,struct_conn,materializer,false,false,false,false,false,false,false,false,false,false,false,false,declares_validates_reports_or_references_only,observed atom-name metadata; no future encoding implied,4a711ee8de692561a4ac1a75f29a247c96ae62a0eb343da5b231e145940a8d29,true
data/derived/covalent_small/covapie_batch_raw_read_extraction_smoke_v0/covapie_mmcif_loop_parse_audit.csv,git grep 976da60a5af7b7ba71597c1202955a45db6b6cf1;term=struct_conn;occurrences=1;first_line=1;last_line=1,struct_conn,validator,false,false,false,false,false,false,false,false,false,false,false,false,declares_validates_reports_or_references_only,observed atom-name metadata; no future encoding implied,c9e0fde2a0473260f0b9ef604a4fe526966d9464d7192f62ecaefec27fb1507f,true
data/derived/covalent_small/covapie_batch_scale_data_preparation_design_gate_v0/covapie_batch_scale_feature_semantics_boundary.csv,git grep 976da60a5af7b7ba71597c1202955a45db6b6cf1;term=ligand_residue_atom_pair;occurrences=1;first_line=10;last_line=10,ligand_residue_atom_pair,materializer,false,false,false,false,false,false,false,false,false,false,false,false,declares_validates_reports_or_references_only,observed atom-name metadata; no future encoding implied,b919db3b85145113a9e8f78bb0db59b3d9314337ad941f0b62feeab2083836d1,true
data/derived/covalent_small/covapie_batch_scale_data_preparation_design_gate_v0/covapie_batch_scale_feature_semantics_boundary.csv,git grep 976da60a5af7b7ba71597c1202955a45db6b6cf1;term=ligand_residue_atom_pair_label;occurrences=1;first_line=10;last_line=10,ligand_residue_atom_pair_label,materializer,false,false,false,false,false,false,false,false,false,false,false,false,declares_validates_reports_or_references_only,observed atom-name metadata; no future encoding implied,b919db3b85145113a9e8f78bb0db59b3d9314337ad941f0b62feeab2083836d1,true
data/derived/covalent_small/covapie_batch_scale_data_preparation_design_gate_v0/covapie_batch_scale_provenance_contract.csv,git grep 976da60a5af7b7ba71597c1202955a45db6b6cf1;term=covalent_bond_atom_pair;occurrences=1;first_line=12;last_line=12,covalent_bond_atom_pair,schema_declaration,false,false,false,false,false,false,false,false,false,false,false,false,declares_validates_reports_or_references_only,observed atom-name metadata; no future encoding implied,7e11e14691be217907d3f4525d4c744bab103cda54efa03dc0c2cdaa4394538c,true
data/derived/covalent_small/covapie_batch_scale_data_preparation_design_gate_v0/covapie_batch_scale_provenance_contract.csv,git grep 976da60a5af7b7ba71597c1202955a45db6b6cf1;term=residue_atom_name;occurrences=1;first_line=11;last_line=11,residue_atom_name,schema_declaration,false,false,false,false,false,false,false,false,false,false,false,false,declares_validates_reports_or_references_only,observed atom-name metadata; no future encoding implied,7e11e14691be217907d3f4525d4c744bab103cda54efa03dc0c2cdaa4394538c,true
data/derived/covalent_small/covapie_batch_scale_data_preparation_smoke_v0/covapie_batch_smoke_allowlist_schema_audit.csv,git grep 976da60a5af7b7ba71597c1202955a45db6b6cf1;term=covalent_bond_atom_pair;occurrences=1;first_line=12;last_line=12,covalent_bond_atom_pair,schema_declaration,false,false,false,false,false,false,false,false,false,false,false,false,declares_validates_reports_or_references_only,observed atom-name metadata; no future encoding implied,564651f189b05e11e97276fed4400e82101704973d83c97446b779c5bbfed5e2,true
data/derived/covalent_small/covapie_batch_scale_data_preparation_smoke_v0/covapie_batch_smoke_allowlist_schema_audit.csv,git grep 976da60a5af7b7ba71597c1202955a45db6b6cf1;term=residue_atom_name;occurrences=1;first_line=11;last_line=11,residue_atom_name,schema_declaration,false,false,false,false,false,false,false,false,false,false,false,false,declares_validates_reports_or_references_only,observed atom-name metadata; no future encoding implied,564651f189b05e11e97276fed4400e82101704973d83c97446b779c5bbfed5e2,true
