stage,previous_stage,section,status,evidence,blocking_reasons,recommended_next_step
covapie_external_metadata_index_download_design_gate_v0,covapie_specialized_covalent_database_source_acquisition_design_gate_v0,step13aj_precondition,passed,"{""rows"": 8}",,covapie_external_source_registry_configuration
covapie_external_metadata_index_download_design_gate_v0,covapie_specialized_covalent_database_source_acquisition_design_gate_v0,source_config_schema,passed,"{""rows"": 12}",,covapie_external_source_registry_configuration
covapie_external_metadata_index_download_design_gate_v0,covapie_specialized_covalent_database_source_acquisition_design_gate_v0,download_plan,passed,"{""rows"": 10}",,covapie_external_source_registry_configuration
covapie_external_metadata_index_download_design_gate_v0,covapie_specialized_covalent_database_source_acquisition_design_gate_v0,allowed_artifact,passed,"{""rows"": 10}",,covapie_external_source_registry_configuration
covapie_external_metadata_index_download_design_gate_v0,covapie_specialized_covalent_database_source_acquisition_design_gate_v0,output_path,passed,"{""rows"": 8}",,covapie_external_source_registry_configuration
covapie_external_metadata_index_download_design_gate_v0,covapie_specialized_covalent_database_source_acquisition_design_gate_v0,download_manifest,passed,"{""rows"": 12}",,covapie_external_source_registry_configuration
covapie_external_metadata_index_download_design_gate_v0,covapie_specialized_covalent_database_source_acquisition_design_gate_v0,schema_probe,passed,"{""rows"": 12}",,covapie_external_source_registry_configuration
covapie_external_metadata_index_download_design_gate_v0,covapie_specialized_covalent_database_source_acquisition_design_gate_v0,event_key_mapping,passed,"{""rows"": 8}",,covapie_external_source_registry_configuration
covapie_external_metadata_index_download_design_gate_v0,covapie_specialized_covalent_database_source_acquisition_design_gate_v0,candidate_filter,passed,"{""rows"": 10}",,covapie_external_source_registry_configuration
covapie_external_metadata_index_download_design_gate_v0,covapie_specialized_covalent_database_source_acquisition_design_gate_v0,failure_taxonomy,passed,"{""rows"": 12}",,covapie_external_source_registry_configuration
covapie_external_metadata_index_download_design_gate_v0,covapie_specialized_covalent_database_source_acquisition_design_gate_v0,execution_boundary,passed,"{""rows"": 24}",,covapie_external_source_registry_configuration
covapie_external_metadata_index_download_design_gate_v0,covapie_specialized_covalent_database_source_acquisition_design_gate_v0,git_safety,passed,"{""rows"": 10}",,covapie_external_source_registry_configuration
covapie_external_metadata_index_download_design_gate_v0,covapie_specialized_covalent_database_source_acquisition_design_gate_v0,mask_scope,passed,"{""rows"": 5}",,covapie_external_source_registry_configuration
covapie_external_metadata_index_download_design_gate_v0,covapie_specialized_covalent_database_source_acquisition_design_gate_v0,feature_semantics,passed,"{""rows"": 12}",,covapie_external_source_registry_configuration
covapie_external_metadata_index_download_design_gate_v0,covapie_specialized_covalent_database_source_acquisition_design_gate_v0,leakage_split,passed,"{""rows"": 12}",,covapie_external_source_registry_configuration
covapie_external_metadata_index_download_design_gate_v0,covapie_specialized_covalent_database_source_acquisition_design_gate_v0,readiness_boundary,passed,"{""recommended_next_step"": ""covapie_external_source_registry_configuration""}",,covapie_external_source_registry_configuration
