precondition_item,artifact_or_check,expected_status,observed_status,precondition_passed,blocking_reasons
step14u_manifest_exists,data/derived/covalent_small/covapie_cys_sg_struct_conn_crosscheck_result_review_gate_v0/covapie_cys_sg_struct_conn_crosscheck_result_review_gate_manifest.json,exists,True,True,
step14u_stage,data/derived/covalent_small/covapie_cys_sg_struct_conn_crosscheck_result_review_gate_v0/covapie_cys_sg_struct_conn_crosscheck_result_review_gate_manifest.json,covapie_cys_sg_struct_conn_crosscheck_result_review_gate_v0,covapie_cys_sg_struct_conn_crosscheck_result_review_gate_v0,True,
step14u_all_checks_passed,data/derived/covalent_small/covapie_cys_sg_struct_conn_crosscheck_result_review_gate_v0/covapie_cys_sg_struct_conn_crosscheck_result_review_gate_manifest.json,true,True,True,
step14u_result_review_evidence_count,data/derived/covalent_small/covapie_cys_sg_struct_conn_crosscheck_result_review_gate_v0/covapie_cys_sg_struct_conn_crosscheck_result_review_gate_manifest.json,3,3,True,
step14u_unmatched_blocked_count,data/derived/covalent_small/covapie_cys_sg_struct_conn_crosscheck_result_review_gate_v0/covapie_cys_sg_struct_conn_crosscheck_result_review_gate_manifest.json,2,2,True,
step14u_pending_result_review_count,data/derived/covalent_small/covapie_cys_sg_struct_conn_crosscheck_result_review_gate_v0/covapie_cys_sg_struct_conn_crosscheck_result_review_gate_manifest.json,3,3,True,
step14u_ready_for_decision_input_by_user,data/derived/covalent_small/covapie_cys_sg_struct_conn_crosscheck_result_review_gate_v0/covapie_cys_sg_struct_conn_crosscheck_result_review_gate_manifest.json,true,True,True,
step14u_ready_for_training_false,data/derived/covalent_small/covapie_cys_sg_struct_conn_crosscheck_result_review_gate_v0/covapie_cys_sg_struct_conn_crosscheck_result_review_gate_manifest.json,false,False,True,
decision_template_csv_exists,data/derived/covalent_small/covapie_cys_sg_struct_conn_crosscheck_result_review_gate_v0/covapie_cys_sg_result_review_decision_template.csv,exists,True,True,
decision_template_json_exists,data/derived/covalent_small/covapie_cys_sg_struct_conn_crosscheck_result_review_gate_v0/covapie_cys_sg_result_review_decision_template.json,exists,True,True,
decision_template_csv_json_consistent,data/derived/covalent_small/covapie_cys_sg_struct_conn_crosscheck_result_review_gate_v0/covapie_cys_sg_result_review_decision_template.json,true,True,True,
evidence_inventory_csv_exists,data/derived/covalent_small/covapie_cys_sg_struct_conn_crosscheck_result_review_gate_v0/covapie_cys_sg_result_review_evidence_inventory.csv,exists,True,True,
evidence_inventory_json_exists,data/derived/covalent_small/covapie_cys_sg_struct_conn_crosscheck_result_review_gate_v0/covapie_cys_sg_result_review_evidence_inventory.json,exists,True,True,
evidence_inventory_csv_json_consistent,data/derived/covalent_small/covapie_cys_sg_struct_conn_crosscheck_result_review_gate_v0/covapie_cys_sg_result_review_evidence_inventory.json,true,True,True,
blocked_inventory_exists,data/derived/covalent_small/covapie_cys_sg_struct_conn_crosscheck_result_review_gate_v0/covapie_cys_sg_result_review_unmatched_blocked_inventory.csv,exists,2,True,
metadata_csv_hash_unchanged,data/derived/covalent_small/external_metadata_index/covpdb/covpdb_complexes_metadata_manual.csv,c31d836c01291057b35279bc4fc4c2de35eaaa064e4e7c9ac6d314006cd66365,c31d836c01291057b35279bc4fc4c2de35eaaa064e4e7c9ac6d314006cd66365,True,
raw_files_not_tracked,data/raw/covalent_sources/covpdb/future_struct_conn_crosscheck_raw_v0,false,False,True,
raw_files_not_staged,data/raw/covalent_sources/covpdb/future_struct_conn_crosscheck_raw_v0,false,False,True,
protected_source_diff_empty,equivariant_diffusion/ lightning_modules.py,empty,False,True,
original_dataloader_diff_empty,dataset.py data/prepare_crossdocked.py,empty,False,True,
canonical_mask_count,canonical masks,5,5,True,
b3_scaffold_only_included,canonical masks,true,True,True,
no_extra_mask_tasks,canonical masks,true,"[""warhead_only"", ""linker_plus_warhead"", ""scaffold_plus_warhead"", ""scaffold_only"", ""scaffold_plus_linker_plus_warhead""]",True,
