stage,previous_stage,section,status,evidence,blocking_reasons,recommended_next_step
covapie_covpdb_raw_structure_event_annotation_design_gate_v0,covapie_covpdb_complex_card_metadata_acquisition_qa_gate_v0,step13at_precondition,passed,"{""rows"": 14}",,covapie_covpdb_raw_structure_event_annotation_smoke
covapie_covpdb_raw_structure_event_annotation_design_gate_v0,covapie_covpdb_complex_card_metadata_acquisition_qa_gate_v0,raw_download_scope_contract,passed,"{""rows"": 5}",,covapie_covpdb_raw_structure_event_annotation_smoke
covapie_covpdb_raw_structure_event_annotation_design_gate_v0,covapie_covpdb_complex_card_metadata_acquisition_qa_gate_v0,source_url_contract,passed,"{""rows"": 10}",,covapie_covpdb_raw_structure_event_annotation_smoke
covapie_covpdb_raw_structure_event_annotation_design_gate_v0,covapie_covpdb_complex_card_metadata_acquisition_qa_gate_v0,storage_contract,passed,"{""rows"": 4}",,covapie_covpdb_raw_structure_event_annotation_smoke
covapie_covpdb_raw_structure_event_annotation_design_gate_v0,covapie_covpdb_complex_card_metadata_acquisition_qa_gate_v0,parser_priority_contract,passed,"{""rows"": 5}",,covapie_covpdb_raw_structure_event_annotation_smoke
covapie_covpdb_raw_structure_event_annotation_design_gate_v0,covapie_covpdb_complex_card_metadata_acquisition_qa_gate_v0,mmcif_mapping_contract,passed,"{""rows"": 19}",,covapie_covpdb_raw_structure_event_annotation_smoke
covapie_covpdb_raw_structure_event_annotation_design_gate_v0,covapie_covpdb_complex_card_metadata_acquisition_qa_gate_v0,pdb_link_mapping_contract,passed,"{""rows"": 15}",,covapie_covpdb_raw_structure_event_annotation_smoke
covapie_covpdb_raw_structure_event_annotation_design_gate_v0,covapie_covpdb_complex_card_metadata_acquisition_qa_gate_v0,event_key_resolution_contract,passed,"{""rows"": 9}",,covapie_covpdb_raw_structure_event_annotation_smoke
covapie_covpdb_raw_structure_event_annotation_design_gate_v0,covapie_covpdb_complex_card_metadata_acquisition_qa_gate_v0,materialization_boundary,passed,"{""rows"": 5}",,covapie_covpdb_raw_structure_event_annotation_smoke
covapie_covpdb_raw_structure_event_annotation_design_gate_v0,covapie_covpdb_complex_card_metadata_acquisition_qa_gate_v0,readiness_boundary,passed,"{""recommended_next_step"": ""covapie_covpdb_raw_structure_event_annotation_smoke""}",,covapie_covpdb_raw_structure_event_annotation_smoke
