precondition_item,artifact_or_check,expected_status,observed_status,precondition_passed,blocking_reasons
step14p_manifest_exists,data/derived/covalent_small/covapie_cys_sg_manual_review_decision_input_by_user_v0/covapie_cys_sg_manual_review_decision_input_by_user_manifest.json,exists,True,True,
step14p_stage,data/derived/covalent_small/covapie_cys_sg_manual_review_decision_input_by_user_v0/covapie_cys_sg_manual_review_decision_input_by_user_manifest.json,covapie_cys_sg_manual_review_decision_input_by_user_v0,covapie_cys_sg_manual_review_decision_input_by_user_v0,True,
step14p_all_checks_passed,data/derived/covalent_small/covapie_cys_sg_manual_review_decision_input_by_user_v0/covapie_cys_sg_manual_review_decision_input_by_user_manifest.json,true,True,True,
step14p_ready_for_application_gate,data/derived/covalent_small/covapie_cys_sg_manual_review_decision_input_by_user_v0/covapie_cys_sg_manual_review_decision_input_by_user_manifest.json,true,True,True,
step14p_ready_for_future_crosscheck_false,data/derived/covalent_small/covapie_cys_sg_manual_review_decision_input_by_user_v0/covapie_cys_sg_manual_review_decision_input_by_user_manifest.json,false,False,True,
step14p_ready_for_training_false,data/derived/covalent_small/covapie_cys_sg_manual_review_decision_input_by_user_v0/covapie_cys_sg_manual_review_decision_input_by_user_manifest.json,false,False,True,
step14p_decision_input_row_count,data/derived/covalent_small/covapie_cys_sg_manual_review_decision_input_by_user_v0/covapie_cys_sg_manual_review_decision_input.csv,25,25,True,
step14p_decision_input_csv_json_consistent,data/derived/covalent_small/covapie_cys_sg_manual_review_decision_input_by_user_v0/covapie_cys_sg_manual_review_decision_input.json,true,True,True,
step14p_accepted_manifest_row_count,data/derived/covalent_small/covapie_cys_sg_manual_review_decision_input_by_user_v0/covapie_cys_sg_accept_for_future_struct_conn_crosscheck_manifest.csv,5,5,True,
step14p_accepted_manifest_csv_json_consistent,data/derived/covalent_small/covapie_cys_sg_manual_review_decision_input_by_user_v0/covapie_cys_sg_accept_for_future_struct_conn_crosscheck_manifest.json,true,True,True,
step14p_accepted_ids_match,data/derived/covalent_small/covapie_cys_sg_manual_review_decision_input_by_user_v0/covapie_cys_sg_accept_for_future_struct_conn_crosscheck_manifest.csv,"['CYS_SG_MANUAL_REVIEW_000010', 'CYS_SG_MANUAL_REVIEW_000012', 'CYS_SG_MANUAL_REVIEW_000013', 'CYS_SG_MANUAL_REVIEW_000014', 'CYS_SG_MANUAL_REVIEW_000015']","[""CYS_SG_MANUAL_REVIEW_000010"", ""CYS_SG_MANUAL_REVIEW_000012"", ""CYS_SG_MANUAL_REVIEW_000013"", ""CYS_SG_MANUAL_REVIEW_000014"", ""CYS_SG_MANUAL_REVIEW_000015""]",True,
step14p_accepted_pairs_match,data/derived/covalent_small/covapie_cys_sg_manual_review_decision_input_by_user_v0/covapie_cys_sg_accept_for_future_struct_conn_crosscheck_manifest.csv,"['1A54/MDC', '6BV6/JUG', '6BV9/JUG', '6BV8/JUG', '6BV5/JUG']","[""1A54/MDC"", ""6BV6/JUG"", ""6BV9/JUG"", ""6BV8/JUG"", ""6BV5/JUG""]",True,
metadata_csv_hash_unchanged,data/derived/covalent_small/external_metadata_index/covpdb/covpdb_complexes_metadata_manual.csv,c31d836c01291057b35279bc4fc4c2de35eaaa064e4e7c9ac6d314006cd66365,c31d836c01291057b35279bc4fc4c2de35eaaa064e4e7c9ac6d314006cd66365,True,
step14p_artifacts_unchanged,data/derived/covalent_small/covapie_cys_sg_manual_review_decision_input_by_user_v0,empty diff,False,True,
step14o_artifacts_unchanged,data/derived/covalent_small/covapie_cys_sg_acquired_annotation_manual_review_gate_v0,empty diff,False,True,
raw_roots_not_tracked,data/raw/covalent_sources/covpdb/cys_sg_discovery_raw_v0,false,False,True,
raw_roots_not_staged,data/raw/covalent_sources/covpdb/cys_sg_discovery_raw_v0,false,False,True,
protected_source_diff_empty,equivariant_diffusion/ lightning_modules.py,empty,False,True,
original_dataloader_diff_empty,dataset.py data/prepare_crossdocked.py,empty,False,True,
canonical_mask_count,canonical masks,5,5,True,
b3_scaffold_only_included,canonical masks,true,True,True,
