sample_preparation_input_id,pdb_id,expected_het_id,atom_site_id,type_symbol,atom_name,ligand_comp_id,auth_asym_id,auth_seq_id,label_asym_id,label_seq_id,x,y,z,occupancy,altloc,model_num,is_covalent_ligand_atom,source_raw_file
CYS_SG_EXPANSION_PREP_000001,1AEC,E64,2006,C,C1,E64,A,219,B,,62.629,21.442,15.436,1.00,,1,False,data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1aec.cif
CYS_SG_EXPANSION_PREP_000001,1AEC,E64,2007,O,O1,E64,A,219,B,,62.608,22.662,15.303,1.00,,1,False,data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1aec.cif
CYS_SG_EXPANSION_PREP_000001,1AEC,E64,2008,O,O2,E64,A,219,B,,63.439,20.872,16.152,1.00,,1,False,data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1aec.cif
CYS_SG_EXPANSION_PREP_000001,1AEC,E64,2009,C,C2,E64,A,219,B,,61.606,20.619,14.690,1.00,,1,True,data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1aec.cif
CYS_SG_EXPANSION_PREP_000001,1AEC,E64,2010,C,C3,E64,A,219,B,,62.333,19.464,13.945,1.00,,1,False,data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1aec.cif
CYS_SG_EXPANSION_PREP_000001,1AEC,E64,2011,O,O3,E64,A,219,B,,63.022,20.078,12.869,1.00,,1,False,data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1aec.cif
CYS_SG_EXPANSION_PREP_000001,1AEC,E64,2012,C,C4,E64,A,219,B,,61.401,18.378,13.447,1.00,,1,False,data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1aec.cif
CYS_SG_EXPANSION_PREP_000001,1AEC,E64,2013,O,O4,E64,A,219,B,,61.481,17.224,13.857,1.00,,1,False,data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1aec.cif
CYS_SG_EXPANSION_PREP_000001,1AEC,E64,2014,N,N1,E64,A,219,B,,60.485,18.776,12.571,1.00,,1,False,data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1aec.cif
CYS_SG_EXPANSION_PREP_000001,1AEC,E64,2015,C,C6,E64,A,219,B,,59.470,17.865,12.094,1.00,,1,False,data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1aec.cif
CYS_SG_EXPANSION_PREP_000001,1AEC,E64,2016,C,C7,E64,A,219,B,,58.153,18.634,12.134,1.00,,1,False,data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1aec.cif
CYS_SG_EXPANSION_PREP_000001,1AEC,E64,2017,C,C8,E64,A,219,B,,56.821,17.902,12.199,1.00,,1,False,data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1aec.cif
CYS_SG_EXPANSION_PREP_000001,1AEC,E64,2018,C,C9,E64,A,219,B,,56.340,17.406,10.847,1.00,,1,False,data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1aec.cif
CYS_SG_EXPANSION_PREP_000001,1AEC,E64,2019,C,C10,E64,A,219,B,,56.898,16.767,13.191,1.00,,1,False,data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1aec.cif
CYS_SG_EXPANSION_PREP_000001,1AEC,E64,2020,C,C11,E64,A,219,B,,59.907,17.440,10.702,1.00,,1,False,data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1aec.cif
CYS_SG_EXPANSION_PREP_000001,1AEC,E64,2021,O,O5,E64,A,219,B,,60.033,18.257,9.790,1.00,,1,False,data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1aec.cif
CYS_SG_EXPANSION_PREP_000001,1AEC,E64,2022,N,N2,E64,A,219,B,,60.223,16.145,10.597,1.00,,1,False,data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1aec.cif
CYS_SG_EXPANSION_PREP_000001,1AEC,E64,2023,C,C12,E64,A,219,B,,60.747,15.523,9.392,1.00,,1,False,data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1aec.cif
CYS_SG_EXPANSION_PREP_000001,1AEC,E64,2024,C,C13,E64,A,219,B,,62.131,14.974,9.681,1.00,,1,False,data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1aec.cif
CYS_SG_EXPANSION_PREP_000001,1AEC,E64,2025,C,C14,E64,A,219,B,,62.610,14.003,8.636,1.00,,1,False,data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1aec.cif
CYS_SG_EXPANSION_PREP_000001,1AEC,E64,2026,C,C15,E64,A,219,B,,64.008,13.590,9.053,1.00,,1,False,data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1aec.cif
CYS_SG_EXPANSION_PREP_000001,1AEC,E64,2027,N,N3,E64,A,219,B,,64.563,12.599,8.148,1.00,,1,False,data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1aec.cif
CYS_SG_EXPANSION_PREP_000001,1AEC,E64,2028,C,C16,E64,A,219,B,,65.876,12.464,7.972,1.00,,1,False,data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1aec.cif
CYS_SG_EXPANSION_PREP_000001,1AEC,E64,2029,N,N4,E64,A,219,B,,66.317,11.648,7.023,1.00,,1,False,data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1aec.cif
CYS_SG_EXPANSION_PREP_000001,1AEC,E64,2030,N,N5,E64,A,219,B,,66.761,13.109,8.739,1.00,,1,False,data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1aec.cif
CYS_SG_EXPANSION_PREP_000001,1AEC,E64,2031,H,HO3,E64,A,219,B,,63.108,19.465,12.136,1.00,,1,False,data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1aec.cif
CYS_SG_EXPANSION_PREP_000001,1AEC,E64,2032,H,HN1,E64,A,219,B,,60.483,19.710,12.273,1.00,,1,False,data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1aec.cif
CYS_SG_EXPANSION_PREP_000001,1AEC,E64,2033,H,HN2,E64,A,219,B,,60.125,15.587,11.389,1.00,,1,False,data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1aec.cif
CYS_SG_EXPANSION_PREP_000001,1AEC,E64,2034,H,HN3,E64,A,219,B,,63.956,11.999,7.664,1.00,,1,False,data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1aec.cif
CYS_SG_EXPANSION_PREP_000001,1AEC,E64,2035,H,HN41,E64,A,219,B,,67.299,11.511,6.889,1.00,,1,False,data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1aec.cif
CYS_SG_EXPANSION_PREP_000001,1AEC,E64,2036,H,HN42,E64,A,219,B,,65.653,11.148,6.467,1.00,,1,False,data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1aec.cif
CYS_SG_EXPANSION_PREP_000001,1AEC,E64,2037,H,HN51,E64,A,219,B,,66.456,13.693,9.492,1.00,,1,False,data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1aec.cif
CYS_SG_EXPANSION_PREP_000001,1AEC,E64,2038,H,HN52,E64,A,219,B,,67.737,12.955,8.593,1.00,,1,False,data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1aec.cif
