precondition_item,artifact_or_check,expected_status,observed_status,precondition_passed,blocking_reasons
step13ar_manifest,data/derived/covalent_small/covapie_covpdb_complex_card_metadata_probe_design_gate_v0/covapie_covpdb_complex_card_metadata_probe_design_gate_manifest.json,present_or_clean,present_or_clean,True,
step13ar_allowed_url_contract,data/derived/covalent_small/covapie_covpdb_complex_card_metadata_probe_design_gate_v0/covapie_covpdb_complex_card_allowed_url_contract.csv,present_or_clean,present_or_clean,True,
step13ar_target_field_contract,data/derived/covalent_small/covapie_covpdb_complex_card_metadata_probe_design_gate_v0/covapie_covpdb_complex_card_probe_target_field_contract.csv,present_or_clean,present_or_clean,True,
step13ar_event_key_resolution_contract,data/derived/covalent_small/covapie_covpdb_complex_card_metadata_probe_design_gate_v0/covapie_covpdb_complex_card_event_key_resolution_contract.csv,present_or_clean,present_or_clean,True,
metadata_csv_25x19,data/derived/covalent_small/external_metadata_index/covpdb/covpdb_complexes_metadata_manual.csv,present_or_clean,present_or_clean,True,
first_5_urls_allowed,first five covpdb_complex_card_url values,present_or_clean,present_or_clean,True,
covapie_naming_convention,docs/covapie_project_naming_convention.md,present_or_clean,present_or_clean,True,
protected_source_diff_empty,equivariant_diffusion/ lightning_modules.py,present_or_clean,present_or_clean,True,
original_dataloader_diff_empty,dataset.py data/prepare_crossdocked.py,present_or_clean,present_or_clean,True,
raw_files_not_staged_or_tracked,data/raw/covalent_sources,present_or_clean,present_or_clean,True,
output_root_declared,data/derived/covalent_small/covapie_covpdb_complex_card_metadata_acquisition_smoke_v0,present_or_clean,present_or_clean,True,
