stage,previous_stage,section,status,evidence,blocking_reasons,recommended_next_step
covapie_covpdb_complex_card_metadata_acquisition_smoke_v0,covapie_covpdb_complex_card_metadata_probe_design_gate_v0,step13ar_precondition,passed,"{""passed"": true}",,covapie_covpdb_complex_card_metadata_acquisition_qa_gate
covapie_covpdb_complex_card_metadata_acquisition_smoke_v0,covapie_covpdb_complex_card_metadata_probe_design_gate_v0,acquisition_plan,passed,"{""attempted_card_count"": 5}",,covapie_covpdb_complex_card_metadata_acquisition_qa_gate
covapie_covpdb_complex_card_metadata_acquisition_smoke_v0,covapie_covpdb_complex_card_metadata_probe_design_gate_v0,fetch_audit,passed,"{""fetch_failed_count"": 0, ""fetch_succeeded_count"": 5}",,covapie_covpdb_complex_card_metadata_acquisition_qa_gate
covapie_covpdb_complex_card_metadata_acquisition_smoke_v0,covapie_covpdb_complex_card_metadata_probe_design_gate_v0,html_metadata_safety,passed,"{""full_html_written"": false}",,covapie_covpdb_complex_card_metadata_acquisition_qa_gate
covapie_covpdb_complex_card_metadata_acquisition_smoke_v0,covapie_covpdb_complex_card_metadata_probe_design_gate_v0,parse_label_inventory,passed,"{""rows"": 50}",,covapie_covpdb_complex_card_metadata_acquisition_qa_gate
covapie_covpdb_complex_card_metadata_acquisition_smoke_v0,covapie_covpdb_complex_card_metadata_probe_design_gate_v0,event_field_probe,passed,"{""rows"": 25}",,covapie_covpdb_complex_card_metadata_acquisition_qa_gate
covapie_covpdb_complex_card_metadata_acquisition_smoke_v0,covapie_covpdb_complex_card_metadata_probe_design_gate_v0,event_key_resolution,passed,"{""minimal"": 0, ""preferred"": 0}",,covapie_covpdb_complex_card_metadata_acquisition_qa_gate
covapie_covpdb_complex_card_metadata_acquisition_smoke_v0,covapie_covpdb_complex_card_metadata_probe_design_gate_v0,readiness_boundary,passed,"{""ready_for_qa_gate"": true}",,covapie_covpdb_complex_card_metadata_acquisition_qa_gate
covapie_covpdb_complex_card_metadata_acquisition_smoke_v0,covapie_covpdb_complex_card_metadata_probe_design_gate_v0,execution_boundary,passed,"{""network_access_used"": true}",,covapie_covpdb_complex_card_metadata_acquisition_qa_gate
covapie_covpdb_complex_card_metadata_acquisition_smoke_v0,covapie_covpdb_complex_card_metadata_probe_design_gate_v0,git_safety,passed,"{""rows"": 10}",,covapie_covpdb_complex_card_metadata_acquisition_qa_gate
covapie_covpdb_complex_card_metadata_acquisition_smoke_v0,covapie_covpdb_complex_card_metadata_probe_design_gate_v0,mask_scope,passed,"{""mask_count"": 5}",,covapie_covpdb_complex_card_metadata_acquisition_qa_gate
covapie_covpdb_complex_card_metadata_acquisition_smoke_v0,covapie_covpdb_complex_card_metadata_probe_design_gate_v0,feature_semantics,passed,"{""rows"": 12}",,covapie_covpdb_complex_card_metadata_acquisition_qa_gate
covapie_covpdb_complex_card_metadata_acquisition_smoke_v0,covapie_covpdb_complex_card_metadata_probe_design_gate_v0,leakage_split,passed,"{""rows"": 12}",,covapie_covpdb_complex_card_metadata_acquisition_qa_gate
