stage,previous_stage,section,status,evidence,decision,blocking_reasons,recommended_next_step
checkpoint_compatible_instantiation_wrapper_v0,checkpoint_original_config_instantiation_design_v0,step11c_precondition,passed,"{""step11c_validated"": true}",Step 11C design outputs are accepted as wrapper inputs.,,checkpoint_compatible_pretrained_load_smoke
checkpoint_compatible_instantiation_wrapper_v0,checkpoint_original_config_instantiation_design_v0,checkpoint_reference,passed,"{""checkpoint_sha256"": ""07f86764bf569aafbc40a9c15fc02de8e2550437dd0f17f657eab3abe66c372c"", ""checkpoint_size_bytes"": 17861341, ""state_dict_key_count"": 122, ""target_fields"": {""atom_feature_dim"": 10, ""egnn_blocks"": 5, ""hidden_nf"": 128, ""joint_nf"": 32, ""mode"": ""pocket_conditioning"", ""n_layers"": 5, ""pocket_representation"": ""full-atom"", ""residue_feature_dim"": 10}}",Checkpoint state_dict shapes and target hparams are readable.,,checkpoint_compatible_pretrained_load_smoke
checkpoint_compatible_instantiation_wrapper_v0,checkpoint_original_config_instantiation_design_v0,config_preview,passed,"{""target_atom_feature_dim"": 10, ""target_egnn_params"": {""hidden_nf"": 128, ""joint_nf"": 32, ""n_layers"": 5}, ""target_mode"": ""pocket_conditioning"", ""target_pocket_representation"": ""full-atom"", ""target_residue_feature_dim"": 10}",Step 11C preview supplies checkpoint original architecture targets.,,checkpoint_compatible_pretrained_load_smoke
checkpoint_compatible_instantiation_wrapper_v0,checkpoint_original_config_instantiation_design_v0,compatible_config_build,passed,"{""overrides"": {""egnn_params.hidden_nf"": 128, ""egnn_params.joint_nf"": 32, ""egnn_params.n_layers"": 5, ""mode"": ""pocket_conditioning"", ""pocket_representation"": ""full-atom"", ""virtual_nodes"": false}, ""relevant_fields"": {""diffusion_params.diffusion_loss_type"": ""l2"", ""diffusion_params.diffusion_steps"": 500, ""egnn_params.hidden_nf"": 128, ""egnn_params.joint_nf"": 32, ""egnn_params.n_layers"": 5, ""mode"": ""pocket_conditioning"", ""pocket_representation"": ""full-atom"", ""virtual_nodes"": false}, ""source"": ""configs/crossdock_fullatom_joint.yml"", ""unresolved_fields"": [""dataset_info mapping for 10-dim full-atom"", ""atom_encoder / decoder feature contract"", ""residue feature contract"", ""node_histogram source and shape""]}",In-memory config overrides are built without editing repo config files.,,checkpoint_compatible_pretrained_load_smoke
checkpoint_compatible_instantiation_wrapper_v0,checkpoint_original_config_instantiation_design_v0,input_contract,passed,"{""checkpoint_state_dict_key_count"": 122, ""compatible_config_mode"": ""pocket_conditioning"", ""contract_source"": ""checkpoint_state_dict_shape_inference"", ""current_default_atom_feature_dim"": 11, ""current_default_crossdock_full_contract_used"": false, ""dataset_info_strategy"": ""build_minimal_10d_shape_contract_in_memory"", ""feature_semantics_known"": false, ""feature_semantics_status"": ""shape_only_contract_for_instantiation_smoke"", ""input_contract_built"": true, ""node_histogram_strategy"": ""synthetic_placeholder_for_constructor_compatibility"", ""one_hot_strategy"": ""synthetic_10d_one_hot_for_shape_smoke"", ""risks"": [""10d feature semantics may not match current 11d constants"", ""shape smoke is not training data smoke"", ""strict load may still fail if constructor has hidden assumptions""], ""synthetic_forward_candidate_safe"": true, ""synthetic_forward_candidate_scope"": ""shape_and_finiteness_only"", ""target_atom_feature_dim"": 10, ""target_ligand_feature_dim"": 10, ""target_pocket_feature_dim"": 10, ""target_residue_feature_dim"": 10}",A 10D shape-only input contract is recorded for constructor compatibility.,,checkpoint_compatible_pretrained_load_smoke
checkpoint_compatible_instantiation_wrapper_v0,checkpoint_original_config_instantiation_design_v0,model_instantiation,passed,"{""blocking_reasons"": [], ""model_class"": ""LigandPocketDDPM"", ""model_instantiated"": true, ""model_instantiation_attempted"": true, ""model_state_dict_key_count"": 122, ""requested_device"": ""cpu"", ""resolved_device"": ""cpu"", ""trainable_parameter_count"": 1005418, ""wrapper_status"": ""checkpoint_compatible_instantiation_proven""}",Checkpoint-compatible LigandPocketDDPM constructor path was exercised in memory.,,checkpoint_compatible_pretrained_load_smoke
checkpoint_compatible_instantiation_wrapper_v0,checkpoint_original_config_instantiation_design_v0,shape_match_analysis,passed,"{""matched_key_count"": 122, ""reached_shape_match_goal"": true, ""shape_matched_key_count"": 122, ""shape_matched_ratio"": 1.0, ""shape_table_row_count"": 122}",Shape match improved over Step 11A and determines whether checkpoint load smoke is allowed.,,checkpoint_compatible_pretrained_load_smoke
checkpoint_compatible_instantiation_wrapper_v0,checkpoint_original_config_instantiation_design_v0,optional_forward_smoke,passed,"{""forward_output_type"": ""tuple"", ""forward_smoke_attempted"": true, ""forward_smoke_skip_reason"": """", ""forward_smoke_success"": true, ""forward_tensor_output_shapes"": {""output.0"": [1], ""output.1.SNR_weight"": [], ""output.1.delta_log_px"": [], ""output.1.eps_hat_lig_h"": [], ""output.1.eps_hat_lig_x"": [], ""output.1.error_t_lig"": [], ""output.1.error_t_pocket"": [], ""output.1.kl_prior"": [], ""output.1.log_pN"": [], ""output.1.loss_0"": [], ""output.1.neg_log_const_0"": []}, ""output_finite"": true}",No-grad forward smoke remains deferred because this step is a shape compatibility prototype.,,checkpoint_compatible_pretrained_load_smoke
checkpoint_compatible_instantiation_wrapper_v0,checkpoint_original_config_instantiation_design_v0,decision,passed,"{""checkpoint_load_smoke_allowed"": true, ""finetune_allowed"": false, ""formal_training_allowed"": false, ""instantiation_status"": ""checkpoint_compatible_model_instantiated"", ""loss_decrease_required"": false, ""masked_loss_smoke_allowed"": false, ""pretrained_masked_loss_smoke_allowed"": false, ""quality_claim_allowed"": false, ""recommended_next_step"": ""checkpoint_compatible_pretrained_load_smoke""}",Checkpoint-compatible pretrained load smoke is allowed only after shape compatibility is proven.,,checkpoint_compatible_pretrained_load_smoke
checkpoint_compatible_instantiation_wrapper_v0,checkpoint_original_config_instantiation_design_v0,safety_boundary,passed,"{""backward_called"": false, ""checkpoint_saved"": false, ""forbidden_artifacts_created"": false, ""model_saved"": false, ""optimizer_created"": false, ""optimizer_step_called"": false, ""original_source_files_modified"": false, ""trainer_fit_called"": false, ""training_step_called"": false}","No training, optimizer, checkpoint save, model save, or source modification occurred.",,checkpoint_compatible_pretrained_load_smoke
