stage,previous_stage,section,status,evidence,blocking_reasons,recommended_next_step
covapie_candidate_allowlist_creation_gate_v0,covapie_batch_scale_data_preparation_smoke_v0,step13af_precondition,passed,"{""rows"": 6}",,covapie_candidate_allowlist_materialization_smoke
covapie_candidate_allowlist_creation_gate_v0,covapie_batch_scale_data_preparation_smoke_v0,schema_contract,passed,"{""rows"": 15}",,covapie_candidate_allowlist_materialization_smoke
covapie_candidate_allowlist_creation_gate_v0,covapie_batch_scale_data_preparation_smoke_v0,candidate_source_contract,passed,"{""rows"": 8}",,covapie_candidate_allowlist_materialization_smoke
covapie_candidate_allowlist_creation_gate_v0,covapie_batch_scale_data_preparation_smoke_v0,selection_rule_contract,passed,"{""rows"": 12}",,covapie_candidate_allowlist_materialization_smoke
covapie_candidate_allowlist_creation_gate_v0,covapie_batch_scale_data_preparation_smoke_v0,manual_review_contract,passed,"{""rows"": 6}",,covapie_candidate_allowlist_materialization_smoke
covapie_candidate_allowlist_creation_gate_v0,covapie_batch_scale_data_preparation_smoke_v0,path_safety_contract,passed,"{""rows"": 8}",,covapie_candidate_allowlist_materialization_smoke
covapie_candidate_allowlist_creation_gate_v0,covapie_batch_scale_data_preparation_smoke_v0,duplicate_exclusion_contract,passed,"{""rows"": 8}",,covapie_candidate_allowlist_materialization_smoke
covapie_candidate_allowlist_creation_gate_v0,covapie_batch_scale_data_preparation_smoke_v0,template_audit,passed,"{""rows"": 1}",,covapie_candidate_allowlist_materialization_smoke
covapie_candidate_allowlist_creation_gate_v0,covapie_batch_scale_data_preparation_smoke_v0,execution_boundary,passed,"{""rows"": 24}",,covapie_candidate_allowlist_materialization_smoke
covapie_candidate_allowlist_creation_gate_v0,covapie_batch_scale_data_preparation_smoke_v0,git_safety,passed,"{""rows"": 10}",,covapie_candidate_allowlist_materialization_smoke
covapie_candidate_allowlist_creation_gate_v0,covapie_batch_scale_data_preparation_smoke_v0,mask_scope,passed,"{""rows"": 5}",,covapie_candidate_allowlist_materialization_smoke
covapie_candidate_allowlist_creation_gate_v0,covapie_batch_scale_data_preparation_smoke_v0,feature_semantics,passed,"{""rows"": 12}",,covapie_candidate_allowlist_materialization_smoke
covapie_candidate_allowlist_creation_gate_v0,covapie_batch_scale_data_preparation_smoke_v0,leakage_split,passed,"{""rows"": 12}",,covapie_candidate_allowlist_materialization_smoke
covapie_candidate_allowlist_creation_gate_v0,covapie_batch_scale_data_preparation_smoke_v0,readiness_boundary,passed,"{""recommended_next_step"": ""covapie_candidate_allowlist_materialization_smoke""}",,covapie_candidate_allowlist_materialization_smoke
