precondition_item,artifact_or_check,expected_status,observed_status,precondition_passed,blocking_reasons
step14s_manifest_exists,data/derived/covalent_small/covapie_cys_sg_future_struct_conn_crosscheck_controlled_raw_acquisition_gate_v0/covapie_cys_sg_future_struct_conn_controlled_raw_acquisition_gate_manifest.json,exists,True,True,
step14s_stage,data/derived/covalent_small/covapie_cys_sg_future_struct_conn_crosscheck_controlled_raw_acquisition_gate_v0/covapie_cys_sg_future_struct_conn_controlled_raw_acquisition_gate_manifest.json,covapie_cys_sg_future_struct_conn_crosscheck_controlled_raw_acquisition_gate_v0,covapie_cys_sg_future_struct_conn_crosscheck_controlled_raw_acquisition_gate_v0,True,
step14s_all_checks_passed,data/derived/covalent_small/covapie_cys_sg_future_struct_conn_crosscheck_controlled_raw_acquisition_gate_v0/covapie_cys_sg_future_struct_conn_controlled_raw_acquisition_gate_manifest.json,true,True,True,
step14s_raw_mmcif_available_count,data/derived/covalent_small/covapie_cys_sg_future_struct_conn_crosscheck_controlled_raw_acquisition_gate_v0/covapie_cys_sg_future_struct_conn_controlled_raw_acquisition_gate_manifest.json,5,5,True,
step14s_raw_mmcif_integrity_passed_count,data/derived/covalent_small/covapie_cys_sg_future_struct_conn_crosscheck_controlled_raw_acquisition_gate_v0/covapie_cys_sg_future_struct_conn_controlled_raw_acquisition_gate_manifest.json,5,5,True,
step14s_ready_for_execution_gate,data/derived/covalent_small/covapie_cys_sg_future_struct_conn_crosscheck_controlled_raw_acquisition_gate_v0/covapie_cys_sg_future_struct_conn_controlled_raw_acquisition_gate_manifest.json,true,True,True,
step14s_ready_for_training_false,data/derived/covalent_small/covapie_cys_sg_future_struct_conn_crosscheck_controlled_raw_acquisition_gate_v0/covapie_cys_sg_future_struct_conn_controlled_raw_acquisition_gate_manifest.json,false,False,True,
step14s_availability_manifest_exists,data/derived/covalent_small/covapie_cys_sg_future_struct_conn_crosscheck_controlled_raw_acquisition_gate_v0/covapie_cys_sg_controlled_raw_file_availability_manifest.csv,exists,True,True,
step14r_query_plan_csv_json_consistent,data/derived/covalent_small/covapie_cys_sg_future_struct_conn_crosscheck_gate_v0/covapie_cys_sg_expected_struct_conn_query_plan.json,true,"[""CYS_SG_STRUCT_CONN_QUERY_000001"", ""CYS_SG_STRUCT_CONN_QUERY_000002"", ""CYS_SG_STRUCT_CONN_QUERY_000003"", ""CYS_SG_STRUCT_CONN_QUERY_000004"", ""CYS_SG_STRUCT_CONN_QUERY_000005""]",True,
raw_files_exist_size_positive_not_html,data/raw/covalent_sources/covpdb/future_struct_conn_crosscheck_raw_v0,true,"[""/home/fmx_25111030037/projects/DiffSBDD-base/data/raw/covalent_sources/covpdb/future_struct_conn_crosscheck_raw_v0/1a54.cif"", ""/home/fmx_25111030037/projects/DiffSBDD-base/data/raw/covalent_sources/covpdb/future_struct_conn_crosscheck_raw_v0/6bv6.cif"", ""/home/fmx_25111030037/projects/DiffSBDD-base/data/raw/covalent_sources/covpdb/future_struct_conn_crosscheck_raw_v0/6bv9.cif"", ""/home/fmx_25111030037/projects/DiffSBDD-base/data/raw/covalent_sources/covpdb/future_struct_conn_crosscheck_raw_v0/6bv8.cif"", ""/home/fmx_25111030037/projects/DiffSBDD-base/data/raw/covalent_sources/covpdb/future_struct_conn_crosscheck_raw_v0/6bv5.cif""]",True,
accepted_pdb_het_pairs_match,data/derived/covalent_small/covapie_cys_sg_future_struct_conn_crosscheck_gate_v0/covapie_cys_sg_expected_struct_conn_query_plan.csv,"['1A54/MDC', '6BV6/JUG', '6BV9/JUG', '6BV8/JUG', '6BV5/JUG']","[""1A54/MDC"", ""6BV6/JUG"", ""6BV9/JUG"", ""6BV8/JUG"", ""6BV5/JUG""]",True,
metadata_csv_hash_unchanged,data/derived/covalent_small/external_metadata_index/covpdb/covpdb_complexes_metadata_manual.csv,c31d836c01291057b35279bc4fc4c2de35eaaa064e4e7c9ac6d314006cd66365,c31d836c01291057b35279bc4fc4c2de35eaaa064e4e7c9ac6d314006cd66365,True,
raw_files_not_git_tracked,data/raw/covalent_sources/covpdb/future_struct_conn_crosscheck_raw_v0,false,,True,
raw_files_not_staged,data/raw/covalent_sources/covpdb/future_struct_conn_crosscheck_raw_v0,false,,True,
protected_source_diff_empty,equivariant_diffusion/ lightning_modules.py,empty,False,True,
original_dataloader_diff_empty,dataset.py data/prepare_crossdocked.py,empty,False,True,
canonical_mask_count,canonical masks,5,5,True,
b3_scaffold_only_included,canonical masks,true,True,True,
no_extra_mask_tasks,canonical masks,true,"[""warhead_only"", ""linker_plus_warhead"", ""scaffold_plus_warhead"", ""scaffold_only"", ""scaffold_plus_linker_plus_warhead""]",True,
