precondition_item,artifact_or_check,expected_status,observed_status,precondition_passed,blocking_reasons
step14t_manifest_exists,data/derived/covalent_small/covapie_cys_sg_future_struct_conn_crosscheck_execution_gate_v0/covapie_cys_sg_future_struct_conn_crosscheck_execution_gate_manifest.json,exists,True,True,
step14t_stage,data/derived/covalent_small/covapie_cys_sg_future_struct_conn_crosscheck_execution_gate_v0/covapie_cys_sg_future_struct_conn_crosscheck_execution_gate_manifest.json,covapie_cys_sg_future_struct_conn_crosscheck_execution_gate_v0,covapie_cys_sg_future_struct_conn_crosscheck_execution_gate_v0,True,
step14t_all_checks_passed,data/derived/covalent_small/covapie_cys_sg_future_struct_conn_crosscheck_execution_gate_v0/covapie_cys_sg_future_struct_conn_crosscheck_execution_gate_manifest.json,true,True,True,
step14t_crosscheck_input_count,data/derived/covalent_small/covapie_cys_sg_future_struct_conn_crosscheck_execution_gate_v0/covapie_cys_sg_future_struct_conn_crosscheck_execution_gate_manifest.json,5,5,True,
step14t_matched_input_count,data/derived/covalent_small/covapie_cys_sg_future_struct_conn_crosscheck_execution_gate_v0/covapie_cys_sg_future_struct_conn_crosscheck_execution_gate_manifest.json,3,3,True,
step14t_unmatched_input_count,data/derived/covalent_small/covapie_cys_sg_future_struct_conn_crosscheck_execution_gate_v0/covapie_cys_sg_future_struct_conn_crosscheck_execution_gate_manifest.json,2,2,True,
step14t_ambiguous_input_count,data/derived/covalent_small/covapie_cys_sg_future_struct_conn_crosscheck_execution_gate_v0/covapie_cys_sg_future_struct_conn_crosscheck_execution_gate_manifest.json,0,0,True,
step14t_evidence_candidate_count,data/derived/covalent_small/covapie_cys_sg_future_struct_conn_crosscheck_execution_gate_v0/covapie_cys_sg_future_struct_conn_crosscheck_execution_gate_manifest.json,3,3,True,
step14t_ready_for_result_review_gate,data/derived/covalent_small/covapie_cys_sg_future_struct_conn_crosscheck_execution_gate_v0/covapie_cys_sg_future_struct_conn_crosscheck_execution_gate_manifest.json,true,True,True,
step14t_ready_for_training_false,data/derived/covalent_small/covapie_cys_sg_future_struct_conn_crosscheck_execution_gate_v0/covapie_cys_sg_future_struct_conn_crosscheck_execution_gate_manifest.json,false,False,True,
query_execution_audit_exists_row_count,data/derived/covalent_small/covapie_cys_sg_future_struct_conn_crosscheck_execution_gate_v0/covapie_cys_sg_struct_conn_query_execution_audit.csv,5,5,True,
matched_evidence_csv_json_consistent,data/derived/covalent_small/covapie_cys_sg_future_struct_conn_crosscheck_execution_gate_v0/covapie_cys_sg_struct_conn_matched_evidence_candidates.json,3 consistent rows,3,True,
result_summary_exists,data/derived/covalent_small/covapie_cys_sg_future_struct_conn_crosscheck_execution_gate_v0/covapie_cys_sg_struct_conn_crosscheck_result_summary.csv,exists,1,True,
metadata_csv_hash_unchanged,data/derived/covalent_small/external_metadata_index/covpdb/covpdb_complexes_metadata_manual.csv,c31d836c01291057b35279bc4fc4c2de35eaaa064e4e7c9ac6d314006cd66365,c31d836c01291057b35279bc4fc4c2de35eaaa064e4e7c9ac6d314006cd66365,True,
raw_files_not_git_tracked,data/raw/covalent_sources/covpdb/future_struct_conn_crosscheck_raw_v0,false,,True,
raw_files_not_staged,data/raw/covalent_sources/covpdb/future_struct_conn_crosscheck_raw_v0,false,,True,
protected_source_diff_empty,equivariant_diffusion/ lightning_modules.py,empty,False,True,
original_dataloader_diff_empty,dataset.py data/prepare_crossdocked.py,empty,False,True,
canonical_mask_count,canonical masks,5,5,True,
b3_scaffold_only_included,canonical masks,true,True,True,
no_extra_mask_tasks,canonical masks,true,"[""warhead_only"", ""linker_plus_warhead"", ""scaffold_plus_warhead"", ""scaffold_only"", ""scaffold_plus_linker_plus_warhead""]",True,
