stage,previous_stage,section,status,evidence,blocking_reasons,recommended_next_step
covapie_external_source_registry_configuration_gate_v0,covapie_external_metadata_index_download_design_gate_v0,step13ak_precondition,passed,"{""rows"": 8}",missing_explicit_source_registry_config,provide_explicit_external_source_registry_config
covapie_external_source_registry_configuration_gate_v0,covapie_external_metadata_index_download_design_gate_v0,input_discovery,passed,"{""rows"": 1, ""status"": ""blocked_due_to_missing_explicit_source_registry_config""}",missing_explicit_source_registry_config,provide_explicit_external_source_registry_config
covapie_external_source_registry_configuration_gate_v0,covapie_external_metadata_index_download_design_gate_v0,schema_validation,passed,"{""rows"": 12}",missing_explicit_source_registry_config,provide_explicit_external_source_registry_config
covapie_external_source_registry_configuration_gate_v0,covapie_external_metadata_index_download_design_gate_v0,value_validation,passed,"{""rows"": 12}",missing_explicit_source_registry_config,provide_explicit_external_source_registry_config
covapie_external_source_registry_configuration_gate_v0,covapie_external_metadata_index_download_design_gate_v0,enabled_source,passed,"{""ready"": false, ""rows"": 8}",missing_explicit_source_registry_config,provide_explicit_external_source_registry_config
covapie_external_source_registry_configuration_gate_v0,covapie_external_metadata_index_download_design_gate_v0,output_audit,passed,"{""rows"": 1}",missing_explicit_source_registry_config,provide_explicit_external_source_registry_config
covapie_external_source_registry_configuration_gate_v0,covapie_external_metadata_index_download_design_gate_v0,execution_boundary,passed,"{""rows"": 24}",missing_explicit_source_registry_config,provide_explicit_external_source_registry_config
covapie_external_source_registry_configuration_gate_v0,covapie_external_metadata_index_download_design_gate_v0,git_safety,passed,"{""rows"": 10}",missing_explicit_source_registry_config,provide_explicit_external_source_registry_config
covapie_external_source_registry_configuration_gate_v0,covapie_external_metadata_index_download_design_gate_v0,mask_scope,passed,"{""rows"": 5}",missing_explicit_source_registry_config,provide_explicit_external_source_registry_config
covapie_external_source_registry_configuration_gate_v0,covapie_external_metadata_index_download_design_gate_v0,feature_semantics,passed,"{""rows"": 12}",missing_explicit_source_registry_config,provide_explicit_external_source_registry_config
covapie_external_source_registry_configuration_gate_v0,covapie_external_metadata_index_download_design_gate_v0,leakage_split,passed,"{""rows"": 12}",missing_explicit_source_registry_config,provide_explicit_external_source_registry_config
covapie_external_source_registry_configuration_gate_v0,covapie_external_metadata_index_download_design_gate_v0,readiness_boundary,passed,"{""recommended_next_step"": ""provide_explicit_external_source_registry_config""}",missing_explicit_source_registry_config,provide_explicit_external_source_registry_config
