source_order,source_relative_path,source_kind,boundary_necessity,tracked,base_tree_blob,filesystem_regular,non_symlink,expected_sha256,base_tree_sha256,filesystem_sha256,source_boundary_passed
1,src/covalent_ext/covapie_bulk_download_admission_unified_dispatch_runtime_with_admit_001_to_007.py,production_source,"minimal committed evidence for identity, unresolved formal semantics, policy safety, or issue preservation",true,true,true,true,d9fb64a473de1c456115c871a10b06d16f80dac9dc04f87302e43cc01a40a0cd,d9fb64a473de1c456115c871a10b06d16f80dac9dc04f87302e43cc01a40a0cd,d9fb64a473de1c456115c871a10b06d16f80dac9dc04f87302e43cc01a40a0cd,true
2,data/derived/covalent_small/covapie_bulk_download_admission_unified_dispatch_runtime_with_admit_001_to_007_v1/covapie_admit_001_to_007_runtime_manifest.json,committed_manifest,"minimal committed evidence for identity, unresolved formal semantics, policy safety, or issue preservation",true,true,true,true,0a4cb44812ff5398ffba9a077f1217db3da3624d870922eec87848b60091c96e,0a4cb44812ff5398ffba9a077f1217db3da3624d870922eec87848b60091c96e,0a4cb44812ff5398ffba9a077f1217db3da3624d870922eec87848b60091c96e,true
3,data/derived/covalent_small/covapie_bulk_download_admission_unified_dispatch_runtime_with_admit_001_to_007_v1/covapie_admit_001_to_007_runtime_issue_inventory.csv,committed_contract_csv,"minimal committed evidence for identity, unresolved formal semantics, policy safety, or issue preservation",true,true,true,true,47de07417697808b044d30260f153ec7e5d46fb7c5b0e2c1f41187bcb09b89a0,47de07417697808b044d30260f153ec7e5d46fb7c5b0e2c1f41187bcb09b89a0,47de07417697808b044d30260f153ec7e5d46fb7c5b0e2c1f41187bcb09b89a0,true
4,data/derived/covalent_small/covapie_canonical_final_dataset_bulk_download_admission_design_gate_v1/covapie_bulk_download_admission_rule_registry.csv,committed_contract_csv,"minimal committed evidence for identity, unresolved formal semantics, policy safety, or issue preservation",true,true,true,true,9b16919a08d166a8daf223c7b6a04078ae10aa00206daefc18f2c5a5060783fc,9b16919a08d166a8daf223c7b6a04078ae10aa00206daefc18f2c5a5060783fc,9b16919a08d166a8daf223c7b6a04078ae10aa00206daefc18f2c5a5060783fc,true
5,data/derived/covalent_small/covapie_canonical_final_dataset_bulk_download_admission_design_gate_v1/covapie_bulk_download_admission_schema_contract.csv,committed_contract_csv,"minimal committed evidence for identity, unresolved formal semantics, policy safety, or issue preservation",true,true,true,true,44ca53db60e210ffe1200d32f449c1fd94107f2775ed19b9c14f3a1e982e9710,44ca53db60e210ffe1200d32f449c1fd94107f2775ed19b9c14f3a1e982e9710,44ca53db60e210ffe1200d32f449c1fd94107f2775ed19b9c14f3a1e982e9710,true
6,data/derived/covalent_small/covapie_canonical_final_dataset_bulk_download_admission_implementation_precondition_gate_v1/covapie_bulk_download_admission_field_semantics_matrix.csv,committed_contract_csv,"minimal committed evidence for identity, unresolved formal semantics, policy safety, or issue preservation",true,true,true,true,a64a746cd13eb8f8421fcab1298f5657147e7882b8c786cf956f8096187966a1,a64a746cd13eb8f8421fcab1298f5657147e7882b8c786cf956f8096187966a1,a64a746cd13eb8f8421fcab1298f5657147e7882b8c786cf956f8096187966a1,true
7,data/derived/covalent_small/covapie_canonical_final_dataset_bulk_download_admission_implementation_precondition_gate_v1/covapie_bulk_download_admission_rule_executability_matrix.csv,committed_contract_csv,"minimal committed evidence for identity, unresolved formal semantics, policy safety, or issue preservation",true,true,true,true,a7782e48cac282b047a392ee20b5b26a72fa1b2208a3889edf8b1c8af923921b,a7782e48cac282b047a392ee20b5b26a72fa1b2208a3889edf8b1c8af923921b,a7782e48cac282b047a392ee20b5b26a72fa1b2208a3889edf8b1c8af923921b,true
8,data/derived/covalent_small/covapie_canonical_final_dataset_bulk_download_admission_implementation_precondition_gate_v1/covapie_bulk_download_admission_implementation_issue_inventory.csv,committed_contract_csv,"minimal committed evidence for identity, unresolved formal semantics, policy safety, or issue preservation",true,true,true,true,7c7707f5261461083bda7ab2177a423b608c725c070dafaff558bdf39256211e,7c7707f5261461083bda7ab2177a423b608c725c070dafaff558bdf39256211e,7c7707f5261461083bda7ab2177a423b608c725c070dafaff558bdf39256211e,true
9,src/covalent_ext/real_covalent_confirmed_candidate_ligand_topology_restoration_policy_design_gate.py,production_source,"minimal committed evidence for identity, unresolved formal semantics, policy safety, or issue preservation",true,true,true,true,466a323e2e38547b93dde4e78fe91975075f5a3ca173c5a6f1c845f999300670,466a323e2e38547b93dde4e78fe91975075f5a3ca173c5a6f1c845f999300670,466a323e2e38547b93dde4e78fe91975075f5a3ca173c5a6f1c845f999300670,true
10,data/derived/covalent_small/real_covalent_confirmed_candidate_ligand_topology_restoration_policy_design_gate_v0/covalent_restoration_rule_registry_contract.csv,committed_contract_csv,"minimal committed evidence for identity, unresolved formal semantics, policy safety, or issue preservation",true,true,true,true,61e00e08ca5d32b2508f0bec3e296bef0edd79fad220e4014a1ac32f5c86f92c,61e00e08ca5d32b2508f0bec3e296bef0edd79fad220e4014a1ac32f5c86f92c,61e00e08ca5d32b2508f0bec3e296bef0edd79fad220e4014a1ac32f5c86f92c,true
