precondition_item,artifact_or_check,expected_status,observed_status,precondition_passed,blocking_reasons
step14aa_manifest_exists,data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/covapie_sample_preparation_execution_smoke_manifest.json,exists,True,True,
step14aa_stage,data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/covapie_sample_preparation_execution_smoke_manifest.json,covapie_sample_preparation_execution_smoke_v0,covapie_sample_preparation_execution_smoke_v0,True,
step14aa_all_checks_passed,data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/covapie_sample_preparation_execution_smoke_manifest.json,true,True,True,
step14aa_sample_execution_count,data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/covapie_sample_preparation_execution_smoke_manifest.json,3,3,True,
step14aa_sample_preparation_passed_count,data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/covapie_sample_preparation_execution_smoke_manifest.json,3,3,True,
step14aa_raw_file_resolved_count,data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/covapie_sample_preparation_execution_smoke_manifest.json,3,3,True,
step14aa_protein_atom_table_written_count,data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/covapie_sample_preparation_execution_smoke_manifest.json,3,3,True,
step14aa_ligand_atom_table_written_count,data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/covapie_sample_preparation_execution_smoke_manifest.json,3,3,True,
step14aa_pocket_atom_table_written_count,data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/covapie_sample_preparation_execution_smoke_manifest.json,3,3,True,
step14aa_covalent_event_table_written_count,data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/covapie_sample_preparation_execution_smoke_manifest.json,3,3,True,
step14aa_ligand_residue_atom_pair_table_written_count,data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/covapie_sample_preparation_execution_smoke_manifest.json,3,3,True,
step14aa_ready_for_qa_gate,data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/covapie_sample_preparation_execution_smoke_manifest.json,true,True,True,
step14aa_ready_for_training_false,data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/covapie_sample_preparation_execution_smoke_manifest.json,false,False,True,
execution_manifest_csv_json_consistent,data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/covapie_sample_preparation_execution_manifest.json,3 consistent rows,3 csv/3 json,True,
sample_inventory_csv_json_consistent,data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/covapie_sample_preparation_execution_sample_inventory.json,3 consistent rows,3 csv/3 json,True,
traceability_audit_all_passed,data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/covapie_sample_preparation_execution_traceability_audit.csv,3 passed,3,True,
quality_audit_all_passed,data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/covapie_sample_preparation_execution_quality_audit.csv,3 passed,3,True,
safety_audit_all_passed,data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/covapie_sample_preparation_execution_safety_audit.csv,passed,31,True,
per_sample_directories_exist,data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/samples,6BV6/6BV8/6BV5,"[""data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/samples/6BV6_JUG"", ""data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/samples/6BV8_JUG"", ""data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/samples/6BV5_JUG""]",True,
metadata_csv_hash_unchanged,data/derived/covalent_small/external_metadata_index/covpdb/covpdb_complexes_metadata_manual.csv,c31d836c01291057b35279bc4fc4c2de35eaaa064e4e7c9ac6d314006cd66365,c31d836c01291057b35279bc4fc4c2de35eaaa064e4e7c9ac6d314006cd66365,True,
raw_files_not_tracked,data/raw/covalent_sources/covpdb/future_struct_conn_crosscheck_raw_v0,false,,True,
raw_files_not_staged,data/raw/covalent_sources/covpdb/future_struct_conn_crosscheck_raw_v0,false,,True,
protected_source_diff_empty,equivariant_diffusion/ lightning_modules.py,empty,False,True,
original_dataloader_diff_empty,dataset.py data/prepare_crossdocked.py,empty,False,True,
canonical_mask_count,canonical masks,5,5,True,
b3_scaffold_only_included,canonical masks,true,True,True,
no_extra_mask_tasks,canonical masks,true,"[""warhead_only"", ""linker_plus_warhead"", ""scaffold_plus_warhead"", ""scaffold_only"", ""scaffold_plus_linker_plus_warhead""]",True,
