quarantine_id,blocking_row_identity,candidate_identity,exclusion_scope,expected_membership,observed_membership,exclusion_reason,source_quarantine_status,fails_closed,verified
REAL_PROVIDER_EXPORT_QUARANTINE_000001,REAL_LOCATOR_BINDING_000001,CYS_SG_SAMPLE_PREP_INPUT_000001,provider_admitted_candidate_set,false,false,active fail-closed quarantine pending provider re-export or human-curated explicit evidence,active_pending_provider_reexport,true,true
REAL_PROVIDER_EXPORT_QUARANTINE_000001,REAL_LOCATOR_BINDING_000001,CYS_SG_SAMPLE_PREP_INPUT_000001,provider_export_passed_set,false,false,active fail-closed quarantine pending provider re-export or human-curated explicit evidence,active_pending_provider_reexport,true,true
REAL_PROVIDER_EXPORT_QUARANTINE_000001,REAL_LOCATOR_BINDING_000001,CYS_SG_SAMPLE_PREP_INPUT_000001,future_provider_derived_canonical_materialization_input,false,false,active fail-closed quarantine pending provider re-export or human-curated explicit evidence,active_pending_provider_reexport,true,true
REAL_PROVIDER_EXPORT_QUARANTINE_000001,REAL_LOCATOR_BINDING_000001,CYS_SG_SAMPLE_PREP_INPUT_000001,tensorization_input,false,false,active fail-closed quarantine pending provider re-export or human-curated explicit evidence,active_pending_provider_reexport,true,true
REAL_PROVIDER_EXPORT_QUARANTINE_000001,REAL_LOCATOR_BINDING_000001,CYS_SG_SAMPLE_PREP_INPUT_000001,training_input,false,false,active fail-closed quarantine pending provider re-export or human-curated explicit evidence,active_pending_provider_reexport,true,true
REAL_PROVIDER_EXPORT_QUARANTINE_000002,REAL_LOCATOR_BINDING_000002,CYS_SG_SAMPLE_PREP_INPUT_000002,provider_admitted_candidate_set,false,false,active fail-closed quarantine pending provider re-export or human-curated explicit evidence,active_pending_provider_reexport,true,true
REAL_PROVIDER_EXPORT_QUARANTINE_000002,REAL_LOCATOR_BINDING_000002,CYS_SG_SAMPLE_PREP_INPUT_000002,provider_export_passed_set,false,false,active fail-closed quarantine pending provider re-export or human-curated explicit evidence,active_pending_provider_reexport,true,true
REAL_PROVIDER_EXPORT_QUARANTINE_000002,REAL_LOCATOR_BINDING_000002,CYS_SG_SAMPLE_PREP_INPUT_000002,future_provider_derived_canonical_materialization_input,false,false,active fail-closed quarantine pending provider re-export or human-curated explicit evidence,active_pending_provider_reexport,true,true
REAL_PROVIDER_EXPORT_QUARANTINE_000002,REAL_LOCATOR_BINDING_000002,CYS_SG_SAMPLE_PREP_INPUT_000002,tensorization_input,false,false,active fail-closed quarantine pending provider re-export or human-curated explicit evidence,active_pending_provider_reexport,true,true
REAL_PROVIDER_EXPORT_QUARANTINE_000002,REAL_LOCATOR_BINDING_000002,CYS_SG_SAMPLE_PREP_INPUT_000002,training_input,false,false,active fail-closed quarantine pending provider re-export or human-curated explicit evidence,active_pending_provider_reexport,true,true
REAL_PROVIDER_EXPORT_QUARANTINE_000003,REAL_LOCATOR_BINDING_000003,CYS_SG_SAMPLE_PREP_INPUT_000003,provider_admitted_candidate_set,false,false,active fail-closed quarantine pending provider re-export or human-curated explicit evidence,active_pending_provider_reexport,true,true
REAL_PROVIDER_EXPORT_QUARANTINE_000003,REAL_LOCATOR_BINDING_000003,CYS_SG_SAMPLE_PREP_INPUT_000003,provider_export_passed_set,false,false,active fail-closed quarantine pending provider re-export or human-curated explicit evidence,active_pending_provider_reexport,true,true
REAL_PROVIDER_EXPORT_QUARANTINE_000003,REAL_LOCATOR_BINDING_000003,CYS_SG_SAMPLE_PREP_INPUT_000003,future_provider_derived_canonical_materialization_input,false,false,active fail-closed quarantine pending provider re-export or human-curated explicit evidence,active_pending_provider_reexport,true,true
REAL_PROVIDER_EXPORT_QUARANTINE_000003,REAL_LOCATOR_BINDING_000003,CYS_SG_SAMPLE_PREP_INPUT_000003,tensorization_input,false,false,active fail-closed quarantine pending provider re-export or human-curated explicit evidence,active_pending_provider_reexport,true,true
REAL_PROVIDER_EXPORT_QUARANTINE_000003,REAL_LOCATOR_BINDING_000003,CYS_SG_SAMPLE_PREP_INPUT_000003,training_input,false,false,active fail-closed quarantine pending provider re-export or human-curated explicit evidence,active_pending_provider_reexport,true,true
REAL_PROVIDER_EXPORT_QUARANTINE_000004,REAL_LOCATOR_BINDING_000004,CYS_SG_EXPANSION_PREP_000001,provider_admitted_candidate_set,false,false,active fail-closed quarantine pending provider re-export or human-curated explicit evidence,active_pending_provider_reexport,true,true
REAL_PROVIDER_EXPORT_QUARANTINE_000004,REAL_LOCATOR_BINDING_000004,CYS_SG_EXPANSION_PREP_000001,provider_export_passed_set,false,false,active fail-closed quarantine pending provider re-export or human-curated explicit evidence,active_pending_provider_reexport,true,true
REAL_PROVIDER_EXPORT_QUARANTINE_000004,REAL_LOCATOR_BINDING_000004,CYS_SG_EXPANSION_PREP_000001,future_provider_derived_canonical_materialization_input,false,false,active fail-closed quarantine pending provider re-export or human-curated explicit evidence,active_pending_provider_reexport,true,true
REAL_PROVIDER_EXPORT_QUARANTINE_000004,REAL_LOCATOR_BINDING_000004,CYS_SG_EXPANSION_PREP_000001,tensorization_input,false,false,active fail-closed quarantine pending provider re-export or human-curated explicit evidence,active_pending_provider_reexport,true,true
REAL_PROVIDER_EXPORT_QUARANTINE_000004,REAL_LOCATOR_BINDING_000004,CYS_SG_EXPANSION_PREP_000001,training_input,false,false,active fail-closed quarantine pending provider re-export or human-curated explicit evidence,active_pending_provider_reexport,true,true
REAL_PROVIDER_EXPORT_QUARANTINE_000005,REAL_LOCATOR_BINDING_000005,CYS_SG_EXPANSION_PREP_000002,provider_admitted_candidate_set,false,false,active fail-closed quarantine pending provider re-export or human-curated explicit evidence,active_pending_provider_reexport,true,true
REAL_PROVIDER_EXPORT_QUARANTINE_000005,REAL_LOCATOR_BINDING_000005,CYS_SG_EXPANSION_PREP_000002,provider_export_passed_set,false,false,active fail-closed quarantine pending provider re-export or human-curated explicit evidence,active_pending_provider_reexport,true,true
REAL_PROVIDER_EXPORT_QUARANTINE_000005,REAL_LOCATOR_BINDING_000005,CYS_SG_EXPANSION_PREP_000002,future_provider_derived_canonical_materialization_input,false,false,active fail-closed quarantine pending provider re-export or human-curated explicit evidence,active_pending_provider_reexport,true,true
REAL_PROVIDER_EXPORT_QUARANTINE_000005,REAL_LOCATOR_BINDING_000005,CYS_SG_EXPANSION_PREP_000002,tensorization_input,false,false,active fail-closed quarantine pending provider re-export or human-curated explicit evidence,active_pending_provider_reexport,true,true
REAL_PROVIDER_EXPORT_QUARANTINE_000005,REAL_LOCATOR_BINDING_000005,CYS_SG_EXPANSION_PREP_000002,training_input,false,false,active fail-closed quarantine pending provider re-export or human-curated explicit evidence,active_pending_provider_reexport,true,true
REAL_PROVIDER_EXPORT_QUARANTINE_000006,REAL_LOCATOR_BINDING_000006,CYS_SG_EXPANSION_PREP_000003,provider_admitted_candidate_set,false,false,active fail-closed quarantine pending provider re-export or human-curated explicit evidence,active_pending_provider_reexport,true,true
REAL_PROVIDER_EXPORT_QUARANTINE_000006,REAL_LOCATOR_BINDING_000006,CYS_SG_EXPANSION_PREP_000003,provider_export_passed_set,false,false,active fail-closed quarantine pending provider re-export or human-curated explicit evidence,active_pending_provider_reexport,true,true
REAL_PROVIDER_EXPORT_QUARANTINE_000006,REAL_LOCATOR_BINDING_000006,CYS_SG_EXPANSION_PREP_000003,future_provider_derived_canonical_materialization_input,false,false,active fail-closed quarantine pending provider re-export or human-curated explicit evidence,active_pending_provider_reexport,true,true
REAL_PROVIDER_EXPORT_QUARANTINE_000006,REAL_LOCATOR_BINDING_000006,CYS_SG_EXPANSION_PREP_000003,tensorization_input,false,false,active fail-closed quarantine pending provider re-export or human-curated explicit evidence,active_pending_provider_reexport,true,true
REAL_PROVIDER_EXPORT_QUARANTINE_000006,REAL_LOCATOR_BINDING_000006,CYS_SG_EXPANSION_PREP_000003,training_input,false,false,active fail-closed quarantine pending provider re-export or human-curated explicit evidence,active_pending_provider_reexport,true,true
REAL_PROVIDER_EXPORT_QUARANTINE_000007,REAL_LOCATOR_BINDING_000007,CYS_SG_EXPANSION_PREP_000004,provider_admitted_candidate_set,false,false,active fail-closed quarantine pending provider re-export or human-curated explicit evidence,active_pending_provider_reexport,true,true
REAL_PROVIDER_EXPORT_QUARANTINE_000007,REAL_LOCATOR_BINDING_000007,CYS_SG_EXPANSION_PREP_000004,provider_export_passed_set,false,false,active fail-closed quarantine pending provider re-export or human-curated explicit evidence,active_pending_provider_reexport,true,true
REAL_PROVIDER_EXPORT_QUARANTINE_000007,REAL_LOCATOR_BINDING_000007,CYS_SG_EXPANSION_PREP_000004,future_provider_derived_canonical_materialization_input,false,false,active fail-closed quarantine pending provider re-export or human-curated explicit evidence,active_pending_provider_reexport,true,true
REAL_PROVIDER_EXPORT_QUARANTINE_000007,REAL_LOCATOR_BINDING_000007,CYS_SG_EXPANSION_PREP_000004,tensorization_input,false,false,active fail-closed quarantine pending provider re-export or human-curated explicit evidence,active_pending_provider_reexport,true,true
REAL_PROVIDER_EXPORT_QUARANTINE_000007,REAL_LOCATOR_BINDING_000007,CYS_SG_EXPANSION_PREP_000004,training_input,false,false,active fail-closed quarantine pending provider re-export or human-curated explicit evidence,active_pending_provider_reexport,true,true
REAL_PROVIDER_EXPORT_QUARANTINE_000008,REAL_LOCATOR_BINDING_000008,CYS_SG_EXPANSION_PREP_000005,provider_admitted_candidate_set,false,false,active fail-closed quarantine pending provider re-export or human-curated explicit evidence,active_pending_provider_reexport,true,true
REAL_PROVIDER_EXPORT_QUARANTINE_000008,REAL_LOCATOR_BINDING_000008,CYS_SG_EXPANSION_PREP_000005,provider_export_passed_set,false,false,active fail-closed quarantine pending provider re-export or human-curated explicit evidence,active_pending_provider_reexport,true,true
REAL_PROVIDER_EXPORT_QUARANTINE_000008,REAL_LOCATOR_BINDING_000008,CYS_SG_EXPANSION_PREP_000005,future_provider_derived_canonical_materialization_input,false,false,active fail-closed quarantine pending provider re-export or human-curated explicit evidence,active_pending_provider_reexport,true,true
REAL_PROVIDER_EXPORT_QUARANTINE_000008,REAL_LOCATOR_BINDING_000008,CYS_SG_EXPANSION_PREP_000005,tensorization_input,false,false,active fail-closed quarantine pending provider re-export or human-curated explicit evidence,active_pending_provider_reexport,true,true
REAL_PROVIDER_EXPORT_QUARANTINE_000008,REAL_LOCATOR_BINDING_000008,CYS_SG_EXPANSION_PREP_000005,training_input,false,false,active fail-closed quarantine pending provider re-export or human-curated explicit evidence,active_pending_provider_reexport,true,true
REAL_PROVIDER_EXPORT_QUARANTINE_000009,REAL_LOCATOR_BINDING_000009,CYS_SG_EXPANSION_PREP_000006,provider_admitted_candidate_set,false,false,active fail-closed quarantine pending provider re-export or human-curated explicit evidence,active_pending_provider_reexport,true,true
REAL_PROVIDER_EXPORT_QUARANTINE_000009,REAL_LOCATOR_BINDING_000009,CYS_SG_EXPANSION_PREP_000006,provider_export_passed_set,false,false,active fail-closed quarantine pending provider re-export or human-curated explicit evidence,active_pending_provider_reexport,true,true
REAL_PROVIDER_EXPORT_QUARANTINE_000009,REAL_LOCATOR_BINDING_000009,CYS_SG_EXPANSION_PREP_000006,future_provider_derived_canonical_materialization_input,false,false,active fail-closed quarantine pending provider re-export or human-curated explicit evidence,active_pending_provider_reexport,true,true
REAL_PROVIDER_EXPORT_QUARANTINE_000009,REAL_LOCATOR_BINDING_000009,CYS_SG_EXPANSION_PREP_000006,tensorization_input,false,false,active fail-closed quarantine pending provider re-export or human-curated explicit evidence,active_pending_provider_reexport,true,true
REAL_PROVIDER_EXPORT_QUARANTINE_000009,REAL_LOCATOR_BINDING_000009,CYS_SG_EXPANSION_PREP_000006,training_input,false,false,active fail-closed quarantine pending provider re-export or human-curated explicit evidence,active_pending_provider_reexport,true,true
REAL_PROVIDER_EXPORT_QUARANTINE_000010,REAL_LOCATOR_BINDING_000010,CYS_SG_EXPANSION_PREP_000007,provider_admitted_candidate_set,false,false,active fail-closed quarantine pending provider re-export or human-curated explicit evidence,active_pending_provider_reexport,true,true
REAL_PROVIDER_EXPORT_QUARANTINE_000010,REAL_LOCATOR_BINDING_000010,CYS_SG_EXPANSION_PREP_000007,provider_export_passed_set,false,false,active fail-closed quarantine pending provider re-export or human-curated explicit evidence,active_pending_provider_reexport,true,true
REAL_PROVIDER_EXPORT_QUARANTINE_000010,REAL_LOCATOR_BINDING_000010,CYS_SG_EXPANSION_PREP_000007,future_provider_derived_canonical_materialization_input,false,false,active fail-closed quarantine pending provider re-export or human-curated explicit evidence,active_pending_provider_reexport,true,true
REAL_PROVIDER_EXPORT_QUARANTINE_000010,REAL_LOCATOR_BINDING_000010,CYS_SG_EXPANSION_PREP_000007,tensorization_input,false,false,active fail-closed quarantine pending provider re-export or human-curated explicit evidence,active_pending_provider_reexport,true,true
REAL_PROVIDER_EXPORT_QUARANTINE_000010,REAL_LOCATOR_BINDING_000010,CYS_SG_EXPANSION_PREP_000007,training_input,false,false,active fail-closed quarantine pending provider re-export or human-curated explicit evidence,active_pending_provider_reexport,true,true
REAL_PROVIDER_EXPORT_QUARANTINE_000011,REAL_LOCATOR_BINDING_000011,CYS_SG_EXPANSION_PREP_000008,provider_admitted_candidate_set,false,false,active fail-closed quarantine pending provider re-export or human-curated explicit evidence,active_pending_provider_reexport,true,true
REAL_PROVIDER_EXPORT_QUARANTINE_000011,REAL_LOCATOR_BINDING_000011,CYS_SG_EXPANSION_PREP_000008,provider_export_passed_set,false,false,active fail-closed quarantine pending provider re-export or human-curated explicit evidence,active_pending_provider_reexport,true,true
REAL_PROVIDER_EXPORT_QUARANTINE_000011,REAL_LOCATOR_BINDING_000011,CYS_SG_EXPANSION_PREP_000008,future_provider_derived_canonical_materialization_input,false,false,active fail-closed quarantine pending provider re-export or human-curated explicit evidence,active_pending_provider_reexport,true,true
REAL_PROVIDER_EXPORT_QUARANTINE_000011,REAL_LOCATOR_BINDING_000011,CYS_SG_EXPANSION_PREP_000008,tensorization_input,false,false,active fail-closed quarantine pending provider re-export or human-curated explicit evidence,active_pending_provider_reexport,true,true
REAL_PROVIDER_EXPORT_QUARANTINE_000011,REAL_LOCATOR_BINDING_000011,CYS_SG_EXPANSION_PREP_000008,training_input,false,false,active fail-closed quarantine pending provider re-export or human-curated explicit evidence,active_pending_provider_reexport,true,true
