precondition_item,artifact_or_check,expected_status,observed_status,precondition_passed,blocking_reasons
step13av_manifest_exists,data/derived/covalent_small/covapie_covpdb_raw_structure_event_annotation_smoke_v0/covapie_raw_structure_event_annotation_smoke_manifest.json,exists,True,True,
step13av_stage,data/derived/covalent_small/covapie_covpdb_raw_structure_event_annotation_smoke_v0/covapie_raw_structure_event_annotation_smoke_manifest.json,covapie_covpdb_raw_structure_event_annotation_smoke_v0,covapie_covpdb_raw_structure_event_annotation_smoke_v0,True,
step13av_attempted_count,data/derived/covalent_small/covapie_covpdb_raw_structure_event_annotation_smoke_v0/covapie_raw_structure_event_annotation_smoke_manifest.json,5,5,True,
step13av_success_count,data/derived/covalent_small/covapie_covpdb_raw_structure_event_annotation_smoke_v0/covapie_raw_structure_event_annotation_smoke_manifest.json,5,5,True,
step13av_failure_count,data/derived/covalent_small/covapie_covpdb_raw_structure_event_annotation_smoke_v0/covapie_raw_structure_event_annotation_smoke_manifest.json,0,0,True,
step13av_preferred_count,data/derived/covalent_small/covapie_covpdb_raw_structure_event_annotation_smoke_v0/covapie_raw_structure_event_annotation_smoke_manifest.json,4,4,True,
step13av_unresolved_count,data/derived/covalent_small/covapie_covpdb_raw_structure_event_annotation_smoke_v0/covapie_raw_structure_event_annotation_smoke_manifest.json,1,1,True,
step13av_future_candidate_count,data/derived/covalent_small/covapie_covpdb_raw_structure_event_annotation_smoke_v0/covapie_raw_structure_event_annotation_smoke_manifest.json,4,4,True,
step13av_future_allowlist_count,data/derived/covalent_small/covapie_covpdb_raw_structure_event_annotation_smoke_v0/covapie_raw_structure_event_annotation_smoke_manifest.json,4,4,True,
step13av_not_materialized,data/derived/covalent_small/covapie_covpdb_raw_structure_event_annotation_smoke_v0/covapie_raw_structure_event_annotation_smoke_manifest.json,metadata/allowlist false,False/False,True,
step13av_ready_for_qa,data/derived/covalent_small/covapie_covpdb_raw_structure_event_annotation_smoke_v0/covapie_raw_structure_event_annotation_smoke_manifest.json,true,True,True,
step13av_not_training_ready,data/derived/covalent_small/covapie_covpdb_raw_structure_event_annotation_smoke_v0/covapie_raw_structure_event_annotation_smoke_manifest.json,false,False,True,
step13av_summary_exists,docs/covapie_covpdb_raw_structure_event_annotation_smoke_v0_summary.md,exists,True,True,
required_step13av_csvs_exist,data/derived/covalent_small/covapie_covpdb_raw_structure_event_annotation_smoke_v0,all exist,10,True,
raw_files_exist,data/raw/covalent_sources/covpdb/raw_structure_event_annotation_smoke_v0,5 files,5,True,
raw_files_git_safe,data/raw/covalent_sources/covpdb/raw_structure_event_annotation_smoke_v0,untracked/unstaged,True,True,
metadata_csv_hash_unchanged,data/derived/covalent_small/external_metadata_index/covpdb/covpdb_complexes_metadata_manual.csv,c31d836c01291057b35279bc4fc4c2de35eaaa064e4e7c9ac6d314006cd66365,c31d836c01291057b35279bc4fc4c2de35eaaa064e4e7c9ac6d314006cd66365,True,
protected_source_diff_empty,git diff equivariant_diffusion/ lightning_modules.py,empty,False,True,
original_dataloader_diff_empty,git diff dataset.py data/prepare_crossdocked.py,empty,False,True,
