source_order,source_relative_path,source_kind,boundary_necessity,tracked,base_tree_blob,filesystem_regular,non_symlink,expected_sha256,base_tree_sha256,filesystem_sha256,source_boundary_passed
1,src/covalent_ext/covapie_bulk_download_admission_unified_dispatch_runtime_with_admit_001_to_009.py,production_source,Exact9_runtime_predecessor,true,true,true,true,80bdc66d2b0b2a1d761b0a1eb07f644f47535516598c3869f75a92cddafbdb39,80bdc66d2b0b2a1d761b0a1eb07f644f47535516598c3869f75a92cddafbdb39,80bdc66d2b0b2a1d761b0a1eb07f644f47535516598c3869f75a92cddafbdb39,true
2,data/derived/covalent_small/covapie_bulk_download_admission_unified_dispatch_runtime_with_admit_001_to_009_v1/covapie_admit_001_to_009_runtime_manifest.json,committed_manifest,Exact9_runtime_predecessor,true,true,true,true,b4d5092949292f27310a05ef2c5c77c8036e7ad0474a15b8a0574bc910931dfc,b4d5092949292f27310a05ef2c5c77c8036e7ad0474a15b8a0574bc910931dfc,b4d5092949292f27310a05ef2c5c77c8036e7ad0474a15b8a0574bc910931dfc,true
3,data/derived/covalent_small/covapie_bulk_download_admission_unified_dispatch_runtime_with_admit_001_to_009_v1/covapie_admit_001_to_009_runtime_issue_inventory.csv,committed_derived_csv,Exact9_runtime_predecessor,true,true,true,true,bb159a201f103a4cc04087978a7ca2a7bec7574fb9fc55d3cc0b059415f679e6,bb159a201f103a4cc04087978a7ca2a7bec7574fb9fc55d3cc0b059415f679e6,bb159a201f103a4cc04087978a7ca2a7bec7574fb9fc55d3cc0b059415f679e6,true
4,data/derived/covalent_small/covapie_bulk_download_admission_unified_dispatch_runtime_with_admit_001_to_009_v1/covapie_admit_001_to_009_runtime_contract.csv,committed_derived_csv,Exact9_runtime_predecessor,true,true,true,true,28afebbc6351d10ceeabedb5fdbe99bd3549b784a02682d9875a66b769f12bec,28afebbc6351d10ceeabedb5fdbe99bd3549b784a02682d9875a66b769f12bec,28afebbc6351d10ceeabedb5fdbe99bd3549b784a02682d9875a66b769f12bec,true
5,data/derived/covalent_small/covapie_bulk_download_admission_unified_dispatch_runtime_with_admit_001_to_009_v1/covapie_admit_001_to_009_registry_routing_and_oracle_audit.csv,committed_derived_csv,Exact9_runtime_predecessor,true,true,true,true,6a3471a08d65e0d0d0f6c6cf258016a670e7f324ab5b9ea4a3b8cff7b1723ba9,6a3471a08d65e0d0d0f6c6cf258016a670e7f324ab5b9ea4a3b8cff7b1723ba9,6a3471a08d65e0d0d0f6c6cf258016a670e7f324ab5b9ea4a3b8cff7b1723ba9,true
6,src/covalent_ext/covapie_canonical_final_dataset_bulk_download_admission_design_gate.py,production_source,canonical_admission_design,true,true,true,true,79ecb3fb1084ddc161d1bec1a7db664ffbeda71952e31e4233317ecd487905d6,79ecb3fb1084ddc161d1bec1a7db664ffbeda71952e31e4233317ecd487905d6,79ecb3fb1084ddc161d1bec1a7db664ffbeda71952e31e4233317ecd487905d6,true
7,data/derived/covalent_small/covapie_canonical_final_dataset_bulk_download_admission_design_gate_v1/covapie_bulk_download_admission_design_gate_manifest.json,committed_manifest,canonical_admission_design,true,true,true,true,085cb2f2a6bfe9bebe9e503dd10aa0b4d6f9ad754ff99539b1bafb33c78b5444,085cb2f2a6bfe9bebe9e503dd10aa0b4d6f9ad754ff99539b1bafb33c78b5444,085cb2f2a6bfe9bebe9e503dd10aa0b4d6f9ad754ff99539b1bafb33c78b5444,true
8,data/derived/covalent_small/covapie_canonical_final_dataset_bulk_download_admission_design_gate_v1/covapie_bulk_download_admission_rule_registry.csv,committed_derived_csv,canonical_admission_design,true,true,true,true,9b16919a08d166a8daf223c7b6a04078ae10aa00206daefc18f2c5a5060783fc,9b16919a08d166a8daf223c7b6a04078ae10aa00206daefc18f2c5a5060783fc,9b16919a08d166a8daf223c7b6a04078ae10aa00206daefc18f2c5a5060783fc,true
9,data/derived/covalent_small/covapie_canonical_final_dataset_bulk_download_admission_design_gate_v1/covapie_bulk_download_admission_schema_contract.csv,committed_derived_csv,canonical_admission_design,true,true,true,true,44ca53db60e210ffe1200d32f449c1fd94107f2775ed19b9c14f3a1e982e9710,44ca53db60e210ffe1200d32f449c1fd94107f2775ed19b9c14f3a1e982e9710,44ca53db60e210ffe1200d32f449c1fd94107f2775ed19b9c14f3a1e982e9710,true
10,data/derived/covalent_small/covapie_canonical_final_dataset_bulk_download_admission_design_gate_v1/covapie_bulk_download_admission_issue_inventory.csv,committed_derived_csv,canonical_admission_design,true,true,true,true,0f78005a11fbab8d4bbbada49ad4cc1b6803f596c566a27264a36246925d48d3,0f78005a11fbab8d4bbbada49ad4cc1b6803f596c566a27264a36246925d48d3,0f78005a11fbab8d4bbbada49ad4cc1b6803f596c566a27264a36246925d48d3,true
11,src/covalent_ext/covapie_canonical_final_dataset_bulk_download_admission_implementation_precondition_gate.py,production_source,canonical_implementation_precondition,true,true,true,true,5fcc47a764a8a87e110350359e7c17056773c7ffd659b9094b6433beded2a9f8,5fcc47a764a8a87e110350359e7c17056773c7ffd659b9094b6433beded2a9f8,5fcc47a764a8a87e110350359e7c17056773c7ffd659b9094b6433beded2a9f8,true
12,data/derived/covalent_small/covapie_canonical_final_dataset_bulk_download_admission_implementation_precondition_gate_v1/covapie_bulk_download_admission_implementation_precondition_manifest.json,committed_manifest,canonical_implementation_precondition,true,true,true,true,2304b5754d8052b4b186981a98c12f259608a3492947e069c2afab84084a0d52,2304b5754d8052b4b186981a98c12f259608a3492947e069c2afab84084a0d52,2304b5754d8052b4b186981a98c12f259608a3492947e069c2afab84084a0d52,true
