sample_index_row_id,pdb_id,ligand_comp_id,warhead_type_candidate_class_index_0based,warhead_type_candidate_class_id,reaction_family_id,warhead_rule_id,component_parent_graph_sha256,ligand_reactive_parent_atom_id,local_reaction_center_atom_count,required_leaving_group_atom_count,parent_bridge_count,admitted_boundary_candidate_count,proposal_status,proposal_record_sha256,proposal_materialized,ready_for_proposal_human_review,complete_warhead_atom_set_authority_available,exact_one_attachment_boundary_authority_available,ready_for_candidate_warhead_smarts_materialization,ready_for_SMARTS_review_execution,ready_for_role_proposal_generation,ready_for_mask_materialization,ready_for_model_integration,ready_for_training,blocking_reasons,verified
CYS_SG_SAMPLE_INDEX_000001,6BV6,JUG,3,COVAPIE_CYS_SG_WARHEAD_TYPE_CLASS_8B640E1A031138F0,COVAPIE_CYS_SG_REACTION_FAMILY_6A5C7B2B614B5F52,COVAPIE_CYS_SG_WARHEAD_RULE_8B640E1A031138F0,96aad302f8a2d416f4e8165465ffdf5326715c26e96e61a2773644ff0df22d6a,CAG,3,0,3,3,ambiguous_candidate,ae49a06e1da0a33c01912207dfd53d9d1a1d9d62b7a3a449f9976e9a456557c4,true,true,false,false,false,false,false,false,false,false,multiple_admissible_exact_one_boundary_candidates;human_proposal_review_missing;complete_warhead_atom_set_authority_unavailable;exact_one_attachment_boundary_authority_unavailable;candidate_warhead_SMARTS_not_materialized;human_gold_review_missing,true
CYS_SG_SAMPLE_INDEX_000002,6BV8,JUG,3,COVAPIE_CYS_SG_WARHEAD_TYPE_CLASS_8B640E1A031138F0,COVAPIE_CYS_SG_REACTION_FAMILY_6A5C7B2B614B5F52,COVAPIE_CYS_SG_WARHEAD_RULE_8B640E1A031138F0,96aad302f8a2d416f4e8165465ffdf5326715c26e96e61a2773644ff0df22d6a,CAG,3,0,3,3,ambiguous_candidate,0f9b05a0a6594d1c7469e3de39e510f79158e1b3247f5398628e8fd07236efae,true,true,false,false,false,false,false,false,false,false,multiple_admissible_exact_one_boundary_candidates;human_proposal_review_missing;complete_warhead_atom_set_authority_unavailable;exact_one_attachment_boundary_authority_unavailable;candidate_warhead_SMARTS_not_materialized;human_gold_review_missing,true
CYS_SG_SAMPLE_INDEX_000003,6BV5,JUG,3,COVAPIE_CYS_SG_WARHEAD_TYPE_CLASS_8B640E1A031138F0,COVAPIE_CYS_SG_REACTION_FAMILY_6A5C7B2B614B5F52,COVAPIE_CYS_SG_WARHEAD_RULE_8B640E1A031138F0,96aad302f8a2d416f4e8165465ffdf5326715c26e96e61a2773644ff0df22d6a,CAG,3,0,3,3,ambiguous_candidate,a39932ff7a571d4f52eaccdc5699e72afd9366e3c7f99aa9c550c5e999f34643,true,true,false,false,false,false,false,false,false,false,multiple_admissible_exact_one_boundary_candidates;human_proposal_review_missing;complete_warhead_atom_set_authority_unavailable;exact_one_attachment_boundary_authority_unavailable;candidate_warhead_SMARTS_not_materialized;human_gold_review_missing,true
CYS_SG_SAMPLE_INDEX_000004,1AEC,E64,2,COVAPIE_CYS_SG_WARHEAD_TYPE_CLASS_3B7FB1395768B690,COVAPIE_CYS_SG_REACTION_FAMILY_4C9251579704AD85,COVAPIE_CYS_SG_WARHEAD_RULE_3B7FB1395768B690,1f220cbfcc2f98d0b6f2ca7d9779c67cfd6f0b622c789fc6fe3e9d81ea218e31,C2,3,0,24,22,ambiguous_candidate,0f4d743da32b4d0ac1deb909249a118d13bbb6bc590d6022a1b4f85e43ea6a68,true,true,false,false,false,false,false,false,false,false,multiple_admissible_exact_one_boundary_candidates;human_proposal_review_missing;complete_warhead_atom_set_authority_unavailable;exact_one_attachment_boundary_authority_unavailable;candidate_warhead_SMARTS_not_materialized;human_gold_review_missing,true
CYS_SG_SAMPLE_INDEX_000005,1AIM,ZYA,6,COVAPIE_CYS_SG_WARHEAD_TYPE_CLASS_EE022EB419200D14,COVAPIE_CYS_SG_REACTION_FAMILY_DC230CD72B1283D2,COVAPIE_CYS_SG_WARHEAD_RULE_EE022EB419200D14,3aeb30f23baca71d3bc2be918814015ebc55ad159a2f2a00751f3d757fee23f9,CM,3,1,18,16,ambiguous_candidate,b05ec87dc03b0b4015ceaf90f55efa9156bdc9d3ff275ec5392064bfff133216,true,true,false,false,false,false,false,false,false,false,multiple_admissible_exact_one_boundary_candidates;human_proposal_review_missing;complete_warhead_atom_set_authority_unavailable;exact_one_attachment_boundary_authority_unavailable;candidate_warhead_SMARTS_not_materialized;human_gold_review_missing,true
CYS_SG_SAMPLE_INDEX_000006,1AU3,PCM,1,COVAPIE_CYS_SG_WARHEAD_TYPE_CLASS_1D1D9C797859191F,COVAPIE_CYS_SG_REACTION_FAMILY_E02CDE030B1009B1,COVAPIE_CYS_SG_WARHEAD_RULE_1D1D9C797859191F,242ed3f61168a2e8f38b179bc1e90b4131d75fba516aad185cd8a9c0010a91eb,C22,4,0,28,27,ambiguous_candidate,d84615f2e92fdf5a12f76da74c6d9dba2c01e529169bc1005720d893c779414b,true,true,false,false,false,false,false,false,false,false,multiple_admissible_exact_one_boundary_candidates;human_proposal_review_missing;complete_warhead_atom_set_authority_unavailable;exact_one_attachment_boundary_authority_unavailable;candidate_warhead_SMARTS_not_materialized;human_gold_review_missing,true
CYS_SG_SAMPLE_INDEX_000007,1AU4,INP,1,COVAPIE_CYS_SG_WARHEAD_TYPE_CLASS_1D1D9C797859191F,COVAPIE_CYS_SG_REACTION_FAMILY_E02CDE030B1009B1,COVAPIE_CYS_SG_WARHEAD_RULE_1D1D9C797859191F,e3c89c1988101e5064c905158b2332adfcf833424957769fa36750d9e5bfdbb8,C17,4,0,27,26,ambiguous_candidate,45befa3c1a48637e94e8d050a7e74e163c709badfb9ca413bfa2f513696984f1,true,true,false,false,false,false,false,false,false,false,multiple_admissible_exact_one_boundary_candidates;human_proposal_review_missing;complete_warhead_atom_set_authority_unavailable;exact_one_attachment_boundary_authority_unavailable;candidate_warhead_SMARTS_not_materialized;human_gold_review_missing,true
CYS_SG_SAMPLE_INDEX_000008,1AYU,INA,0,COVAPIE_CYS_SG_WARHEAD_TYPE_CLASS_106441A31FA4F951,COVAPIE_CYS_SG_REACTION_FAMILY_11AA213C661B48E3,COVAPIE_CYS_SG_WARHEAD_RULE_106441A31FA4F951,9301ce1298133a5f1c3b22bee503288fd3f3b2492a048049d4e5419ef4a23788,C21,4,0,31,28,ambiguous_candidate,621ef4df29b12a62399e50557af72d59a4198fd5ae44559002f349f81e8dbd36,true,true,false,false,false,false,false,false,false,false,multiple_admissible_exact_one_boundary_candidates;human_proposal_review_missing;complete_warhead_atom_set_authority_unavailable;exact_one_attachment_boundary_authority_unavailable;candidate_warhead_SMARTS_not_materialized;human_gold_review_missing,true
CYS_SG_SAMPLE_INDEX_000009,1AYV,IN6,5,COVAPIE_CYS_SG_WARHEAD_TYPE_CLASS_DF48FCEE8872B92A,COVAPIE_CYS_SG_REACTION_FAMILY_888A8E40AB92B0F8,COVAPIE_CYS_SG_WARHEAD_RULE_DF48FCEE8872B92A,5051c93e26f89216eeceffcc7d7fbf600cf26343910a46daca9f5a9453aab8d6,C21,4,0,28,25,ambiguous_candidate,d6ab01a666da79dfec546538f8d028bc0e4c6f1a1ba827e169b82feac1782fa0,true,true,false,false,false,false,false,false,false,false,multiple_admissible_exact_one_boundary_candidates;human_proposal_review_missing;complete_warhead_atom_set_authority_unavailable;exact_one_attachment_boundary_authority_unavailable;candidate_warhead_SMARTS_not_materialized;human_gold_review_missing,true
CYS_SG_SAMPLE_INDEX_000010,1AYW,IN3,0,COVAPIE_CYS_SG_WARHEAD_TYPE_CLASS_106441A31FA4F951,COVAPIE_CYS_SG_REACTION_FAMILY_11AA213C661B48E3,COVAPIE_CYS_SG_WARHEAD_RULE_106441A31FA4F951,764e7b55f9a4fdb731d1417afbe4bea3908976fc4d075d017e535798dfa1b995,C21,4,0,24,21,ambiguous_candidate,e1f491c7d4b9e68dd9fb6a76a7e34792f72ff0afdf84f374660731b644682731,true,true,false,false,false,false,false,false,false,false,multiple_admissible_exact_one_boundary_candidates;human_proposal_review_missing;complete_warhead_atom_set_authority_unavailable;exact_one_attachment_boundary_authority_unavailable;candidate_warhead_SMARTS_not_materialized;human_gold_review_missing,true
CYS_SG_SAMPLE_INDEX_000011,1B02,UFP,4,COVAPIE_CYS_SG_WARHEAD_TYPE_CLASS_CEAC766EEE61D251,COVAPIE_CYS_SG_REACTION_FAMILY_9869A5B1C585A27C,COVAPIE_CYS_SG_WARHEAD_RULE_CEAC766EEE61D251,0bbb2714019233cd9b1b5bb6b2090ba91604048b1c2141e45fd481601edf1b43,C6,3,0,11,11,ambiguous_candidate,275242e79db14d653eb5e2829b8f5d0ba8021a43436d2dc364cbdeba2d477187,true,true,false,false,false,false,false,false,false,false,multiple_admissible_exact_one_boundary_candidates;human_proposal_review_missing;complete_warhead_atom_set_authority_unavailable;exact_one_attachment_boundary_authority_unavailable;candidate_warhead_SMARTS_not_materialized;human_gold_review_missing,true
