sample_preparation_input_id,pdb_id,expected_het_id,atom_site_id,type_symbol,atom_name,ligand_comp_id,auth_asym_id,auth_seq_id,label_asym_id,label_seq_id,x,y,z,occupancy,altloc,model_num,is_covalent_ligand_atom,source_raw_file
CYS_SG_EXPANSION_PREP_000005,1AYU,INA,1650,C,C1,INA,A,300,B,,-28.282,-9.310,55.936,1.00,,1,False,data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1ayu.cif
CYS_SG_EXPANSION_PREP_000005,1AYU,INA,1651,C,C2,INA,A,300,B,,-28.070,-9.033,57.305,1.00,,1,False,data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1ayu.cif
CYS_SG_EXPANSION_PREP_000005,1AYU,INA,1652,C,C3,INA,A,300,B,,-27.111,-9.775,58.032,1.00,,1,False,data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1ayu.cif
CYS_SG_EXPANSION_PREP_000005,1AYU,INA,1653,C,C4,INA,A,300,B,,-26.368,-10.782,57.404,1.00,,1,False,data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1ayu.cif
CYS_SG_EXPANSION_PREP_000005,1AYU,INA,1654,C,C5,INA,A,300,B,,-26.594,-11.048,56.046,1.00,,1,False,data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1ayu.cif
CYS_SG_EXPANSION_PREP_000005,1AYU,INA,1655,C,C6,INA,A,300,B,,-27.542,-10.321,55.310,1.00,,1,False,data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1ayu.cif
CYS_SG_EXPANSION_PREP_000005,1AYU,INA,1656,C,C7,INA,A,300,B,,-25.312,-11.537,58.158,1.00,,1,False,data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1ayu.cif
CYS_SG_EXPANSION_PREP_000005,1AYU,INA,1657,O,O8,INA,A,300,B,,-24.191,-11.680,57.239,1.00,,1,False,data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1ayu.cif
CYS_SG_EXPANSION_PREP_000005,1AYU,INA,1658,C,C9,INA,A,300,B,,-23.288,-12.790,57.200,1.00,,1,False,data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1ayu.cif
CYS_SG_EXPANSION_PREP_000005,1AYU,INA,1659,O,O10,INA,A,300,B,,-22.497,-12.994,58.133,1.00,,1,False,data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1ayu.cif
CYS_SG_EXPANSION_PREP_000005,1AYU,INA,1660,C,C11,INA,A,300,B,,-22.453,-14.708,55.877,1.00,,1,False,data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1ayu.cif
CYS_SG_EXPANSION_PREP_000005,1AYU,INA,1661,C,C12,INA,A,300,B,,-21.047,-14.473,56.477,1.00,,1,False,data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1ayu.cif
CYS_SG_EXPANSION_PREP_000005,1AYU,INA,1662,C,C13,INA,A,300,B,,-20.107,-13.384,55.921,1.00,,1,False,data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1ayu.cif
CYS_SG_EXPANSION_PREP_000005,1AYU,INA,1663,C,C14,INA,A,300,B,,-19.146,-12.915,57.006,1.00,,1,False,data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1ayu.cif
CYS_SG_EXPANSION_PREP_000005,1AYU,INA,1664,C,C15,INA,A,300,B,,-20.827,-12.173,55.229,1.00,,1,False,data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1ayu.cif
CYS_SG_EXPANSION_PREP_000005,1AYU,INA,1665,C,C16,INA,A,300,B,,-23.003,-16.056,56.345,1.00,,1,False,data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1ayu.cif
