stage,previous_stage,section,status,evidence,decision,blocking_reasons,recommended_next_step
real_covalent_confirmed_candidate_diffsbdd_loader_adapter_design_gate_v0,real_covalent_confirmed_candidate_loader_shape_dry_run_qa_gate_v0,step13aa_precondition,passed,"{""ready_for_adapter_design_gate"": true, ""validated"": true}",DiffSBDD loader adapter design gate passed,,real_covalent_confirmed_candidate_diffsbdd_loader_adapter_implementation_smoke
real_covalent_confirmed_candidate_diffsbdd_loader_adapter_design_gate_v0,real_covalent_confirmed_candidate_loader_shape_dry_run_qa_gate_v0,input_contract,passed,"{""all_adapter_input_rows_validated"": true, ""row_count"": 3}",DiffSBDD loader adapter design gate passed,,real_covalent_confirmed_candidate_diffsbdd_loader_adapter_implementation_smoke
real_covalent_confirmed_candidate_diffsbdd_loader_adapter_design_gate_v0,real_covalent_confirmed_candidate_loader_shape_dry_run_qa_gate_v0,source_discovery,passed,"{""row_count"": 30, ""source_discovery_read_only"": true}",DiffSBDD loader adapter design gate passed,,real_covalent_confirmed_candidate_diffsbdd_loader_adapter_implementation_smoke
real_covalent_confirmed_candidate_diffsbdd_loader_adapter_design_gate_v0,real_covalent_confirmed_candidate_loader_shape_dry_run_qa_gate_v0,interface_contract,passed,"{""all_interface_contracts_declared"": true, ""row_count"": 12}",DiffSBDD loader adapter design gate passed,,real_covalent_confirmed_candidate_diffsbdd_loader_adapter_implementation_smoke
real_covalent_confirmed_candidate_diffsbdd_loader_adapter_design_gate_v0,real_covalent_confirmed_candidate_loader_shape_dry_run_qa_gate_v0,shape_mapping_contract,passed,"{""all_shape_mappings_declared"": true, ""row_count"": 14}",DiffSBDD loader adapter design gate passed,,real_covalent_confirmed_candidate_diffsbdd_loader_adapter_implementation_smoke
real_covalent_confirmed_candidate_diffsbdd_loader_adapter_design_gate_v0,real_covalent_confirmed_candidate_loader_shape_dry_run_qa_gate_v0,mask_mapping_contract,passed,"{""all_mask_mappings_declared"": true, ""row_count"": 5}",DiffSBDD loader adapter design gate passed,,real_covalent_confirmed_candidate_diffsbdd_loader_adapter_implementation_smoke
real_covalent_confirmed_candidate_diffsbdd_loader_adapter_design_gate_v0,real_covalent_confirmed_candidate_loader_shape_dry_run_qa_gate_v0,auxiliary_label_contract,passed,"{""all_auxiliary_label_contracts_declared"": true, ""row_count"": 3}",DiffSBDD loader adapter design gate passed,,real_covalent_confirmed_candidate_diffsbdd_loader_adapter_implementation_smoke
real_covalent_confirmed_candidate_diffsbdd_loader_adapter_design_gate_v0,real_covalent_confirmed_candidate_loader_shape_dry_run_qa_gate_v0,execution_boundary_contract,passed,"{""all_execution_boundaries_declared"": true, ""row_count"": 18}",DiffSBDD loader adapter design gate passed,,real_covalent_confirmed_candidate_diffsbdd_loader_adapter_implementation_smoke
real_covalent_confirmed_candidate_diffsbdd_loader_adapter_design_gate_v0,real_covalent_confirmed_candidate_loader_shape_dry_run_qa_gate_v0,feature_semantics_boundary,passed,"{""all_feature_semantics_audit_required_before_training"": true, ""row_count"": 12}",DiffSBDD loader adapter design gate passed,,real_covalent_confirmed_candidate_diffsbdd_loader_adapter_implementation_smoke
real_covalent_confirmed_candidate_diffsbdd_loader_adapter_design_gate_v0,real_covalent_confirmed_candidate_loader_shape_dry_run_qa_gate_v0,readiness_boundary,passed,"{""ready_for_diffsbdd_loader_adapter_implementation_smoke"": true, ""ready_for_training"": false}",DiffSBDD loader adapter design gate passed,,real_covalent_confirmed_candidate_diffsbdd_loader_adapter_implementation_smoke
