source_path,source_category,discovery_reason,read_only_discovery_performed,import_performed,execution_performed,modification_allowed_current_step,future_adapter_relevance,protected_source_path,adapter_design_note
dataset.py,dataset_or_data_pipeline_candidate,git_ls_files_name_match_read_only,True,False,False,False,candidate_reference_only_for_future_external_covalent_ext_adapter,False,Do not modify; future adapter should live under src/covalent_ext/ and preserve checkpoint compatibility.
lightning_modules.py,lightning_or_training_wrapper_candidate,git_ls_files_name_match_read_only,True,False,False,False,candidate_reference_only_for_future_external_covalent_ext_adapter,True,Do not modify; future adapter should live under src/covalent_ext/ and preserve checkpoint compatibility.
data/prepare_crossdocked.py,dataset_or_data_pipeline_candidate,git_ls_files_name_match_read_only,True,False,False,False,candidate_reference_only_for_future_external_covalent_ext_adapter,False,Do not modify; future adapter should live under src/covalent_ext/ and preserve checkpoint compatibility.
src/covalent_ext/batch_adapter.py,batch_or_collate_candidate,git_ls_files_name_match_read_only,True,False,False,False,candidate_reference_only_for_future_external_covalent_ext_adapter,False,Do not modify; future adapter should live under src/covalent_ext/ and preserve checkpoint compatibility.
src/covalent_ext/dataset.py,dataset_or_data_pipeline_candidate,git_ls_files_name_match_read_only,True,False,False,False,candidate_reference_only_for_future_external_covalent_ext_adapter,False,Do not modify; future adapter should live under src/covalent_ext/ and preserve checkpoint compatibility.
src/covalent_ext/npz_dataset.py,dataset_or_data_pipeline_candidate,git_ls_files_name_match_read_only,True,False,False,False,candidate_reference_only_for_future_external_covalent_ext_adapter,False,Do not modify; future adapter should live under src/covalent_ext/ and preserve checkpoint compatibility.
equivariant_diffusion/conditional_model.py,protected_core_candidate,git_ls_files_name_match_read_only,True,False,False,False,candidate_reference_only_for_future_external_covalent_ext_adapter,True,Do not modify; future adapter should live under src/covalent_ext/ and preserve checkpoint compatibility.
equivariant_diffusion/dynamics.py,protected_core_candidate,git_ls_files_name_match_read_only,True,False,False,False,candidate_reference_only_for_future_external_covalent_ext_adapter,True,Do not modify; future adapter should live under src/covalent_ext/ and preserve checkpoint compatibility.
equivariant_diffusion/egnn_new.py,protected_core_candidate,git_ls_files_name_match_read_only,True,False,False,False,candidate_reference_only_for_future_external_covalent_ext_adapter,True,Do not modify; future adapter should live under src/covalent_ext/ and preserve checkpoint compatibility.
equivariant_diffusion/en_diffusion.py,protected_core_candidate,git_ls_files_name_match_read_only,True,False,False,False,candidate_reference_only_for_future_external_covalent_ext_adapter,True,Do not modify; future adapter should live under src/covalent_ext/ and preserve checkpoint compatibility.
scripts/apply_actual_dataset_index_build.py,dataset_or_data_pipeline_candidate,git_ls_files_name_match_read_only,True,False,False,False,candidate_reference_only_for_future_external_covalent_ext_adapter,False,Do not modify; future adapter should live under src/covalent_ext/ and preserve checkpoint compatibility.
scripts/apply_dataset_snapshot_review.py,dataset_or_data_pipeline_candidate,git_ls_files_name_match_read_only,True,False,False,False,candidate_reference_only_for_future_external_covalent_ext_adapter,False,Do not modify; future adapter should live under src/covalent_ext/ and preserve checkpoint compatibility.
scripts/apply_read_only_dataset_loader_dry_run.py,dataset_or_data_pipeline_candidate,git_ls_files_name_match_read_only,True,False,False,False,candidate_reference_only_for_future_external_covalent_ext_adapter,False,Do not modify; future adapter should live under src/covalent_ext/ and preserve checkpoint compatibility.
scripts/apply_read_only_training_dataset_loader_dry_run.py,dataset_or_data_pipeline_candidate,git_ls_files_name_match_read_only,True,False,False,False,candidate_reference_only_for_future_external_covalent_ext_adapter,False,Do not modify; future adapter should live under src/covalent_ext/ and preserve checkpoint compatibility.
scripts/apply_real_training_dataset_packaging.py,dataset_or_data_pipeline_candidate,git_ls_files_name_match_read_only,True,False,False,False,candidate_reference_only_for_future_external_covalent_ext_adapter,False,Do not modify; future adapter should live under src/covalent_ext/ and preserve checkpoint compatibility.
scripts/apply_training_dataset_design_review.py,dataset_or_data_pipeline_candidate,git_ls_files_name_match_read_only,True,False,False,False,candidate_reference_only_for_future_external_covalent_ext_adapter,False,Do not modify; future adapter should live under src/covalent_ext/ and preserve checkpoint compatibility.
scripts/apply_training_dataset_packaging_design_review.py,dataset_or_data_pipeline_candidate,git_ls_files_name_match_read_only,True,False,False,False,candidate_reference_only_for_future_external_covalent_ext_adapter,False,Do not modify; future adapter should live under src/covalent_ext/ and preserve checkpoint compatibility.
scripts/build_covalent_debug_data.py,dataset_or_data_pipeline_candidate,git_ls_files_name_match_read_only,True,False,False,False,candidate_reference_only_for_future_external_covalent_ext_adapter,False,Do not modify; future adapter should live under src/covalent_ext/ and preserve checkpoint compatibility.
scripts/build_dataset_assembly_file_existence_and_hash_gate.py,dataset_or_data_pipeline_candidate,git_ls_files_name_match_read_only,True,False,False,False,candidate_reference_only_for_future_external_covalent_ext_adapter,False,Do not modify; future adapter should live under src/covalent_ext/ and preserve checkpoint compatibility.
scripts/build_dataset_assembly_final_readiness_gate.py,dataset_or_data_pipeline_candidate,git_ls_files_name_match_read_only,True,False,False,False,candidate_reference_only_for_future_external_covalent_ext_adapter,False,Do not modify; future adapter should live under src/covalent_ext/ and preserve checkpoint compatibility.
scripts/build_dataset_assembly_graph_preview.py,dataset_or_data_pipeline_candidate,git_ls_files_name_match_read_only,True,False,False,False,candidate_reference_only_for_future_external_covalent_ext_adapter,False,Do not modify; future adapter should live under src/covalent_ext/ and preserve checkpoint compatibility.
scripts/build_dataset_index_build_gate.py,dataset_or_data_pipeline_candidate,git_ls_files_name_match_read_only,True,False,False,False,candidate_reference_only_for_future_external_covalent_ext_adapter,False,Do not modify; future adapter should live under src/covalent_ext/ and preserve checkpoint compatibility.
scripts/build_dataset_index_design_review.py,dataset_or_data_pipeline_candidate,git_ls_files_name_match_read_only,True,False,False,False,candidate_reference_only_for_future_external_covalent_ext_adapter,False,Do not modify; future adapter should live under src/covalent_ext/ and preserve checkpoint compatibility.
scripts/build_dataset_packaging_dry_run.py,dataset_or_data_pipeline_candidate,git_ls_files_name_match_read_only,True,False,False,False,candidate_reference_only_for_future_external_covalent_ext_adapter,False,Do not modify; future adapter should live under src/covalent_ext/ and preserve checkpoint compatibility.
