invariant_area,invariant_item,evidence_case_id,mutation_or_positive_probe,expected_outcome,expected_reason,observed_outcome,observed_reason,expected_projection,observed_projection,verified
stage_result,exact type,TYPE_RESULT_SUBCLASS,StageResult subclass rejected,invalid,ACTION_PERMISSION_BRIDGE_RESULT_TYPE_INVALID,invalid,ACTION_PERMISSION_BRIDGE_RESULT_TYPE_INVALID,"{""action_permission_granted"":false,""admit_014_outcome"":"""",""blocked_candidate_indexes"":[],""blocks_transition"":true,""bridge_io_used"":false,""call_site_decision_outcome"":"""",""call_site_decision_reason"":"""",""candidate_combined_outcomes"":[],""candidate_count"":0,""download_action_invoked"":false,""failing_candidate_indexes"":[],""invalid_candidate_indexes"":[],""outcome"":""invalid"",""passed"":false,""reason"":""ACTION_PERMISSION_BRIDGE_RESULT_TYPE_INVALID"",""schema_version"":""covapie_bulk_download_stage_orchestration_action_permission_bridge_decision_v1"",""source_lineage_verified"":false,""source_scope_id"":"""",""transition_eligible"":false}","{""action_permission_granted"":false,""admit_014_outcome"":"""",""blocked_candidate_indexes"":[],""blocks_transition"":true,""bridge_io_used"":false,""call_site_decision_outcome"":"""",""call_site_decision_reason"":"""",""candidate_combined_outcomes"":[],""candidate_count"":0,""download_action_invoked"":false,""failing_candidate_indexes"":[],""invalid_candidate_indexes"":[],""outcome"":""invalid"",""passed"":false,""reason"":""ACTION_PERMISSION_BRIDGE_RESULT_TYPE_INVALID"",""schema_version"":""covapie_bulk_download_stage_orchestration_action_permission_bridge_decision_v1"",""source_lineage_verified"":false,""source_scope_id"":"""",""transition_eligible"":false}",true
stage_result,Exact12/schema/membership/cardinality,STAGE_SCHEMA,schema mutation,invalid,ACTION_PERMISSION_BRIDGE_STAGE_RESULT_INVARIANT_INVALID,invalid,ACTION_PERMISSION_BRIDGE_STAGE_RESULT_INVARIANT_INVALID,"{""action_permission_granted"":false,""admit_014_outcome"":"""",""blocked_candidate_indexes"":[],""blocks_transition"":true,""bridge_io_used"":false,""call_site_decision_outcome"":"""",""call_site_decision_reason"":"""",""candidate_combined_outcomes"":[],""candidate_count"":0,""download_action_invoked"":false,""failing_candidate_indexes"":[],""invalid_candidate_indexes"":[],""outcome"":""invalid"",""passed"":false,""reason"":""ACTION_PERMISSION_BRIDGE_STAGE_RESULT_INVARIANT_INVALID"",""schema_version"":""covapie_bulk_download_stage_orchestration_action_permission_bridge_decision_v1"",""source_lineage_verified"":false,""source_scope_id"":"""",""transition_eligible"":false}","{""action_permission_granted"":false,""admit_014_outcome"":"""",""blocked_candidate_indexes"":[],""blocks_transition"":true,""bridge_io_used"":false,""call_site_decision_outcome"":"""",""call_site_decision_reason"":"""",""candidate_combined_outcomes"":[],""candidate_count"":0,""download_action_invoked"":false,""failing_candidate_indexes"":[],""invalid_candidate_indexes"":[],""outcome"":""invalid"",""passed"":false,""reason"":""ACTION_PERMISSION_BRIDGE_STAGE_RESULT_INVARIANT_INVALID"",""schema_version"":""covapie_bulk_download_stage_orchestration_action_permission_bridge_decision_v1"",""source_lineage_verified"":false,""source_scope_id"":"""",""transition_eligible"":false}",true
stage_result,stage-global identity,STAGE_IDENTITY,stage-global identity clone,invalid,ACTION_PERMISSION_BRIDGE_STAGE_RESULT_INVARIANT_INVALID,invalid,ACTION_PERMISSION_BRIDGE_STAGE_RESULT_INVARIANT_INVALID,"{""action_permission_granted"":false,""admit_014_outcome"":"""",""blocked_candidate_indexes"":[],""blocks_transition"":true,""bridge_io_used"":false,""call_site_decision_outcome"":"""",""call_site_decision_reason"":"""",""candidate_combined_outcomes"":[],""candidate_count"":0,""download_action_invoked"":false,""failing_candidate_indexes"":[],""invalid_candidate_indexes"":[],""outcome"":""invalid"",""passed"":false,""reason"":""ACTION_PERMISSION_BRIDGE_STAGE_RESULT_INVARIANT_INVALID"",""schema_version"":""covapie_bulk_download_stage_orchestration_action_permission_bridge_decision_v1"",""source_lineage_verified"":false,""source_scope_id"":"""",""transition_eligible"":false}","{""action_permission_granted"":false,""admit_014_outcome"":"""",""blocked_candidate_indexes"":[],""blocks_transition"":true,""bridge_io_used"":false,""call_site_decision_outcome"":"""",""call_site_decision_reason"":"""",""candidate_combined_outcomes"":[],""candidate_count"":0,""download_action_invoked"":false,""failing_candidate_indexes"":[],""invalid_candidate_indexes"":[],""outcome"":""invalid"",""passed"":false,""reason"":""ACTION_PERMISSION_BRIDGE_STAGE_RESULT_INVARIANT_INVALID"",""schema_version"":""covapie_bulk_download_stage_orchestration_action_permission_bridge_decision_v1"",""source_lineage_verified"":false,""source_scope_id"":"""",""transition_eligible"":false}",true
stage_result,normal retained-vector identity,RETAINED_IDENTITY,retained-vector identity clone,invalid,ACTION_PERMISSION_BRIDGE_STAGE_RESULT_INVARIANT_INVALID,invalid,ACTION_PERMISSION_BRIDGE_STAGE_RESULT_INVARIANT_INVALID,"{""action_permission_granted"":false,""admit_014_outcome"":"""",""blocked_candidate_indexes"":[],""blocks_transition"":true,""bridge_io_used"":false,""call_site_decision_outcome"":"""",""call_site_decision_reason"":"""",""candidate_combined_outcomes"":[],""candidate_count"":0,""download_action_invoked"":false,""failing_candidate_indexes"":[],""invalid_candidate_indexes"":[],""outcome"":""invalid"",""passed"":false,""reason"":""ACTION_PERMISSION_BRIDGE_STAGE_RESULT_INVARIANT_INVALID"",""schema_version"":""covapie_bulk_download_stage_orchestration_action_permission_bridge_decision_v1"",""source_lineage_verified"":false,""source_scope_id"":"""",""transition_eligible"":false}","{""action_permission_granted"":false,""admit_014_outcome"":"""",""blocked_candidate_indexes"":[],""blocks_transition"":true,""bridge_io_used"":false,""call_site_decision_outcome"":"""",""call_site_decision_reason"":"""",""candidate_combined_outcomes"":[],""candidate_count"":0,""download_action_invoked"":false,""failing_candidate_indexes"":[],""invalid_candidate_indexes"":[],""outcome"":""invalid"",""passed"":false,""reason"":""ACTION_PERMISSION_BRIDGE_STAGE_RESULT_INVARIANT_INVALID"",""schema_version"":""covapie_bulk_download_stage_orchestration_action_permission_bridge_decision_v1"",""source_lineage_verified"":false,""source_scope_id"":"""",""transition_eligible"":false}",true
stage_result,Unified validator,UNIFIED_CORRUPT,corrupted Unified result,invalid,ACTION_PERMISSION_BRIDGE_STAGE_RESULT_INVARIANT_INVALID,invalid,ACTION_PERMISSION_BRIDGE_STAGE_RESULT_INVARIANT_INVALID,"{""action_permission_granted"":false,""admit_014_outcome"":"""",""blocked_candidate_indexes"":[],""blocks_transition"":true,""bridge_io_used"":false,""call_site_decision_outcome"":"""",""call_site_decision_reason"":"""",""candidate_combined_outcomes"":[],""candidate_count"":0,""download_action_invoked"":false,""failing_candidate_indexes"":[],""invalid_candidate_indexes"":[],""outcome"":""invalid"",""passed"":false,""reason"":""ACTION_PERMISSION_BRIDGE_STAGE_RESULT_INVARIANT_INVALID"",""schema_version"":""covapie_bulk_download_stage_orchestration_action_permission_bridge_decision_v1"",""source_lineage_verified"":false,""source_scope_id"":"""",""transition_eligible"":false}","{""action_permission_granted"":false,""admit_014_outcome"":"""",""blocked_candidate_indexes"":[],""blocks_transition"":true,""bridge_io_used"":false,""call_site_decision_outcome"":"""",""call_site_decision_reason"":"""",""candidate_combined_outcomes"":[],""candidate_count"":0,""download_action_invoked"":false,""failing_candidate_indexes"":[],""invalid_candidate_indexes"":[],""outcome"":""invalid"",""passed"":false,""reason"":""ACTION_PERMISSION_BRIDGE_STAGE_RESULT_INVARIANT_INVALID"",""schema_version"":""covapie_bulk_download_stage_orchestration_action_permission_bridge_decision_v1"",""source_lineage_verified"":false,""source_scope_id"":"""",""transition_eligible"":false}",true
stage_result,Combined validator,COMBINED_CORRUPT,corrupted Combined verdict,invalid,ACTION_PERMISSION_BRIDGE_STAGE_RESULT_INVARIANT_INVALID,invalid,ACTION_PERMISSION_BRIDGE_STAGE_RESULT_INVARIANT_INVALID,"{""action_permission_granted"":false,""admit_014_outcome"":"""",""blocked_candidate_indexes"":[],""blocks_transition"":true,""bridge_io_used"":false,""call_site_decision_outcome"":"""",""call_site_decision_reason"":"""",""candidate_combined_outcomes"":[],""candidate_count"":0,""download_action_invoked"":false,""failing_candidate_indexes"":[],""invalid_candidate_indexes"":[],""outcome"":""invalid"",""passed"":false,""reason"":""ACTION_PERMISSION_BRIDGE_STAGE_RESULT_INVARIANT_INVALID"",""schema_version"":""covapie_bulk_download_stage_orchestration_action_permission_bridge_decision_v1"",""source_lineage_verified"":false,""source_scope_id"":"""",""transition_eligible"":false}","{""action_permission_granted"":false,""admit_014_outcome"":"""",""blocked_candidate_indexes"":[],""blocks_transition"":true,""bridge_io_used"":false,""call_site_decision_outcome"":"""",""call_site_decision_reason"":"""",""candidate_combined_outcomes"":[],""candidate_count"":0,""download_action_invoked"":false,""failing_candidate_indexes"":[],""invalid_candidate_indexes"":[],""outcome"":""invalid"",""passed"":false,""reason"":""ACTION_PERMISSION_BRIDGE_STAGE_RESULT_INVARIANT_INVALID"",""schema_version"":""covapie_bulk_download_stage_orchestration_action_permission_bridge_decision_v1"",""source_lineage_verified"":false,""source_scope_id"":"""",""transition_eligible"":false}",true
call_site_decision,exact shared type,TYPE_DECISION_SUBCLASS,Exact15 decision subclass rejected,invalid,ACTION_PERMISSION_BRIDGE_CALL_SITE_DECISION_TYPE_INVALID,invalid,ACTION_PERMISSION_BRIDGE_CALL_SITE_DECISION_TYPE_INVALID,"{""action_permission_granted"":false,""admit_014_outcome"":"""",""blocked_candidate_indexes"":[],""blocks_transition"":true,""bridge_io_used"":false,""call_site_decision_outcome"":"""",""call_site_decision_reason"":"""",""candidate_combined_outcomes"":[],""candidate_count"":0,""download_action_invoked"":false,""failing_candidate_indexes"":[],""invalid_candidate_indexes"":[],""outcome"":""invalid"",""passed"":false,""reason"":""ACTION_PERMISSION_BRIDGE_CALL_SITE_DECISION_TYPE_INVALID"",""schema_version"":""covapie_bulk_download_stage_orchestration_action_permission_bridge_decision_v1"",""source_lineage_verified"":false,""source_scope_id"":"""",""transition_eligible"":false}","{""action_permission_granted"":false,""admit_014_outcome"":"""",""blocked_candidate_indexes"":[],""blocks_transition"":true,""bridge_io_used"":false,""call_site_decision_outcome"":"""",""call_site_decision_reason"":"""",""candidate_combined_outcomes"":[],""candidate_count"":0,""download_action_invoked"":false,""failing_candidate_indexes"":[],""invalid_candidate_indexes"":[],""outcome"":""invalid"",""passed"":false,""reason"":""ACTION_PERMISSION_BRIDGE_CALL_SITE_DECISION_TYPE_INVALID"",""schema_version"":""covapie_bulk_download_stage_orchestration_action_permission_bridge_decision_v1"",""source_lineage_verified"":false,""source_scope_id"":"""",""transition_eligible"":false}",true
call_site_decision,Exact15/schema/reconstructability,DECISION_SCHEMA,schema,invalid,ACTION_PERMISSION_BRIDGE_CALL_SITE_DECISION_INVARIANT_INVALID,invalid,ACTION_PERMISSION_BRIDGE_CALL_SITE_DECISION_INVARIANT_INVALID,"{""action_permission_granted"":false,""admit_014_outcome"":"""",""blocked_candidate_indexes"":[],""blocks_transition"":true,""bridge_io_used"":false,""call_site_decision_outcome"":"""",""call_site_decision_reason"":"""",""candidate_combined_outcomes"":[],""candidate_count"":0,""download_action_invoked"":false,""failing_candidate_indexes"":[],""invalid_candidate_indexes"":[],""outcome"":""invalid"",""passed"":false,""reason"":""ACTION_PERMISSION_BRIDGE_CALL_SITE_DECISION_INVARIANT_INVALID"",""schema_version"":""covapie_bulk_download_stage_orchestration_action_permission_bridge_decision_v1"",""source_lineage_verified"":false,""source_scope_id"":"""",""transition_eligible"":false}","{""action_permission_granted"":false,""admit_014_outcome"":"""",""blocked_candidate_indexes"":[],""blocks_transition"":true,""bridge_io_used"":false,""call_site_decision_outcome"":"""",""call_site_decision_reason"":"""",""candidate_combined_outcomes"":[],""candidate_count"":0,""download_action_invoked"":false,""failing_candidate_indexes"":[],""invalid_candidate_indexes"":[],""outcome"":""invalid"",""passed"":false,""reason"":""ACTION_PERMISSION_BRIDGE_CALL_SITE_DECISION_INVARIANT_INVALID"",""schema_version"":""covapie_bulk_download_stage_orchestration_action_permission_bridge_decision_v1"",""source_lineage_verified"":false,""source_scope_id"":"""",""transition_eligible"":false}",true
call_site_decision,diagnostics and failing union,DECISION_FAILING,failing union mismatch,invalid,ACTION_PERMISSION_BRIDGE_CALL_SITE_DECISION_INVARIANT_INVALID,invalid,ACTION_PERMISSION_BRIDGE_CALL_SITE_DECISION_INVARIANT_INVALID,"{""action_permission_granted"":false,""admit_014_outcome"":"""",""blocked_candidate_indexes"":[],""blocks_transition"":true,""bridge_io_used"":false,""call_site_decision_outcome"":"""",""call_site_decision_reason"":"""",""candidate_combined_outcomes"":[],""candidate_count"":0,""download_action_invoked"":false,""failing_candidate_indexes"":[],""invalid_candidate_indexes"":[],""outcome"":""invalid"",""passed"":false,""reason"":""ACTION_PERMISSION_BRIDGE_CALL_SITE_DECISION_INVARIANT_INVALID"",""schema_version"":""covapie_bulk_download_stage_orchestration_action_permission_bridge_decision_v1"",""source_lineage_verified"":false,""source_scope_id"":"""",""transition_eligible"":false}","{""action_permission_granted"":false,""admit_014_outcome"":"""",""blocked_candidate_indexes"":[],""blocks_transition"":true,""bridge_io_used"":false,""call_site_decision_outcome"":"""",""call_site_decision_reason"":"""",""candidate_combined_outcomes"":[],""candidate_count"":0,""download_action_invoked"":false,""failing_candidate_indexes"":[],""invalid_candidate_indexes"":[],""outcome"":""invalid"",""passed"":false,""reason"":""ACTION_PERMISSION_BRIDGE_CALL_SITE_DECISION_INVARIANT_INVALID"",""schema_version"":""covapie_bulk_download_stage_orchestration_action_permission_bridge_decision_v1"",""source_lineage_verified"":false,""source_scope_id"":"""",""transition_eligible"":false}",true
scope,download scope only,WRONG_SCOPE,valid non-download scope pair,invalid,ACTION_PERMISSION_BRIDGE_STAGE_SCOPE_INVALID,invalid,ACTION_PERMISSION_BRIDGE_STAGE_SCOPE_INVALID,"{""action_permission_granted"":false,""admit_014_outcome"":""blocked"",""blocked_candidate_indexes"":[],""blocks_transition"":true,""bridge_io_used"":false,""call_site_decision_outcome"":""invalid"",""call_site_decision_reason"":""BULK_DOWNLOAD_STAGE_SCOPE_INVALID"",""candidate_combined_outcomes"":[""blocked""],""candidate_count"":1,""download_action_invoked"":false,""failing_candidate_indexes"":[],""invalid_candidate_indexes"":[],""outcome"":""invalid"",""passed"":false,""reason"":""ACTION_PERMISSION_BRIDGE_STAGE_SCOPE_INVALID"",""schema_version"":""covapie_bulk_download_stage_orchestration_action_permission_bridge_decision_v1"",""source_lineage_verified"":false,""source_scope_id"":""post_download_acceptance_permission"",""transition_eligible"":false}","{""action_permission_granted"":false,""admit_014_outcome"":""blocked"",""blocked_candidate_indexes"":[],""blocks_transition"":true,""bridge_io_used"":false,""call_site_decision_outcome"":""invalid"",""call_site_decision_reason"":""BULK_DOWNLOAD_STAGE_SCOPE_INVALID"",""candidate_combined_outcomes"":[""blocked""],""candidate_count"":1,""download_action_invoked"":false,""failing_candidate_indexes"":[],""invalid_candidate_indexes"":[],""outcome"":""invalid"",""passed"":false,""reason"":""ACTION_PERMISSION_BRIDGE_STAGE_SCOPE_INVALID"",""schema_version"":""covapie_bulk_download_stage_orchestration_action_permission_bridge_decision_v1"",""source_lineage_verified"":false,""source_scope_id"":""post_download_acceptance_permission"",""transition_eligible"":false}",true
