truth_order,truth_group,case_id,input_summary,admission_rule_id,outcome,passed,blocks_candidate,reason,canonical_leakage_group_id,validated_candidate_fields,consumed_candidate_fields,consumed_context_items,evaluator_io_used,design_oracle_full_result,exact10_equal_field_count,formal_design_exact10_parity,expected_precedence,truth_passed
1,candidate_scalar,candidate_none,"leakage_group_id=NoneType:None;provenance=LeakageGroupAssignmentProvenanceContractV1:LeakageGroupAssignmentProvenanceContractV1(contract_version='covapie_leakage_group_assignment_provenance_contract_v1', canonical_candidate_field_name='leakage_group_id', historical_artifact_field_name='final_leakage_group_id', field_mapping_rule='exact_value_identity_after_provider_field_rename_only', assignment_policy='conservative_union_of_ligand_graph_scaffold_and_protein_accession_sequence_clusters_v1', assignment_policy_version='v1', assignment_stage_kind='pre_final_split_leakage_group_assignment', assignment_manifest_sha256='1111111111111111111111111111111111111111111111111111111111111111', assignment_artifact_sha256='2222222222222222222222222222222222222222222222222222222222222222', group_inventory_sha256='3333333333333333333333333333333333333333333333333333333333333333', sample_index_sha256='4444444444444444444444444444444444444444444444444444444444444444', assignment_id='ASSIGNMENT_RECORD_ALPHA', historical_leakage_group_id='COVAPIE_LEAKAGE_GROUP_000001', sample_index_row_id='SAMPLE_000001', member_sample_index_row_ids=('SAMPLE_000001',), member_count=1, assignment_passed=True, split_assignments_written=False, pre_split_assignment_status='leakage_group_assigned_before_final_split')",ADMIT_010,invalid,false,true,LEAKAGE_GROUP_ID_TYPE_INVALID,,[],"[""leakage_group_id""]",[],false,"{""admission_rule_id"":""ADMIT_010"",""blocks_candidate"":true,""canonical_leakage_group_id"":"""",""consumed_candidate_fields"":[""leakage_group_id""],""consumed_context_items"":[],""evaluator_io_used"":false,""outcome"":""invalid"",""passed"":false,""reason"":""LEAKAGE_GROUP_ID_TYPE_INVALID"",""validated_candidate_fields"":[]}",10,true,1,true
2,candidate_scalar,candidate_integer,"leakage_group_id=int:7;provenance=LeakageGroupAssignmentProvenanceContractV1:LeakageGroupAssignmentProvenanceContractV1(contract_version='covapie_leakage_group_assignment_provenance_contract_v1', canonical_candidate_field_name='leakage_group_id', historical_artifact_field_name='final_leakage_group_id', field_mapping_rule='exact_value_identity_after_provider_field_rename_only', assignment_policy='conservative_union_of_ligand_graph_scaffold_and_protein_accession_sequence_clusters_v1', assignment_policy_version='v1', assignment_stage_kind='pre_final_split_leakage_group_assignment', assignment_manifest_sha256='1111111111111111111111111111111111111111111111111111111111111111', assignment_artifact_sha256='2222222222222222222222222222222222222222222222222222222222222222', group_inventory_sha256='3333333333333333333333333333333333333333333333333333333333333333', sample_index_sha256='4444444444444444444444444444444444444444444444444444444444444444', assignment_id='ASSIGNMENT_RECORD_ALPHA', historical_leakage_group_id='COVAPIE_LEAKAGE_GROUP_000001', sample_index_row_id='SAMPLE_000001', member_sample_index_row_ids=('SAMPLE_000001',), member_count=1, assignment_passed=True, split_assignments_written=False, pre_split_assignment_status='leakage_group_assigned_before_final_split')",ADMIT_010,invalid,false,true,LEAKAGE_GROUP_ID_TYPE_INVALID,,[],"[""leakage_group_id""]",[],false,"{""admission_rule_id"":""ADMIT_010"",""blocks_candidate"":true,""canonical_leakage_group_id"":"""",""consumed_candidate_fields"":[""leakage_group_id""],""consumed_context_items"":[],""evaluator_io_used"":false,""outcome"":""invalid"",""passed"":false,""reason"":""LEAKAGE_GROUP_ID_TYPE_INVALID"",""validated_candidate_fields"":[]}",10,true,1,true
3,candidate_scalar,candidate_empty,"leakage_group_id=str:'';provenance=LeakageGroupAssignmentProvenanceContractV1:LeakageGroupAssignmentProvenanceContractV1(contract_version='covapie_leakage_group_assignment_provenance_contract_v1', canonical_candidate_field_name='leakage_group_id', historical_artifact_field_name='final_leakage_group_id', field_mapping_rule='exact_value_identity_after_provider_field_rename_only', assignment_policy='conservative_union_of_ligand_graph_scaffold_and_protein_accession_sequence_clusters_v1', assignment_policy_version='v1', assignment_stage_kind='pre_final_split_leakage_group_assignment', assignment_manifest_sha256='1111111111111111111111111111111111111111111111111111111111111111', assignment_artifact_sha256='2222222222222222222222222222222222222222222222222222222222222222', group_inventory_sha256='3333333333333333333333333333333333333333333333333333333333333333', sample_index_sha256='4444444444444444444444444444444444444444444444444444444444444444', assignment_id='ASSIGNMENT_RECORD_ALPHA', historical_leakage_group_id='COVAPIE_LEAKAGE_GROUP_000001', sample_index_row_id='SAMPLE_000001', member_sample_index_row_ids=('SAMPLE_000001',), member_count=1, assignment_passed=True, split_assignments_written=False, pre_split_assignment_status='leakage_group_assigned_before_final_split')",ADMIT_010,blocked,false,true,leakage_group_unassigned,,[],"[""leakage_group_id""]",[],false,"{""admission_rule_id"":""ADMIT_010"",""blocks_candidate"":true,""canonical_leakage_group_id"":"""",""consumed_candidate_fields"":[""leakage_group_id""],""consumed_context_items"":[],""evaluator_io_used"":false,""outcome"":""blocked"",""passed"":false,""reason"":""leakage_group_unassigned"",""validated_candidate_fields"":[]}",10,true,2,true
4,candidate_scalar,candidate_str_subclass,"leakage_group_id=StringSubclass:'COVAPIE_LEAKAGE_GROUP_000001';provenance=LeakageGroupAssignmentProvenanceContractV1:LeakageGroupAssignmentProvenanceContractV1(contract_version='covapie_leakage_group_assignment_provenance_contract_v1', canonical_candidate_field_name='leakage_group_id', historical_artifact_field_name='final_leakage_group_id', field_mapping_rule='exact_value_identity_after_provider_field_rename_only', assignment_policy='conservative_union_of_ligand_graph_scaffold_and_protein_accession_sequence_clusters_v1', assignment_policy_version='v1', assignment_stage_kind='pre_final_split_leakage_group_assignment', assignment_manifest_sha256='1111111111111111111111111111111111111111111111111111111111111111', assignment_artifact_sha256='2222222222222222222222222222222222222222222222222222222222222222', group_inventory_sha256='3333333333333333333333333333333333333333333333333333333333333333', sample_index_sha256='4444444444444444444444444444444444444444444444444444444444444444', assignment_id='ASSIGNMENT_RECORD_ALPHA', historical_leakage_group_id='COVAPIE_LEAKAGE_GROUP_000001', sample_index_row_id='SAMPLE_000001', member_sample_index_row_ids=('SAMPLE_000001',), member_count=1, assignment_passed=True, split_assignments_written=False, pre_split_assignment_status='leakage_group_assigned_before_final_split')",ADMIT_010,invalid,false,true,LEAKAGE_GROUP_ID_TYPE_INVALID,,[],"[""leakage_group_id""]",[],false,"{""admission_rule_id"":""ADMIT_010"",""blocks_candidate"":true,""canonical_leakage_group_id"":"""",""consumed_candidate_fields"":[""leakage_group_id""],""consumed_context_items"":[],""evaluator_io_used"":false,""outcome"":""invalid"",""passed"":false,""reason"":""LEAKAGE_GROUP_ID_TYPE_INVALID"",""validated_candidate_fields"":[]}",10,true,1,true
5,candidate_scalar,candidate_non_ascii,"leakage_group_id=str:'COVAPIE_LEAKAGE_GROUP_00000é';provenance=LeakageGroupAssignmentProvenanceContractV1:LeakageGroupAssignmentProvenanceContractV1(contract_version='covapie_leakage_group_assignment_provenance_contract_v1', canonical_candidate_field_name='leakage_group_id', historical_artifact_field_name='final_leakage_group_id', field_mapping_rule='exact_value_identity_after_provider_field_rename_only', assignment_policy='conservative_union_of_ligand_graph_scaffold_and_protein_accession_sequence_clusters_v1', assignment_policy_version='v1', assignment_stage_kind='pre_final_split_leakage_group_assignment', assignment_manifest_sha256='1111111111111111111111111111111111111111111111111111111111111111', assignment_artifact_sha256='2222222222222222222222222222222222222222222222222222222222222222', group_inventory_sha256='3333333333333333333333333333333333333333333333333333333333333333', sample_index_sha256='4444444444444444444444444444444444444444444444444444444444444444', assignment_id='ASSIGNMENT_RECORD_ALPHA', historical_leakage_group_id='COVAPIE_LEAKAGE_GROUP_000001', sample_index_row_id='SAMPLE_000001', member_sample_index_row_ids=('SAMPLE_000001',), member_count=1, assignment_passed=True, split_assignments_written=False, pre_split_assignment_status='leakage_group_assigned_before_final_split')",ADMIT_010,invalid,false,true,LEAKAGE_GROUP_ID_NON_ASCII,,[],"[""leakage_group_id""]",[],false,"{""admission_rule_id"":""ADMIT_010"",""blocks_candidate"":true,""canonical_leakage_group_id"":"""",""consumed_candidate_fields"":[""leakage_group_id""],""consumed_context_items"":[],""evaluator_io_used"":false,""outcome"":""invalid"",""passed"":false,""reason"":""LEAKAGE_GROUP_ID_NON_ASCII"",""validated_candidate_fields"":[]}",10,true,3,true
6,candidate_scalar,candidate_lowercase_prefix,"leakage_group_id=str:'covapie_leakage_group_000001';provenance=LeakageGroupAssignmentProvenanceContractV1:LeakageGroupAssignmentProvenanceContractV1(contract_version='covapie_leakage_group_assignment_provenance_contract_v1', canonical_candidate_field_name='leakage_group_id', historical_artifact_field_name='final_leakage_group_id', field_mapping_rule='exact_value_identity_after_provider_field_rename_only', assignment_policy='conservative_union_of_ligand_graph_scaffold_and_protein_accession_sequence_clusters_v1', assignment_policy_version='v1', assignment_stage_kind='pre_final_split_leakage_group_assignment', assignment_manifest_sha256='1111111111111111111111111111111111111111111111111111111111111111', assignment_artifact_sha256='2222222222222222222222222222222222222222222222222222222222222222', group_inventory_sha256='3333333333333333333333333333333333333333333333333333333333333333', sample_index_sha256='4444444444444444444444444444444444444444444444444444444444444444', assignment_id='ASSIGNMENT_RECORD_ALPHA', historical_leakage_group_id='COVAPIE_LEAKAGE_GROUP_000001', sample_index_row_id='SAMPLE_000001', member_sample_index_row_ids=('SAMPLE_000001',), member_count=1, assignment_passed=True, split_assignments_written=False, pre_split_assignment_status='leakage_group_assigned_before_final_split')",ADMIT_010,invalid,false,true,LEAKAGE_GROUP_ID_SYNTAX_INVALID,,[],"[""leakage_group_id""]",[],false,"{""admission_rule_id"":""ADMIT_010"",""blocks_candidate"":true,""canonical_leakage_group_id"":"""",""consumed_candidate_fields"":[""leakage_group_id""],""consumed_context_items"":[],""evaluator_io_used"":false,""outcome"":""invalid"",""passed"":false,""reason"":""LEAKAGE_GROUP_ID_SYNTAX_INVALID"",""validated_candidate_fields"":[]}",10,true,4,true
7,candidate_scalar,candidate_case_drift,"leakage_group_id=str:'COVAPIE_leakage_GROUP_000001';provenance=LeakageGroupAssignmentProvenanceContractV1:LeakageGroupAssignmentProvenanceContractV1(contract_version='covapie_leakage_group_assignment_provenance_contract_v1', canonical_candidate_field_name='leakage_group_id', historical_artifact_field_name='final_leakage_group_id', field_mapping_rule='exact_value_identity_after_provider_field_rename_only', assignment_policy='conservative_union_of_ligand_graph_scaffold_and_protein_accession_sequence_clusters_v1', assignment_policy_version='v1', assignment_stage_kind='pre_final_split_leakage_group_assignment', assignment_manifest_sha256='1111111111111111111111111111111111111111111111111111111111111111', assignment_artifact_sha256='2222222222222222222222222222222222222222222222222222222222222222', group_inventory_sha256='3333333333333333333333333333333333333333333333333333333333333333', sample_index_sha256='4444444444444444444444444444444444444444444444444444444444444444', assignment_id='ASSIGNMENT_RECORD_ALPHA', historical_leakage_group_id='COVAPIE_LEAKAGE_GROUP_000001', sample_index_row_id='SAMPLE_000001', member_sample_index_row_ids=('SAMPLE_000001',), member_count=1, assignment_passed=True, split_assignments_written=False, pre_split_assignment_status='leakage_group_assigned_before_final_split')",ADMIT_010,invalid,false,true,LEAKAGE_GROUP_ID_SYNTAX_INVALID,,[],"[""leakage_group_id""]",[],false,"{""admission_rule_id"":""ADMIT_010"",""blocks_candidate"":true,""canonical_leakage_group_id"":"""",""consumed_candidate_fields"":[""leakage_group_id""],""consumed_context_items"":[],""evaluator_io_used"":false,""outcome"":""invalid"",""passed"":false,""reason"":""LEAKAGE_GROUP_ID_SYNTAX_INVALID"",""validated_candidate_fields"":[]}",10,true,4,true
8,candidate_scalar,candidate_short_digits,"leakage_group_id=str:'COVAPIE_LEAKAGE_GROUP_00001';provenance=LeakageGroupAssignmentProvenanceContractV1:LeakageGroupAssignmentProvenanceContractV1(contract_version='covapie_leakage_group_assignment_provenance_contract_v1', canonical_candidate_field_name='leakage_group_id', historical_artifact_field_name='final_leakage_group_id', field_mapping_rule='exact_value_identity_after_provider_field_rename_only', assignment_policy='conservative_union_of_ligand_graph_scaffold_and_protein_accession_sequence_clusters_v1', assignment_policy_version='v1', assignment_stage_kind='pre_final_split_leakage_group_assignment', assignment_manifest_sha256='1111111111111111111111111111111111111111111111111111111111111111', assignment_artifact_sha256='2222222222222222222222222222222222222222222222222222222222222222', group_inventory_sha256='3333333333333333333333333333333333333333333333333333333333333333', sample_index_sha256='4444444444444444444444444444444444444444444444444444444444444444', assignment_id='ASSIGNMENT_RECORD_ALPHA', historical_leakage_group_id='COVAPIE_LEAKAGE_GROUP_000001', sample_index_row_id='SAMPLE_000001', member_sample_index_row_ids=('SAMPLE_000001',), member_count=1, assignment_passed=True, split_assignments_written=False, pre_split_assignment_status='leakage_group_assigned_before_final_split')",ADMIT_010,invalid,false,true,LEAKAGE_GROUP_ID_SYNTAX_INVALID,,[],"[""leakage_group_id""]",[],false,"{""admission_rule_id"":""ADMIT_010"",""blocks_candidate"":true,""canonical_leakage_group_id"":"""",""consumed_candidate_fields"":[""leakage_group_id""],""consumed_context_items"":[],""evaluator_io_used"":false,""outcome"":""invalid"",""passed"":false,""reason"":""LEAKAGE_GROUP_ID_SYNTAX_INVALID"",""validated_candidate_fields"":[]}",10,true,4,true
9,candidate_scalar,candidate_long_digits,"leakage_group_id=str:'COVAPIE_LEAKAGE_GROUP_0000001';provenance=LeakageGroupAssignmentProvenanceContractV1:LeakageGroupAssignmentProvenanceContractV1(contract_version='covapie_leakage_group_assignment_provenance_contract_v1', canonical_candidate_field_name='leakage_group_id', historical_artifact_field_name='final_leakage_group_id', field_mapping_rule='exact_value_identity_after_provider_field_rename_only', assignment_policy='conservative_union_of_ligand_graph_scaffold_and_protein_accession_sequence_clusters_v1', assignment_policy_version='v1', assignment_stage_kind='pre_final_split_leakage_group_assignment', assignment_manifest_sha256='1111111111111111111111111111111111111111111111111111111111111111', assignment_artifact_sha256='2222222222222222222222222222222222222222222222222222222222222222', group_inventory_sha256='3333333333333333333333333333333333333333333333333333333333333333', sample_index_sha256='4444444444444444444444444444444444444444444444444444444444444444', assignment_id='ASSIGNMENT_RECORD_ALPHA', historical_leakage_group_id='COVAPIE_LEAKAGE_GROUP_000001', sample_index_row_id='SAMPLE_000001', member_sample_index_row_ids=('SAMPLE_000001',), member_count=1, assignment_passed=True, split_assignments_written=False, pre_split_assignment_status='leakage_group_assigned_before_final_split')",ADMIT_010,invalid,false,true,LEAKAGE_GROUP_ID_SYNTAX_INVALID,,[],"[""leakage_group_id""]",[],false,"{""admission_rule_id"":""ADMIT_010"",""blocks_candidate"":true,""canonical_leakage_group_id"":"""",""consumed_candidate_fields"":[""leakage_group_id""],""consumed_context_items"":[],""evaluator_io_used"":false,""outcome"":""invalid"",""passed"":false,""reason"":""LEAKAGE_GROUP_ID_SYNTAX_INVALID"",""validated_candidate_fields"":[]}",10,true,4,true
10,candidate_scalar,candidate_non_digit_suffix,"leakage_group_id=str:'COVAPIE_LEAKAGE_GROUP_00000A';provenance=LeakageGroupAssignmentProvenanceContractV1:LeakageGroupAssignmentProvenanceContractV1(contract_version='covapie_leakage_group_assignment_provenance_contract_v1', canonical_candidate_field_name='leakage_group_id', historical_artifact_field_name='final_leakage_group_id', field_mapping_rule='exact_value_identity_after_provider_field_rename_only', assignment_policy='conservative_union_of_ligand_graph_scaffold_and_protein_accession_sequence_clusters_v1', assignment_policy_version='v1', assignment_stage_kind='pre_final_split_leakage_group_assignment', assignment_manifest_sha256='1111111111111111111111111111111111111111111111111111111111111111', assignment_artifact_sha256='2222222222222222222222222222222222222222222222222222222222222222', group_inventory_sha256='3333333333333333333333333333333333333333333333333333333333333333', sample_index_sha256='4444444444444444444444444444444444444444444444444444444444444444', assignment_id='ASSIGNMENT_RECORD_ALPHA', historical_leakage_group_id='COVAPIE_LEAKAGE_GROUP_000001', sample_index_row_id='SAMPLE_000001', member_sample_index_row_ids=('SAMPLE_000001',), member_count=1, assignment_passed=True, split_assignments_written=False, pre_split_assignment_status='leakage_group_assigned_before_final_split')",ADMIT_010,invalid,false,true,LEAKAGE_GROUP_ID_SYNTAX_INVALID,,[],"[""leakage_group_id""]",[],false,"{""admission_rule_id"":""ADMIT_010"",""blocks_candidate"":true,""canonical_leakage_group_id"":"""",""consumed_candidate_fields"":[""leakage_group_id""],""consumed_context_items"":[],""evaluator_io_used"":false,""outcome"":""invalid"",""passed"":false,""reason"":""LEAKAGE_GROUP_ID_SYNTAX_INVALID"",""validated_candidate_fields"":[]}",10,true,4,true
