stage,previous_stage,section,status,evidence,decision,blocking_reasons,recommended_next_step
real_covalent_split_metadata_inventory_gate_v0,real_covalent_leakage_aware_split_design_gate_v0,step12m_precondition,passed,"{""step12b_mask_level_aware_validator_validated"": true, ""step12m_leakage_aware_split_design_gate_validated"": true}",inventory defined,,real_covalent_split_metadata_enrichment_design_gate
real_covalent_split_metadata_inventory_gate_v0,real_covalent_leakage_aware_split_design_gate_v0,sample_index_audit,passed,"{""current_sample_count"": 3, ""npz_contents_read"": false, ""sample_index_observed_field_count"": 14}",inventory defined,,real_covalent_split_metadata_enrichment_design_gate
real_covalent_split_metadata_inventory_gate_v0,real_covalent_leakage_aware_split_design_gate_v0,required_metadata_schema_loaded,passed,"{""required_split_metadata_field_count"": 38, ""required_split_metadata_schema_loaded_from_step12m"": true}",inventory defined,,real_covalent_split_metadata_enrichment_design_gate
real_covalent_split_metadata_inventory_gate_v0,real_covalent_leakage_aware_split_design_gate_v0,exact_field_coverage_inventory,passed,"{""metadata_completeness_ratio_text"": ""2/38"", ""missing_required_metadata_field_count"": 36, ""present_required_metadata_field_count"": 2}",inventory defined,,real_covalent_split_metadata_enrichment_design_gate
real_covalent_split_metadata_inventory_gate_v0,real_covalent_leakage_aware_split_design_gate_v0,metadata_group_summary,passed,"{""covalent_identity_missing_fields"": [""reactive_residue_type"", ""reactive_residue_id"", ""reactive_residue_chain"", ""protein_reactive_atom_name"", ""covalent_bond_atom_pair"", ""warhead_type"", ""reaction_family"", ""post_to_pre_reconstruction_template_id""], ""geometry_diversity_missing_fields"": [""ligand_reactive_atom_to_cys_sg_distance"", ""warhead_orientation_descriptor"", ""linker_length_bin"", ""pocket_geometry_bin"", ""target_context_atom_count"", ""target_mask_atom_count""], ""ligand_identity_missing_fields"": [""canonical_pre_reaction_smiles"", ""ligand_inchikey"", ""ligand_inchikey_connectivity_layer"", ""ligand_ecfp4_fingerprint"", ""bemis_murcko_scaffold_smiles"", ""scaffold_id"", ""ligand_heavy_atom_count""], ""protein_identity_missing_fields"": [""pdb_id"", ""chain_id"", ""uniprot_id"", ""protein_sequence"", ""protein_sequence_hash"", ""protein_sequence_cluster_0p90"", ""protein_family"", ""target_name"", ""binding_site_residue_set_hash"", ""local_pocket_signature""], ""sample_identity_missing_fields"": [""parent_complex_id"", ""mask_parent_id"", ""mask_level"", ""source_dataset"", ""source_pdb_id""]}",inventory defined,,real_covalent_split_metadata_enrichment_design_gate
real_covalent_split_metadata_inventory_gate_v0,real_covalent_leakage_aware_split_design_gate_v0,observed_nonrequired_fields,passed,"{""observed_nonrequired_fields"": [""source_sample_id"", ""split"", ""npz_path"", ""npz_sha256"", ""ligand_atom_count"", ""ligand_bond_count"", ""protein_atom_count"", ""protein_residue_count"", ""scaffold_atom_count"", ""linker_atom_count"", ""warhead_atom_count"", ""materialization_status""], ""observed_split_field_is_not_final_leakage_aware_split"": true}",inventory defined,,real_covalent_split_metadata_enrichment_design_gate
real_covalent_split_metadata_inventory_gate_v0,real_covalent_leakage_aware_split_design_gate_v0,candidate_derivation_plan,passed,"{""candidate_derivation_plan_defined"": true, ""candidate_derived_metadata_authoritative"": false}",inventory defined,,real_covalent_split_metadata_enrichment_design_gate
real_covalent_split_metadata_inventory_gate_v0,real_covalent_leakage_aware_split_design_gate_v0,future_metadata_enrichment_output_plan,passed,"{""enriched_sample_index_written"": false, ""future_metadata_enrichment_output_plan_defined"": true}",inventory defined,,real_covalent_split_metadata_enrichment_design_gate
real_covalent_split_metadata_inventory_gate_v0,real_covalent_leakage_aware_split_design_gate_v0,metadata_inventory_feasibility_decision,passed,"{""final_train_valid_test_split_allowed"": false, ""metadata_enrichment_required"": true, ""metadata_gap_level"": ""severe""}",inventory defined,,real_covalent_split_metadata_enrichment_design_gate
real_covalent_split_metadata_inventory_gate_v0,real_covalent_leakage_aware_split_design_gate_v0,safety_and_next_step_decision,passed,"{""backward_called"": false, ""model_forward_called"": false, ""optimizer_created"": false, ""recommended_next_step"": ""real_covalent_split_metadata_enrichment_design_gate""}",inventory defined,,real_covalent_split_metadata_enrichment_design_gate
