precondition_item,artifact_or_check,expected_status,observed_status,precondition_passed,blocking_reasons
step14b_manifest_exists,data/derived/covalent_small/covapie_bulk_download_design_gate_v0/covapie_bulk_download_design_gate_manifest.json,exists,True,True,
step14b_stage,data/derived/covalent_small/covapie_bulk_download_design_gate_v0/covapie_bulk_download_design_gate_manifest.json,covapie_bulk_download_design_gate_v0,covapie_bulk_download_design_gate_v0,True,
step14b_step_label,data/derived/covalent_small/covapie_bulk_download_design_gate_v0/covapie_bulk_download_design_gate_manifest.json,Step 14B,Step 14B,True,
step14b_all_checks_passed,data/derived/covalent_small/covapie_bulk_download_design_gate_v0/covapie_bulk_download_design_gate_manifest.json,true,True,True,
step14b_ready_for_manifest_gate,data/derived/covalent_small/covapie_bulk_download_design_gate_v0/covapie_bulk_download_design_gate_manifest.json,true,True,True,
step14b_ready_for_small_pilot_download_smoke,data/derived/covalent_small/covapie_bulk_download_design_gate_v0/covapie_bulk_download_design_gate_manifest.json,false,False,True,
step14b_ready_for_bulk_download_smoke,data/derived/covalent_small/covapie_bulk_download_design_gate_v0/covapie_bulk_download_design_gate_manifest.json,false,False,True,
step14b_ready_for_training,data/derived/covalent_small/covapie_bulk_download_design_gate_v0/covapie_bulk_download_design_gate_manifest.json,false,False,True,
metadata_csv_exists,data/derived/covalent_small/external_metadata_index/covpdb/covpdb_complexes_metadata_manual.csv,exists,True,True,
metadata_csv_hash_unchanged,data/derived/covalent_small/external_metadata_index/covpdb/covpdb_complexes_metadata_manual.csv,c31d836c01291057b35279bc4fc4c2de35eaaa064e4e7c9ac6d314006cd66365,c31d836c01291057b35279bc4fc4c2de35eaaa064e4e7c9ac6d314006cd66365,True,
raw_files_untracked,data/raw/covalent_sources/covpdb/raw_structure_event_annotation_smoke_v0,false,False,True,
raw_files_unstaged,data/raw/covalent_sources/covpdb/raw_structure_event_annotation_smoke_v0,false,False,True,
no_network_current_step,current_step_boundary,false,False,True,
no_raw_write_current_step,current_step_boundary,false,False,True,
protected_source_diff_empty,equivariant_diffusion/ lightning_modules.py,empty,False,True,
original_dataloader_diff_empty,dataset.py data/prepare_crossdocked.py,empty,False,True,
canonical_mask_count,data/derived/covalent_small/covapie_bulk_download_design_gate_v0/covapie_bulk_download_design_gate_manifest.json,5,5,True,
b3_scaffold_only_included,data/derived/covalent_small/covapie_bulk_download_design_gate_v0/covapie_bulk_download_design_gate_manifest.json,true,True,True,
no_extra_mask_tasks_added,data/derived/covalent_small/covapie_bulk_download_design_gate_v0/covapie_bulk_download_design_gate_manifest.json,true,True,True,
