stage,previous_stage,section,status,evidence,blocking_reasons,recommended_next_step
covapie_external_metadata_index_download_smoke_v0,covapie_explicit_external_source_registry_config_smoke_v0,step13am_precondition,passed,"{""rows"": 8}",missing_manual_metadata_index_csv,provide_manual_covpdb_metadata_index_csv
covapie_external_metadata_index_download_smoke_v0,covapie_explicit_external_source_registry_config_smoke_v0,source_config,passed,"{""rows"": 12, ""source_name"": ""CovPDB""}",missing_manual_metadata_index_csv,provide_manual_covpdb_metadata_index_csv
covapie_external_metadata_index_download_smoke_v0,covapie_explicit_external_source_registry_config_smoke_v0,file_discovery,passed,"{""exists"": false, ""rows"": 1}",missing_manual_metadata_index_csv,provide_manual_covpdb_metadata_index_csv
covapie_external_metadata_index_download_smoke_v0,covapie_explicit_external_source_registry_config_smoke_v0,allowed_artifact,passed,"{""rows"": 8}",missing_manual_metadata_index_csv,provide_manual_covpdb_metadata_index_csv
covapie_external_metadata_index_download_smoke_v0,covapie_explicit_external_source_registry_config_smoke_v0,header_probe,passed,"{""executed"": false, ""rows"": 1}",missing_manual_metadata_index_csv,provide_manual_covpdb_metadata_index_csv
covapie_external_metadata_index_download_smoke_v0,covapie_explicit_external_source_registry_config_smoke_v0,sample_rows_probe,passed,"{""rows"": 1, ""sampled"": 0}",missing_manual_metadata_index_csv,provide_manual_covpdb_metadata_index_csv
covapie_external_metadata_index_download_smoke_v0,covapie_explicit_external_source_registry_config_smoke_v0,event_key_boundary,passed,"{""rows"": 8}",missing_manual_metadata_index_csv,provide_manual_covpdb_metadata_index_csv
covapie_external_metadata_index_download_smoke_v0,covapie_explicit_external_source_registry_config_smoke_v0,execution_boundary,passed,"{""rows"": 24}",missing_manual_metadata_index_csv,provide_manual_covpdb_metadata_index_csv
covapie_external_metadata_index_download_smoke_v0,covapie_explicit_external_source_registry_config_smoke_v0,git_safety,passed,"{""rows"": 10}",missing_manual_metadata_index_csv,provide_manual_covpdb_metadata_index_csv
covapie_external_metadata_index_download_smoke_v0,covapie_explicit_external_source_registry_config_smoke_v0,mask_scope,passed,"{""rows"": 5}",missing_manual_metadata_index_csv,provide_manual_covpdb_metadata_index_csv
covapie_external_metadata_index_download_smoke_v0,covapie_explicit_external_source_registry_config_smoke_v0,feature_semantics,passed,"{""rows"": 12}",missing_manual_metadata_index_csv,provide_manual_covpdb_metadata_index_csv
covapie_external_metadata_index_download_smoke_v0,covapie_explicit_external_source_registry_config_smoke_v0,leakage_split,passed,"{""rows"": 12}",missing_manual_metadata_index_csv,provide_manual_covpdb_metadata_index_csv
covapie_external_metadata_index_download_smoke_v0,covapie_explicit_external_source_registry_config_smoke_v0,readiness_boundary,passed,"{""recommended_next_step"": ""provide_manual_covpdb_metadata_index_csv""}",missing_manual_metadata_index_csv,provide_manual_covpdb_metadata_index_csv
