precondition_item,artifact_or_check,expected_status,observed_status,precondition_passed,blocking_reasons
step13aw_manifest_exists,data/derived/covalent_small/covapie_covpdb_raw_structure_event_annotation_qa_gate_v0/covapie_raw_structure_event_annotation_qa_gate_manifest.json,exists,True,True,
step13aw_stage,data/derived/covalent_small/covapie_covpdb_raw_structure_event_annotation_qa_gate_v0/covapie_raw_structure_event_annotation_qa_gate_manifest.json,covapie_covpdb_raw_structure_event_annotation_qa_gate_v0,covapie_covpdb_raw_structure_event_annotation_qa_gate_v0,True,
step13aw_ready_for_design_gate,data/derived/covalent_small/covapie_covpdb_raw_structure_event_annotation_qa_gate_v0/covapie_raw_structure_event_annotation_qa_gate_manifest.json,true,True,True,
step13aw_preferred_count,data/derived/covalent_small/covapie_covpdb_raw_structure_event_annotation_qa_gate_v0/covapie_raw_structure_event_annotation_qa_gate_manifest.json,4,4,True,
step13aw_unresolved_count,data/derived/covalent_small/covapie_covpdb_raw_structure_event_annotation_qa_gate_v0/covapie_raw_structure_event_annotation_qa_gate_manifest.json,1,1,True,
step13aw_no_materialization,data/derived/covalent_small/covapie_covpdb_raw_structure_event_annotation_qa_gate_v0/covapie_raw_structure_event_annotation_qa_gate_manifest.json,metadata/allowlist false,False/False,True,
preferred_acceptance_rows,data/derived/covalent_small/covapie_covpdb_raw_structure_event_annotation_qa_gate_v0/covapie_raw_structure_preferred_event_acceptance_qa.csv,4 rows,4,True,
unresolved_exclusion_rows,data/derived/covalent_small/covapie_covpdb_raw_structure_event_annotation_qa_gate_v0/covapie_raw_structure_unresolved_event_handling_qa.csv,1 row,1,True,
readiness_decision_rows,data/derived/covalent_small/covapie_covpdb_raw_structure_event_annotation_qa_gate_v0/covapie_raw_structure_candidate_metadata_readiness_decision_qa.csv,4 rows,4,True,
candidate_integrity_exists,data/derived/covalent_small/covapie_covpdb_raw_structure_event_annotation_qa_gate_v0/covapie_raw_structure_event_candidate_field_integrity_qa.csv,exists,True,True,
resolution_summary_exists,data/derived/covalent_small/covapie_covpdb_raw_structure_event_annotation_qa_gate_v0/covapie_raw_structure_event_key_resolution_summary_qa.csv,exists,True,True,
metadata_csv_exists,data/derived/covalent_small/external_metadata_index/covpdb/covpdb_complexes_metadata_manual.csv,exists,True,True,
metadata_csv_hash_unchanged,data/derived/covalent_small/external_metadata_index/covpdb/covpdb_complexes_metadata_manual.csv,c31d836c01291057b35279bc4fc4c2de35eaaa064e4e7c9ac6d314006cd66365,c31d836c01291057b35279bc4fc4c2de35eaaa064e4e7c9ac6d314006cd66365,True,
covapie_naming_convention_exists,docs/covapie_project_naming_convention.md,exists,True,True,
raw_files_untracked,git ls-files raw root,false,False,True,
raw_files_unstaged,git diff --cached raw root,false,False,True,
protected_source_diff_empty,git diff equivariant_diffusion/ lightning_modules.py,empty,False,True,
original_dataloader_diff_empty,git diff dataset.py data/prepare_crossdocked.py,empty,False,True,
