stage,previous_stage,section,status,evidence,blocking_reasons,recommended_next_step
covapie_covpdb_metadata_only_acquisition_smoke_v0,covapie_external_metadata_index_download_smoke_v0,step13an_precondition,passed,"{""passed"": true}",,rerun_covapie_external_metadata_index_download_smoke
covapie_covpdb_metadata_only_acquisition_smoke_v0,covapie_external_metadata_index_download_smoke_v0,network_scope,passed,"{""fetched_urls"": [""https://drug-discovery.vm.uni-freiburg.de/covpdb/complexes_list/initial=Allsortedby=protein_id""]}",,rerun_covapie_external_metadata_index_download_smoke
covapie_covpdb_metadata_only_acquisition_smoke_v0,covapie_external_metadata_index_download_smoke_v0,page_fetch,passed,"{""rows"": 1}",,rerun_covapie_external_metadata_index_download_smoke
covapie_covpdb_metadata_only_acquisition_smoke_v0,covapie_external_metadata_index_download_smoke_v0,parse,passed,"{""rows_parsed"": 25}",,rerun_covapie_external_metadata_index_download_smoke
covapie_covpdb_metadata_only_acquisition_smoke_v0,covapie_external_metadata_index_download_smoke_v0,csv_schema,passed,"{""metadata_csv_written"": true}",,rerun_covapie_external_metadata_index_download_smoke
covapie_covpdb_metadata_only_acquisition_smoke_v0,covapie_external_metadata_index_download_smoke_v0,raw_artifact_safety,passed,"{""forbidden_raw_artifact_downloaded"": false}",,rerun_covapie_external_metadata_index_download_smoke
covapie_covpdb_metadata_only_acquisition_smoke_v0,covapie_external_metadata_index_download_smoke_v0,event_key_boundary,passed,"{""event_key_materialized_current_step"": false}",,rerun_covapie_external_metadata_index_download_smoke
covapie_covpdb_metadata_only_acquisition_smoke_v0,covapie_external_metadata_index_download_smoke_v0,execution_boundary,passed,"{""rows"": 15}",,rerun_covapie_external_metadata_index_download_smoke
covapie_covpdb_metadata_only_acquisition_smoke_v0,covapie_external_metadata_index_download_smoke_v0,git_safety,passed,"{""rows"": 10}",,rerun_covapie_external_metadata_index_download_smoke
covapie_covpdb_metadata_only_acquisition_smoke_v0,covapie_external_metadata_index_download_smoke_v0,mask_scope,passed,"{""mask_count"": 5}",,rerun_covapie_external_metadata_index_download_smoke
covapie_covpdb_metadata_only_acquisition_smoke_v0,covapie_external_metadata_index_download_smoke_v0,feature_semantics,passed,"{""rows"": 12}",,rerun_covapie_external_metadata_index_download_smoke
covapie_covpdb_metadata_only_acquisition_smoke_v0,covapie_external_metadata_index_download_smoke_v0,leakage_split,passed,"{""rows"": 12}",,rerun_covapie_external_metadata_index_download_smoke
covapie_covpdb_metadata_only_acquisition_smoke_v0,covapie_external_metadata_index_download_smoke_v0,readiness_boundary,passed,"{""ready_for_training"": false}",,rerun_covapie_external_metadata_index_download_smoke
