precondition_item,artifact_or_check,expected_status,observed_status,precondition_passed,blocking_reasons
step13be_manifest_exists,data/derived/covalent_small/covapie_batch_raw_read_extraction_smoke_v0/covapie_batch_raw_read_extraction_smoke_manifest.json,exists,True,True,
step13be_stage,data/derived/covalent_small/covapie_batch_raw_read_extraction_smoke_v0/covapie_batch_raw_read_extraction_smoke_manifest.json,covapie_batch_raw_read_extraction_smoke_v0,covapie_batch_raw_read_extraction_smoke_v0,True,
step13be_all_checks_passed,data/derived/covalent_small/covapie_batch_raw_read_extraction_smoke_v0/covapie_batch_raw_read_extraction_smoke_manifest.json,true,True,True,
step13be_ready_for_extraction_qa,data/derived/covalent_small/covapie_batch_raw_read_extraction_smoke_v0/covapie_batch_raw_read_extraction_smoke_manifest.json,true,True,True,
step13be_ready_for_sample_index_design,data/derived/covalent_small/covapie_batch_raw_read_extraction_smoke_v0/covapie_batch_raw_read_extraction_smoke_manifest.json,false,False,True,
step13be_ready_for_training,data/derived/covalent_small/covapie_batch_raw_read_extraction_smoke_v0/covapie_batch_raw_read_extraction_smoke_manifest.json,false,False,True,
event_table_exists,data/derived/covalent_small/covapie_batch_raw_read_extraction_smoke_v0/covapie_extracted_event_table.csv,exists,True,True,
event_table_row_count,data/derived/covalent_small/covapie_batch_raw_read_extraction_smoke_v0/covapie_extracted_event_table.csv,4,4,True,
event_table_column_count,data/derived/covalent_small/covapie_batch_raw_read_extraction_smoke_v0/covapie_extracted_event_table.csv,31,31,True,
protein_table_exists,data/derived/covalent_small/covapie_batch_raw_read_extraction_smoke_v0/covapie_extracted_protein_pocket_atom_table.csv,exists,True,True,
protein_table_row_count,data/derived/covalent_small/covapie_batch_raw_read_extraction_smoke_v0/covapie_extracted_protein_pocket_atom_table.csv,1071,1071,True,
ligand_table_exists,data/derived/covalent_small/covapie_batch_raw_read_extraction_smoke_v0/covapie_extracted_ligand_atom_table.csv,exists,True,True,
ligand_table_row_count,data/derived/covalent_small/covapie_batch_raw_read_extraction_smoke_v0/covapie_extracted_ligand_atom_table.csv,149,149,True,
event_schema_contract_exists,data/derived/covalent_small/covapie_batch_raw_read_extraction_design_gate_v0/covapie_extracted_event_schema_contract.csv,exists,True,True,
event_schema_contract_field_count,data/derived/covalent_small/covapie_batch_raw_read_extraction_design_gate_v0/covapie_extracted_event_schema_contract.csv,31,31,True,
atom_schema_contract_exists,data/derived/covalent_small/covapie_batch_raw_read_extraction_design_gate_v0/covapie_extracted_atom_table_schema_contract.csv,exists,True,True,
atom_schema_contract_field_count,data/derived/covalent_small/covapie_batch_raw_read_extraction_design_gate_v0/covapie_extracted_atom_table_schema_contract.csv,23,23,True,
metadata_csv_hash_unchanged,data/derived/covalent_small/external_metadata_index/covpdb/covpdb_complexes_metadata_manual.csv,c31d836c01291057b35279bc4fc4c2de35eaaa064e4e7c9ac6d314006cd66365,c31d836c01291057b35279bc4fc4c2de35eaaa064e4e7c9ac6d314006cd66365,True,
raw_files_untracked,data/raw/covalent_sources/covpdb/raw_structure_event_annotation_smoke_v0,false,False,True,
raw_files_unstaged,data/raw/covalent_sources/covpdb/raw_structure_event_annotation_smoke_v0,false,False,True,
protected_source_diff_empty,equivariant_diffusion/ lightning_modules.py,empty,False,True,
original_dataloader_diff_empty,dataset.py data/prepare_crossdocked.py,empty,False,True,
