precondition_item,artifact_or_check,expected_status,observed_status,precondition_passed,blocking_reasons
step13bc_manifest_exists,data/derived/covalent_small/covapie_candidate_allowlist_qa_gate_v0/covapie_candidate_allowlist_qa_gate_manifest.json,exists,True,True,
step13bc_stage,data/derived/covalent_small/covapie_candidate_allowlist_qa_gate_v0/covapie_candidate_allowlist_qa_gate_manifest.json,covapie_candidate_allowlist_qa_gate_v0,covapie_candidate_allowlist_qa_gate_v0,True,
step13bc_all_checks_passed,data/derived/covalent_small/covapie_candidate_allowlist_qa_gate_v0/covapie_candidate_allowlist_qa_gate_manifest.json,true,True,True,
step13bc_ready_for_design_gate,data/derived/covalent_small/covapie_candidate_allowlist_qa_gate_v0/covapie_candidate_allowlist_qa_gate_manifest.json,true,True,True,
step13bc_ready_for_raw_read_smoke,data/derived/covalent_small/covapie_candidate_allowlist_qa_gate_v0/covapie_candidate_allowlist_qa_gate_manifest.json,false,False,True,
step13bc_ready_for_training,data/derived/covalent_small/covapie_candidate_allowlist_qa_gate_v0/covapie_candidate_allowlist_qa_gate_manifest.json,false,False,True,
step13bb_allowlist_csv_exists,data/derived/covalent_small/covapie_candidate_allowlist_materialization_smoke_v0/covapie_candidate_allowlist_smoke.csv,exists,True,True,
step13bb_allowlist_json_exists,data/derived/covalent_small/covapie_candidate_allowlist_materialization_smoke_v0/covapie_candidate_allowlist_smoke.json,exists,True,True,
step13bb_allowlist_row_count,data/derived/covalent_small/covapie_candidate_allowlist_materialization_smoke_v0/covapie_candidate_allowlist_smoke.csv,4,4,True,
step13bb_allowlist_column_count,data/derived/covalent_small/covapie_candidate_allowlist_materialization_smoke_v0/covapie_candidate_allowlist_smoke.csv,25,25,True,
metadata_csv_hash_unchanged,data/derived/covalent_small/external_metadata_index/covpdb/covpdb_complexes_metadata_manual.csv,c31d836c01291057b35279bc4fc4c2de35eaaa064e4e7c9ac6d314006cd66365,c31d836c01291057b35279bc4fc4c2de35eaaa064e4e7c9ac6d314006cd66365,True,
raw_files_untracked,data/raw/covalent_sources/covpdb/raw_structure_event_annotation_smoke_v0,false,False,True,
raw_files_unstaged,data/raw/covalent_sources/covpdb/raw_structure_event_annotation_smoke_v0,false,False,True,
protected_source_diff_empty,equivariant_diffusion/ lightning_modules.py,empty,False,True,
original_dataloader_diff_empty,dataset.py data/prepare_crossdocked.py,empty,False,True,
