source_order,source_relative_path,source_kind,boundary_necessity,tracked,base_tree_blob,filesystem_regular,non_symlink,expected_sha256,base_tree_sha256,filesystem_sha256,source_boundary_passed
1,src/covalent_ext/covapie_bulk_download_admission_unified_dispatch_runtime_with_admit_001_to_008.py,production_source,"minimal committed evidence for ADMIT_009 identity, unresolved semantics, identity separation, leakage boundary, or Exact11 preservation",true,true,true,true,b5022ee4b6a4e965cf783abf15e70a5909860f4f500c89f983fb41b6b8fd87e2,b5022ee4b6a4e965cf783abf15e70a5909860f4f500c89f983fb41b6b8fd87e2,b5022ee4b6a4e965cf783abf15e70a5909860f4f500c89f983fb41b6b8fd87e2,true
2,data/derived/covalent_small/covapie_bulk_download_admission_unified_dispatch_runtime_with_admit_001_to_008_v1/covapie_admit_001_to_008_runtime_contract.csv,committed_contract_csv,"minimal committed evidence for ADMIT_009 identity, unresolved semantics, identity separation, leakage boundary, or Exact11 preservation",true,true,true,true,27d0c9d941698d99d045b367889ccd388f708353bcd342eb7f57729bb99940f9,27d0c9d941698d99d045b367889ccd388f708353bcd342eb7f57729bb99940f9,27d0c9d941698d99d045b367889ccd388f708353bcd342eb7f57729bb99940f9,true
3,data/derived/covalent_small/covapie_bulk_download_admission_unified_dispatch_runtime_with_admit_001_to_008_v1/covapie_admit_001_to_008_runtime_manifest.json,committed_manifest,"minimal committed evidence for ADMIT_009 identity, unresolved semantics, identity separation, leakage boundary, or Exact11 preservation",true,true,true,true,6047e110c29d8ca7300236f8af8dbce31a92f2a62576cbc2a8fa2d5d1baf32cf,6047e110c29d8ca7300236f8af8dbce31a92f2a62576cbc2a8fa2d5d1baf32cf,6047e110c29d8ca7300236f8af8dbce31a92f2a62576cbc2a8fa2d5d1baf32cf,true
4,data/derived/covalent_small/covapie_bulk_download_admission_unified_dispatch_runtime_with_admit_001_to_008_v1/covapie_admit_001_to_008_runtime_issue_inventory.csv,committed_contract_csv,"minimal committed evidence for ADMIT_009 identity, unresolved semantics, identity separation, leakage boundary, or Exact11 preservation",true,true,true,true,1c11f931b103fe8d523115b00f85d095956042ea1168741b8ec42bbf24a38128,1c11f931b103fe8d523115b00f85d095956042ea1168741b8ec42bbf24a38128,1c11f931b103fe8d523115b00f85d095956042ea1168741b8ec42bbf24a38128,true
5,data/derived/covalent_small/covapie_canonical_final_dataset_bulk_download_admission_design_gate_v1/covapie_bulk_download_admission_rule_registry.csv,committed_contract_csv,"minimal committed evidence for ADMIT_009 identity, unresolved semantics, identity separation, leakage boundary, or Exact11 preservation",true,true,true,true,9b16919a08d166a8daf223c7b6a04078ae10aa00206daefc18f2c5a5060783fc,9b16919a08d166a8daf223c7b6a04078ae10aa00206daefc18f2c5a5060783fc,9b16919a08d166a8daf223c7b6a04078ae10aa00206daefc18f2c5a5060783fc,true
6,data/derived/covalent_small/covapie_canonical_final_dataset_bulk_download_admission_design_gate_v1/covapie_bulk_download_admission_schema_contract.csv,committed_contract_csv,"minimal committed evidence for ADMIT_009 identity, unresolved semantics, identity separation, leakage boundary, or Exact11 preservation",true,true,true,true,44ca53db60e210ffe1200d32f449c1fd94107f2775ed19b9c14f3a1e982e9710,44ca53db60e210ffe1200d32f449c1fd94107f2775ed19b9c14f3a1e982e9710,44ca53db60e210ffe1200d32f449c1fd94107f2775ed19b9c14f3a1e982e9710,true
7,data/derived/covalent_small/covapie_canonical_final_dataset_bulk_download_admission_design_gate_v1/covapie_bulk_download_admission_design_gate_manifest.json,committed_manifest,"minimal committed evidence for ADMIT_009 identity, unresolved semantics, identity separation, leakage boundary, or Exact11 preservation",true,true,true,true,085cb2f2a6bfe9bebe9e503dd10aa0b4d6f9ad754ff99539b1bafb33c78b5444,085cb2f2a6bfe9bebe9e503dd10aa0b4d6f9ad754ff99539b1bafb33c78b5444,085cb2f2a6bfe9bebe9e503dd10aa0b4d6f9ad754ff99539b1bafb33c78b5444,true
8,data/derived/covalent_small/covapie_canonical_final_dataset_bulk_download_admission_implementation_precondition_gate_v1/covapie_bulk_download_admission_field_semantics_matrix.csv,committed_contract_csv,"minimal committed evidence for ADMIT_009 identity, unresolved semantics, identity separation, leakage boundary, or Exact11 preservation",true,true,true,true,a64a746cd13eb8f8421fcab1298f5657147e7882b8c786cf956f8096187966a1,a64a746cd13eb8f8421fcab1298f5657147e7882b8c786cf956f8096187966a1,a64a746cd13eb8f8421fcab1298f5657147e7882b8c786cf956f8096187966a1,true
9,data/derived/covalent_small/covapie_canonical_final_dataset_bulk_download_admission_implementation_precondition_gate_v1/covapie_bulk_download_admission_rule_executability_matrix.csv,committed_contract_csv,"minimal committed evidence for ADMIT_009 identity, unresolved semantics, identity separation, leakage boundary, or Exact11 preservation",true,true,true,true,a7782e48cac282b047a392ee20b5b26a72fa1b2208a3889edf8b1c8af923921b,a7782e48cac282b047a392ee20b5b26a72fa1b2208a3889edf8b1c8af923921b,a7782e48cac282b047a392ee20b5b26a72fa1b2208a3889edf8b1c8af923921b,true
10,data/derived/covalent_small/covapie_canonical_final_dataset_bulk_download_admission_implementation_precondition_gate_v1/covapie_bulk_download_admission_evaluation_context_contract.csv,committed_contract_csv,"minimal committed evidence for ADMIT_009 identity, unresolved semantics, identity separation, leakage boundary, or Exact11 preservation",true,true,true,true,1146ba9f7dce648726b54401ece8e7f5e94e9feea8057ab29d4fea8a8bf6f8b0,1146ba9f7dce648726b54401ece8e7f5e94e9feea8057ab29d4fea8a8bf6f8b0,1146ba9f7dce648726b54401ece8e7f5e94e9feea8057ab29d4fea8a8bf6f8b0,true
