row_type,candidate_id,source_sample_id,file_role,file_path,file_exists,file_size_bytes,sha256,file_extension,copied_to_snapshot,embedded_in_snapshot_manifest,archive_member,training_tensor,notes
candidate_file,BTK_C481_6DI9_pre_reaction,BTK_C481_6DI9,packaged_protein,data/derived/covalent_small/packaging_real_review_only/proteins/BTK_C481_6DI9.pdb,true,226395,d62004ac38434a0cc5846862e03169a132c095e475603e4725058ea04328cf5d,.pdb,false,false,false,false,reference_only_no_file_copy
candidate_file,BTK_C481_6DI9_pre_reaction,BTK_C481_6DI9,packaged_ligand_sdf,data/derived/covalent_small/packaging_real_review_only/ligands_pre_reaction/BTK_C481_6DI9_pre_reaction.sdf,true,2851,004ec8e1ccb4552156762180137f092ae745179a2ae7b9ea06ff5632e62eb126,.sdf,false,false,false,false,reference_only_no_file_copy
candidate_file,BTK_C481_6DI9_pre_reaction,BTK_C481_6DI9,packaged_metadata_json,data/derived/covalent_small/packaging_real_review_only/metadata/BTK_C481_6DI9_pre_reaction.json,true,2242,d3dc20da98e2dcd1b917f9d5d01b360f9793240387777c5eb1542bf153e55b1a,.json,false,false,false,false,reference_only_no_file_copy
candidate_file,BTK_C481_6DI9_pre_reaction,BTK_C481_6DI9,source_protein,data/raw/covalent_small/proteins/BTK_C481_6DI9.pdb,true,226395,d62004ac38434a0cc5846862e03169a132c095e475603e4725058ea04328cf5d,.pdb,false,false,false,false,reference_only_no_file_copy
candidate_file,BTK_C481_6DI9_pre_reaction,BTK_C481_6DI9,source_ligand_sdf,data/derived/covalent_small/ligands_pre_reaction/BTK_C481_6DI9_pre_reaction.sdf,true,2851,004ec8e1ccb4552156762180137f092ae745179a2ae7b9ea06ff5632e62eb126,.sdf,false,false,false,false,reference_only_no_file_copy
candidate_file,KRAS_G12C_5F2E_pre_reaction,KRAS_G12C_5F2E,packaged_protein,data/derived/covalent_small/packaging_real_review_only/proteins/KRAS_G12C_5F2E.pdb,true,308367,ddfa80d8ca2ae558ce6633702d417ed0ba61514ac2f8506fecf6061311412f78,.pdb,false,false,false,false,reference_only_no_file_copy
candidate_file,KRAS_G12C_5F2E_pre_reaction,KRAS_G12C_5F2E,packaged_ligand_sdf,data/derived/covalent_small/packaging_real_review_only/ligands_pre_reaction/KRAS_G12C_5F2E_pre_reaction.sdf,true,2615,4015047b42b77f1f8e785c10eb073fb01d60198245d5e76b1db7db73781eeb9b,.sdf,false,false,false,false,reference_only_no_file_copy
candidate_file,KRAS_G12C_5F2E_pre_reaction,KRAS_G12C_5F2E,packaged_metadata_json,data/derived/covalent_small/packaging_real_review_only/metadata/KRAS_G12C_5F2E_pre_reaction.json,true,2241,54ad52bc53be906507c135d5534076eb1014078e17dd506d2027b29f8a787fd5,.json,false,false,false,false,reference_only_no_file_copy
candidate_file,KRAS_G12C_5F2E_pre_reaction,KRAS_G12C_5F2E,source_protein,data/raw/covalent_small/proteins/KRAS_G12C_5F2E.pdb,true,308367,ddfa80d8ca2ae558ce6633702d417ed0ba61514ac2f8506fecf6061311412f78,.pdb,false,false,false,false,reference_only_no_file_copy
candidate_file,KRAS_G12C_5F2E_pre_reaction,KRAS_G12C_5F2E,source_ligand_sdf,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_5F2E_pre_reaction.sdf,true,2615,4015047b42b77f1f8e785c10eb073fb01d60198245d5e76b1db7db73781eeb9b,.sdf,false,false,false,false,reference_only_no_file_copy
