case_id,case_group,behavior,expected_dispatch_code,expected_reason,source_exact10_json,oracle_exact10_json,unified_exact13_json,formal_call_count,oracle_call_count,case_passed
STANDALONE_candidate_none,standalone_candidate_scalar,exact10_to_exact13,,LEAKAGE_GROUP_ID_TYPE_INVALID,"{""admission_rule_id"":""ADMIT_010"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""LEAKAGE_GROUP_ID_TYPE_INVALID"",""canonical_leakage_group_id"":"""",""validated_candidate_fields"":[],""consumed_candidate_fields"":[""leakage_group_id""],""consumed_context_items"":[],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_010"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""LEAKAGE_GROUP_ID_TYPE_INVALID"",""canonical_leakage_group_id"":"""",""validated_candidate_fields"":[],""consumed_candidate_fields"":[""leakage_group_id""],""consumed_context_items"":[],""evaluator_io_used"":false}","{""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""admission_rule_id"":""ADMIT_010"",""admission_rule_name"":""leakage_group_assignment_before_split"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""LEAKAGE_GROUP_ID_TYPE_INVALID"",""normalized_values"":[],""validated_candidate_fields"":[],""consumed_candidate_fields"":[""leakage_group_id""],""consumed_context_items"":[],""evaluator_io_used"":false,""adapter_id"":""covapie_admit_010_unified_adapter_v1""}",1,1,true
STANDALONE_candidate_integer,standalone_candidate_scalar,exact10_to_exact13,,LEAKAGE_GROUP_ID_TYPE_INVALID,"{""admission_rule_id"":""ADMIT_010"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""LEAKAGE_GROUP_ID_TYPE_INVALID"",""canonical_leakage_group_id"":"""",""validated_candidate_fields"":[],""consumed_candidate_fields"":[""leakage_group_id""],""consumed_context_items"":[],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_010"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""LEAKAGE_GROUP_ID_TYPE_INVALID"",""canonical_leakage_group_id"":"""",""validated_candidate_fields"":[],""consumed_candidate_fields"":[""leakage_group_id""],""consumed_context_items"":[],""evaluator_io_used"":false}","{""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""admission_rule_id"":""ADMIT_010"",""admission_rule_name"":""leakage_group_assignment_before_split"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""LEAKAGE_GROUP_ID_TYPE_INVALID"",""normalized_values"":[],""validated_candidate_fields"":[],""consumed_candidate_fields"":[""leakage_group_id""],""consumed_context_items"":[],""evaluator_io_used"":false,""adapter_id"":""covapie_admit_010_unified_adapter_v1""}",1,1,true
STANDALONE_candidate_empty,standalone_candidate_scalar,exact10_to_exact13,,leakage_group_unassigned,"{""admission_rule_id"":""ADMIT_010"",""outcome"":""blocked"",""passed"":false,""blocks_candidate"":true,""reason"":""leakage_group_unassigned"",""canonical_leakage_group_id"":"""",""validated_candidate_fields"":[],""consumed_candidate_fields"":[""leakage_group_id""],""consumed_context_items"":[],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_010"",""outcome"":""blocked"",""passed"":false,""blocks_candidate"":true,""reason"":""leakage_group_unassigned"",""canonical_leakage_group_id"":"""",""validated_candidate_fields"":[],""consumed_candidate_fields"":[""leakage_group_id""],""consumed_context_items"":[],""evaluator_io_used"":false}","{""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""admission_rule_id"":""ADMIT_010"",""admission_rule_name"":""leakage_group_assignment_before_split"",""outcome"":""blocked"",""passed"":false,""blocks_candidate"":true,""reason"":""leakage_group_unassigned"",""normalized_values"":[],""validated_candidate_fields"":[],""consumed_candidate_fields"":[""leakage_group_id""],""consumed_context_items"":[],""evaluator_io_used"":false,""adapter_id"":""covapie_admit_010_unified_adapter_v1""}",1,1,true
STANDALONE_candidate_str_subclass,standalone_candidate_scalar,exact10_to_exact13,,LEAKAGE_GROUP_ID_TYPE_INVALID,"{""admission_rule_id"":""ADMIT_010"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""LEAKAGE_GROUP_ID_TYPE_INVALID"",""canonical_leakage_group_id"":"""",""validated_candidate_fields"":[],""consumed_candidate_fields"":[""leakage_group_id""],""consumed_context_items"":[],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_010"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""LEAKAGE_GROUP_ID_TYPE_INVALID"",""canonical_leakage_group_id"":"""",""validated_candidate_fields"":[],""consumed_candidate_fields"":[""leakage_group_id""],""consumed_context_items"":[],""evaluator_io_used"":false}","{""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""admission_rule_id"":""ADMIT_010"",""admission_rule_name"":""leakage_group_assignment_before_split"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""LEAKAGE_GROUP_ID_TYPE_INVALID"",""normalized_values"":[],""validated_candidate_fields"":[],""consumed_candidate_fields"":[""leakage_group_id""],""consumed_context_items"":[],""evaluator_io_used"":false,""adapter_id"":""covapie_admit_010_unified_adapter_v1""}",1,1,true
STANDALONE_candidate_non_ascii,standalone_candidate_scalar,exact10_to_exact13,,LEAKAGE_GROUP_ID_NON_ASCII,"{""admission_rule_id"":""ADMIT_010"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""LEAKAGE_GROUP_ID_NON_ASCII"",""canonical_leakage_group_id"":"""",""validated_candidate_fields"":[],""consumed_candidate_fields"":[""leakage_group_id""],""consumed_context_items"":[],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_010"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""LEAKAGE_GROUP_ID_NON_ASCII"",""canonical_leakage_group_id"":"""",""validated_candidate_fields"":[],""consumed_candidate_fields"":[""leakage_group_id""],""consumed_context_items"":[],""evaluator_io_used"":false}","{""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""admission_rule_id"":""ADMIT_010"",""admission_rule_name"":""leakage_group_assignment_before_split"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""LEAKAGE_GROUP_ID_NON_ASCII"",""normalized_values"":[],""validated_candidate_fields"":[],""consumed_candidate_fields"":[""leakage_group_id""],""consumed_context_items"":[],""evaluator_io_used"":false,""adapter_id"":""covapie_admit_010_unified_adapter_v1""}",1,1,true
STANDALONE_candidate_lowercase_prefix,standalone_candidate_scalar,exact10_to_exact13,,LEAKAGE_GROUP_ID_SYNTAX_INVALID,"{""admission_rule_id"":""ADMIT_010"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""LEAKAGE_GROUP_ID_SYNTAX_INVALID"",""canonical_leakage_group_id"":"""",""validated_candidate_fields"":[],""consumed_candidate_fields"":[""leakage_group_id""],""consumed_context_items"":[],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_010"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""LEAKAGE_GROUP_ID_SYNTAX_INVALID"",""canonical_leakage_group_id"":"""",""validated_candidate_fields"":[],""consumed_candidate_fields"":[""leakage_group_id""],""consumed_context_items"":[],""evaluator_io_used"":false}","{""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""admission_rule_id"":""ADMIT_010"",""admission_rule_name"":""leakage_group_assignment_before_split"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""LEAKAGE_GROUP_ID_SYNTAX_INVALID"",""normalized_values"":[],""validated_candidate_fields"":[],""consumed_candidate_fields"":[""leakage_group_id""],""consumed_context_items"":[],""evaluator_io_used"":false,""adapter_id"":""covapie_admit_010_unified_adapter_v1""}",1,1,true
STANDALONE_candidate_case_drift,standalone_candidate_scalar,exact10_to_exact13,,LEAKAGE_GROUP_ID_SYNTAX_INVALID,"{""admission_rule_id"":""ADMIT_010"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""LEAKAGE_GROUP_ID_SYNTAX_INVALID"",""canonical_leakage_group_id"":"""",""validated_candidate_fields"":[],""consumed_candidate_fields"":[""leakage_group_id""],""consumed_context_items"":[],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_010"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""LEAKAGE_GROUP_ID_SYNTAX_INVALID"",""canonical_leakage_group_id"":"""",""validated_candidate_fields"":[],""consumed_candidate_fields"":[""leakage_group_id""],""consumed_context_items"":[],""evaluator_io_used"":false}","{""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""admission_rule_id"":""ADMIT_010"",""admission_rule_name"":""leakage_group_assignment_before_split"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""LEAKAGE_GROUP_ID_SYNTAX_INVALID"",""normalized_values"":[],""validated_candidate_fields"":[],""consumed_candidate_fields"":[""leakage_group_id""],""consumed_context_items"":[],""evaluator_io_used"":false,""adapter_id"":""covapie_admit_010_unified_adapter_v1""}",1,1,true
STANDALONE_candidate_short_digits,standalone_candidate_scalar,exact10_to_exact13,,LEAKAGE_GROUP_ID_SYNTAX_INVALID,"{""admission_rule_id"":""ADMIT_010"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""LEAKAGE_GROUP_ID_SYNTAX_INVALID"",""canonical_leakage_group_id"":"""",""validated_candidate_fields"":[],""consumed_candidate_fields"":[""leakage_group_id""],""consumed_context_items"":[],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_010"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""LEAKAGE_GROUP_ID_SYNTAX_INVALID"",""canonical_leakage_group_id"":"""",""validated_candidate_fields"":[],""consumed_candidate_fields"":[""leakage_group_id""],""consumed_context_items"":[],""evaluator_io_used"":false}","{""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""admission_rule_id"":""ADMIT_010"",""admission_rule_name"":""leakage_group_assignment_before_split"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""LEAKAGE_GROUP_ID_SYNTAX_INVALID"",""normalized_values"":[],""validated_candidate_fields"":[],""consumed_candidate_fields"":[""leakage_group_id""],""consumed_context_items"":[],""evaluator_io_used"":false,""adapter_id"":""covapie_admit_010_unified_adapter_v1""}",1,1,true
STANDALONE_candidate_long_digits,standalone_candidate_scalar,exact10_to_exact13,,LEAKAGE_GROUP_ID_SYNTAX_INVALID,"{""admission_rule_id"":""ADMIT_010"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""LEAKAGE_GROUP_ID_SYNTAX_INVALID"",""canonical_leakage_group_id"":"""",""validated_candidate_fields"":[],""consumed_candidate_fields"":[""leakage_group_id""],""consumed_context_items"":[],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_010"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""LEAKAGE_GROUP_ID_SYNTAX_INVALID"",""canonical_leakage_group_id"":"""",""validated_candidate_fields"":[],""consumed_candidate_fields"":[""leakage_group_id""],""consumed_context_items"":[],""evaluator_io_used"":false}","{""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""admission_rule_id"":""ADMIT_010"",""admission_rule_name"":""leakage_group_assignment_before_split"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""LEAKAGE_GROUP_ID_SYNTAX_INVALID"",""normalized_values"":[],""validated_candidate_fields"":[],""consumed_candidate_fields"":[""leakage_group_id""],""consumed_context_items"":[],""evaluator_io_used"":false,""adapter_id"":""covapie_admit_010_unified_adapter_v1""}",1,1,true
STANDALONE_candidate_non_digit_suffix,standalone_candidate_scalar,exact10_to_exact13,,LEAKAGE_GROUP_ID_SYNTAX_INVALID,"{""admission_rule_id"":""ADMIT_010"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""LEAKAGE_GROUP_ID_SYNTAX_INVALID"",""canonical_leakage_group_id"":"""",""validated_candidate_fields"":[],""consumed_candidate_fields"":[""leakage_group_id""],""consumed_context_items"":[],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_010"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""LEAKAGE_GROUP_ID_SYNTAX_INVALID"",""canonical_leakage_group_id"":"""",""validated_candidate_fields"":[],""consumed_candidate_fields"":[""leakage_group_id""],""consumed_context_items"":[],""evaluator_io_used"":false}","{""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""admission_rule_id"":""ADMIT_010"",""admission_rule_name"":""leakage_group_assignment_before_split"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""LEAKAGE_GROUP_ID_SYNTAX_INVALID"",""normalized_values"":[],""validated_candidate_fields"":[],""consumed_candidate_fields"":[""leakage_group_id""],""consumed_context_items"":[],""evaluator_io_used"":false,""adapter_id"":""covapie_admit_010_unified_adapter_v1""}",1,1,true
