stage,previous_stage,section,status,evidence,blocking_reasons,recommended_next_step
covapie_metadata_source_inventory_gate_v0,covapie_candidate_allowlist_materialization_smoke_v0,step13ah_precondition,passed,"{""rows"": 7}",,provide_or_generate_explicit_candidate_metadata_source
covapie_metadata_source_inventory_gate_v0,covapie_candidate_allowlist_materialization_smoke_v0,scanned_artifacts,passed,"{""rows"": 526}",,provide_or_generate_explicit_candidate_metadata_source
covapie_metadata_source_inventory_gate_v0,covapie_candidate_allowlist_materialization_smoke_v0,forbidden_artifacts,passed,"{""rows"": 15}",,provide_or_generate_explicit_candidate_metadata_source
covapie_metadata_source_inventory_gate_v0,covapie_candidate_allowlist_materialization_smoke_v0,field_coverage,passed,"{""rows"": 15}",,provide_or_generate_explicit_candidate_metadata_source
covapie_metadata_source_inventory_gate_v0,covapie_candidate_allowlist_materialization_smoke_v0,gap_audit,passed,"{""rows"": 15}",,provide_or_generate_explicit_candidate_metadata_source
covapie_metadata_source_inventory_gate_v0,covapie_candidate_allowlist_materialization_smoke_v0,candidate_count_estimate,passed,"{""enough"": false, ""rows"": 1}",,provide_or_generate_explicit_candidate_metadata_source
covapie_metadata_source_inventory_gate_v0,covapie_candidate_allowlist_materialization_smoke_v0,execution_boundary,passed,"{""rows"": 24}",,provide_or_generate_explicit_candidate_metadata_source
covapie_metadata_source_inventory_gate_v0,covapie_candidate_allowlist_materialization_smoke_v0,git_safety,passed,"{""rows"": 10}",,provide_or_generate_explicit_candidate_metadata_source
covapie_metadata_source_inventory_gate_v0,covapie_candidate_allowlist_materialization_smoke_v0,mask_scope,passed,"{""rows"": 5}",,provide_or_generate_explicit_candidate_metadata_source
covapie_metadata_source_inventory_gate_v0,covapie_candidate_allowlist_materialization_smoke_v0,feature_semantics,passed,"{""rows"": 12}",,provide_or_generate_explicit_candidate_metadata_source
covapie_metadata_source_inventory_gate_v0,covapie_candidate_allowlist_materialization_smoke_v0,leakage_split,passed,"{""rows"": 12}",,provide_or_generate_explicit_candidate_metadata_source
covapie_metadata_source_inventory_gate_v0,covapie_candidate_allowlist_materialization_smoke_v0,readiness_boundary,passed,"{""recommended_next_step"": ""provide_or_generate_explicit_candidate_metadata_source""}",,provide_or_generate_explicit_candidate_metadata_source
