precondition_item,artifact_or_check,expected_status,observed_status,precondition_passed,blocking_reasons
step13ay_manifest_exists,data/derived/covalent_small/covapie_candidate_metadata_materialization_smoke_v0/covapie_candidate_metadata_materialization_smoke_manifest.json,exists,True,True,
step13ay_stage,data/derived/covalent_small/covapie_candidate_metadata_materialization_smoke_v0/covapie_candidate_metadata_materialization_smoke_manifest.json,covapie_candidate_metadata_materialization_smoke_v0,covapie_candidate_metadata_materialization_smoke_v0,True,
step13ay_all_checks_passed,data/derived/covalent_small/covapie_candidate_metadata_materialization_smoke_v0/covapie_candidate_metadata_materialization_smoke_manifest.json,true,True,True,
step13ay_candidate_metadata_materialized,data/derived/covalent_small/covapie_candidate_metadata_materialization_smoke_v0/covapie_candidate_metadata_materialization_smoke_manifest.json,true,True,True,
step13ay_candidate_allowlist_materialized,data/derived/covalent_small/covapie_candidate_metadata_materialization_smoke_v0/covapie_candidate_metadata_materialization_smoke_manifest.json,false,False,True,
step13ay_candidate_row_count,data/derived/covalent_small/covapie_candidate_metadata_materialization_smoke_v0/covapie_candidate_metadata_materialization_smoke_manifest.json,4,4,True,
step13ay_candidate_column_count,data/derived/covalent_small/covapie_candidate_metadata_materialization_smoke_v0/covapie_candidate_metadata_materialization_smoke_manifest.json,33,33,True,
step13ay_ready_for_qa_gate,data/derived/covalent_small/covapie_candidate_metadata_materialization_smoke_v0/covapie_candidate_metadata_materialization_smoke_manifest.json,true,True,True,
step13ay_ready_for_training,data/derived/covalent_small/covapie_candidate_metadata_materialization_smoke_v0/covapie_candidate_metadata_materialization_smoke_manifest.json,false,False,True,
step13ay_ready_to_train_now,data/derived/covalent_small/covapie_candidate_metadata_materialization_smoke_v0/covapie_candidate_metadata_materialization_smoke_manifest.json,false,False,True,
candidate_metadata_smoke_csv_exists,data/derived/covalent_small/covapie_candidate_metadata_materialization_smoke_v0/covapie_candidate_metadata_smoke.csv,exists,True,True,
candidate_metadata_smoke_json_exists,data/derived/covalent_small/covapie_candidate_metadata_materialization_smoke_v0/covapie_candidate_metadata_smoke.json,exists,True,True,
step13ax_schema_contract_exists,data/derived/covalent_small/covapie_candidate_metadata_materialization_design_gate_v0/covapie_candidate_metadata_schema_contract.csv,exists,True,True,
step13ao_metadata_csv_exists,data/derived/covalent_small/external_metadata_index/covpdb/covpdb_complexes_metadata_manual.csv,exists,True,True,
metadata_csv_hash_unchanged,data/derived/covalent_small/external_metadata_index/covpdb/covpdb_complexes_metadata_manual.csv,c31d836c01291057b35279bc4fc4c2de35eaaa064e4e7c9ac6d314006cd66365,c31d836c01291057b35279bc4fc4c2de35eaaa064e4e7c9ac6d314006cd66365,True,
raw_files_untracked,git ls-files raw root,false,False,True,
raw_files_unstaged,git diff --cached raw root,false,False,True,
protected_source_diff_empty,git diff equivariant_diffusion/ lightning_modules.py,empty,False,True,
original_dataloader_diff_empty,git diff dataset.py data/prepare_crossdocked.py,empty,False,True,
