contract_order,contract_id,contract_group,contract_subject,contract_value,contract_status
1,IDENTITY_001,registration,admission_rule_id,ADMIT_005,frozen
2,IDENTITY_002,registration,admission_rule_name,cys_sg_scope_only_v1,frozen
3,IDENTITY_003,registration,adapter_id,covapie_admit_005_unified_adapter_v1,frozen
4,IDENTITY_004,registration,formal_evaluator,evaluate_admit_005,frozen
5,IDENTITY_005,registration,formal_evaluator_source,src/covalent_ext/covapie_bulk_download_admission_admit_005_rule_logic_interface.py,frozen
6,IDENTITY_006,registration,future_registered_rule_order,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005,frozen
7,REUSE_001,phase2_reuse,public_runtime,evaluate_admission_rule_existing_phase4_api,frozen
8,REUSE_002,phase2_reuse,result_type_identity,UnifiedAdmissionRuleEvaluation,frozen
9,REUSE_003,phase2_reuse,dispatch_error_type_identity,UnifiedAdmissionDispatchError,frozen
10,REUSE_004,phase2_reuse,result_schema_version,covapie_unified_admission_rule_evaluation_v1,frozen
11,REUSE_005,phase2_reuse,exact13_fields,schema_version|admission_rule_id|admission_rule_name|outcome|passed|blocks_candidate|reason|normalized_values|validated_candidate_fields|consumed_candidate_fields|consumed_context_items|evaluator_io_used|adapter_id,frozen
12,REUSE_006,phase2_reuse,exact6_fields,code|admission_rule_id|known_rule|callable_discovered|adapter_ready|reason,frozen
13,ORDER_001,execution,global_precedence,global_admission_rule_id_type_validation|known_rule_validation|registered_adapter_ready_validation|batch_context_validation|evaluation_context_validation|download_result_context_validation|stage_authorization_context_validation|candidate_record_mapping_validation|required_field_covalent_residue_name|required_field_covalent_residue_atom_name|formal_evaluate_admit_005_call|exact_source_type_and_invariants|independent_semantic_oracle_derivation|source_oracle_exact_equivalence|exact13_unified_result_construction,frozen
14,CONTEXT_001,context,context_order,batch_context|evaluation_context|download_result_context|stage_authorization_context,frozen
15,CONTEXT_002,context,batch_failure,ADMIT_005_BATCH_CONTEXT_MUST_BE_NONE,frozen
16,CONTEXT_003,context,evaluation_failure,ADMIT_005_EVALUATION_CONTEXT_MUST_BE_NONE,frozen
17,CONTEXT_004,context,download_failure,ADMIT_005_DOWNLOAD_RESULT_CONTEXT_MUST_BE_NONE,frozen
18,CONTEXT_005,context,stage_failure,ADMIT_005_STAGE_AUTHORIZATION_CONTEXT_MUST_BE_NONE,frozen
19,CONTEXT_006,context,failure_payload,Exact6|context_routing_invalid|known=true|callable=true|adapter_ready=true|no_partial_result,frozen
20,CANDIDATE_001,candidate,mapping_acceptance,"isinstance(candidate_record,Mapping)",frozen
21,CANDIDATE_002,candidate,mapping_subclass,accepted,frozen
22,CANDIDATE_003,candidate,extra_fields,ignored,frozen
23,CANDIDATE_004,candidate,mutation,no_copy_no_mutation,frozen
24,CANDIDATE_005,candidate,scalar_values,original_identity_no_trim_uppercase_coercion_or_prevalidation,frozen
25,CANDIDATE_006,candidate,required_field_order,covalent_residue_name|covalent_residue_atom_name,frozen
26,CANDIDATE_007,candidate,missing_field_precedence,covalent_residue_name_before_covalent_residue_atom_name,frozen
27,CANDIDATE_008,candidate,invalid_payload,Exact13_invalid_consumed_exact2_no_context_no_calls,frozen
28,SOURCE_001,formal_source,call_shape,exactly_once_positional_original_objects,frozen
29,SOURCE_002,formal_source,exact_type,type(source)isAdmit005EvaluationResult,frozen
30,SOURCE_003,formal_source,invariants,Exact10_types_order_cross_field_rule_id_consumed_exact2_no_io,frozen
31,SOURCE_004,formal_source,type_failure,UNIFIED_ADMISSION_RULE_ADAPTER_NOT_READY|ADMIT_005_UNIFIED_ADAPTER_SOURCE_TYPE_INVALID|before_oracle|scope_oracle_calls=0|atom_oracle_calls=0,frozen
32,SOURCE_005,formal_source,invariant_failure,UNIFIED_ADMISSION_RULE_ADAPTER_NOT_READY|ADMIT_005_UNIFIED_ADAPTER_SOURCE_INVARIANT_INVALID|before_oracle|scope_oracle_calls=0|atom_oracle_calls=0,frozen
33,ORACLE_001,independent_oracle,helpers,classify_admit_004_admit_005_atom_scope_design|validate_generic_covalent_residue_atom_name,frozen
34,ORACLE_002,independent_oracle,call_shape,each_exactly_once_same_original_objects,frozen
35,ORACLE_003,independent_oracle,equivalence,only_after_source_prevalidation_passes|then_Exact10_all_fields_all_order_before_exact13,frozen
36,ORACLE_004,independent_oracle,mismatch,after_scope_oracle_calls=1|atom_oracle_calls=1|ADMIT_005_UNIFIED_ADAPTER_SOURCE_INVARIANT_INVALID|no_projection,frozen
37,ORACLE_005,independent_oracle,standalone_call_graph,formal_evaluator_does_not_call_design_oracle,frozen
38,PROJECTION_001,unified_projection,exact10_to_exact13,source_fields_passthrough_plus_phase2_schema_rule_name_empty_context_adapter_id,frozen
39,PROJECTION_002,unified_projection,normalized_values,equals_source_validated_candidate_fields,frozen
40,PROJECTION_003,unified_projection,partial_validation,residue_invalid_empty|atom_invalid_residue_only|passed_or_rejected_residue_then_atom,frozen
41,PROJECTION_004,unified_projection,rejected,passthrough_not_blocked_not_invalid_validated_fields_preserved,frozen
42,BOUNDARY_001,boundary,current_phase4,ADMIT_005_not_registered_registry_exact_ADMIT_001_to_004,frozen
43,BOUNDARY_002,boundary,excluded,adapter_implementation|registry_modification|evaluate_all_rules|combined_verdict|cross_rule_precedence|ADMIT_006,frozen
44,BOUNDARY_003,boundary,io_and_mutation,no_io_no_candidate_mutation,frozen
45,ISSUE_001,readiness,exact11,copied_unchanged_provider_and_coverage_and_cross_rule_blockers_open,frozen
46,NEXT_001,readiness,recommended_next_step,implement_covapie_unified_dispatch_runtime_with_admit_001_to_005_v1,frozen
