precondition_item,artifact_or_check,expected_status,observed_status,precondition_passed,blocking_reasons
step14ac_manifest_exists,data/derived/covalent_small/covapie_sample_index_design_gate_v0/covapie_sample_index_design_gate_manifest.json,exists,True,True,
step14ac_stage,data/derived/covalent_small/covapie_sample_index_design_gate_v0/covapie_sample_index_design_gate_manifest.json,covapie_sample_index_design_gate_v0,covapie_sample_index_design_gate_v0,True,
step14ac_all_checks_passed,data/derived/covalent_small/covapie_sample_index_design_gate_v0/covapie_sample_index_design_gate_manifest.json,True,True,True,
step14ac_source_inventory_count,data/derived/covalent_small/covapie_sample_index_design_gate_v0/covapie_sample_index_design_gate_manifest.json,3,3,True,
step14ac_schema_field_count,data/derived/covalent_small/covapie_sample_index_design_gate_v0/covapie_sample_index_design_gate_manifest.json,33,33,True,
step14ac_field_mapping_count,data/derived/covalent_small/covapie_sample_index_design_gate_v0/covapie_sample_index_design_gate_manifest.json,33,33,True,
step14ac_materialization_plan_count,data/derived/covalent_small/covapie_sample_index_design_gate_v0/covapie_sample_index_design_gate_manifest.json,3,3,True,
step14ac_eligible_count,data/derived/covalent_small/covapie_sample_index_design_gate_v0/covapie_sample_index_design_gate_manifest.json,3,3,True,
step14ac_materialization_smoke_ready,data/derived/covalent_small/covapie_sample_index_design_gate_v0/covapie_sample_index_design_gate_manifest.json,True,True,True,
step14ac_training_not_ready,data/derived/covalent_small/covapie_sample_index_design_gate_v0/covapie_sample_index_design_gate_manifest.json,False,False,True,
step14ac_feature_semantics_unknown,data/derived/covalent_small/covapie_sample_index_design_gate_v0/covapie_sample_index_design_gate_manifest.json,False,False,True,
step14ac_unknown_atom_policy_unfinalized,data/derived/covalent_small/covapie_sample_index_design_gate_v0/covapie_sample_index_design_gate_manifest.json,False,False,True,
source_inventory_csv_json_consistent,data/derived/covalent_small/covapie_sample_index_design_gate_v0/covapie_sample_index_source_inventory.csv,3 consistent rows,3 csv/3 json,True,
schema_contract_33_fields,data/derived/covalent_small/covapie_sample_index_design_gate_v0/covapie_sample_index_schema_contract.csv,33,33,True,
field_mapping_33_fields,data/derived/covalent_small/covapie_sample_index_design_gate_v0/covapie_sample_index_field_mapping.csv,33,33,True,
materialization_plan_3_rows,data/derived/covalent_small/covapie_sample_index_design_gate_v0/covapie_sample_index_materialization_plan.csv,3,3,True,
planned_sample_index_ids,data/derived/covalent_small/covapie_sample_index_design_gate_v0/covapie_sample_index_materialization_plan.csv,"[""CYS_SG_SAMPLE_INDEX_000001"", ""CYS_SG_SAMPLE_INDEX_000002"", ""CYS_SG_SAMPLE_INDEX_000003""]","[""CYS_SG_SAMPLE_INDEX_000001"", ""CYS_SG_SAMPLE_INDEX_000002"", ""CYS_SG_SAMPLE_INDEX_000003""]",True,
all_source_rows_eligible,data/derived/covalent_small/covapie_sample_index_design_gate_v0/covapie_sample_index_source_inventory.csv,True,"[""True"", ""True"", ""True""]",True,
all_six_source_tables_exist,data/derived/covalent_small/covapie_sample_index_design_gate_v0/covapie_sample_index_source_inventory.csv,True,"[true, true, true]",True,
one_covalent_event_per_sample,derived covalent event tables,"[1, 1, 1]","[1, 1, 1]",True,
one_atom_pair_per_sample,derived ligand residue atom pair tables,"[1, 1, 1]","[1, 1, 1]",True,
metadata_csv_hash_unchanged,data/derived/covalent_small/external_metadata_index/covpdb/covpdb_complexes_metadata_manual.csv,c31d836c01291057b35279bc4fc4c2de35eaaa064e4e7c9ac6d314006cd66365,c31d836c01291057b35279bc4fc4c2de35eaaa064e4e7c9ac6d314006cd66365,True,
raw_files_not_tracked,data/raw/covalent_sources/covpdb/future_struct_conn_crosscheck_raw_v0,False,False,True,
raw_files_not_staged,data/raw/covalent_sources/covpdb/future_struct_conn_crosscheck_raw_v0,False,False,True,
protected_source_diff_empty,equivariant_diffusion/ lightning_modules.py,False,False,True,
original_dataloader_diff_empty,dataset.py data/prepare_crossdocked.py,False,False,True,
canonical_mask_count,canonical masks,5,5,True,
b3_scaffold_only_included,canonical masks,True,True,True,
no_extra_mask_tasks,canonical masks,True,"[""warhead_only"", ""linker_plus_warhead"", ""scaffold_plus_warhead"", ""scaffold_only"", ""scaffold_plus_linker_plus_warhead""]",True,
