stage,previous_stage,section,status,evidence,decision,blocking_reasons,recommended_next_step
covapie_batch_scale_data_preparation_design_gate_v0,covapie_diffsbdd_loader_adapter_implementation_qa_gate_v0,step13ad_precondition,passed,"{""all_preconditions_validated"": true, ""row_count"": 6}",CovaPIE batch-scale data preparation design gate passed,,covapie_batch_scale_data_preparation_smoke
covapie_batch_scale_data_preparation_design_gate_v0,covapie_diffsbdd_loader_adapter_implementation_qa_gate_v0,input_source_contract,passed,"{""passed"": true, ""row_count"": 8}",CovaPIE batch-scale data preparation design gate passed,,covapie_batch_scale_data_preparation_smoke
covapie_batch_scale_data_preparation_design_gate_v0,covapie_diffsbdd_loader_adapter_implementation_qa_gate_v0,candidate_selection_contract,passed,"{""passed"": true, ""row_count"": 12}",CovaPIE batch-scale data preparation design gate passed,,covapie_batch_scale_data_preparation_smoke
covapie_batch_scale_data_preparation_design_gate_v0,covapie_diffsbdd_loader_adapter_implementation_qa_gate_v0,sharding_contract,passed,"{""passed"": true, ""row_count"": 7}",CovaPIE batch-scale data preparation design gate passed,,covapie_batch_scale_data_preparation_smoke
covapie_batch_scale_data_preparation_design_gate_v0,covapie_diffsbdd_loader_adapter_implementation_qa_gate_v0,failure_taxonomy_contract,passed,"{""passed"": true, ""row_count"": 18}",CovaPIE batch-scale data preparation design gate passed,,covapie_batch_scale_data_preparation_smoke
covapie_batch_scale_data_preparation_design_gate_v0,covapie_diffsbdd_loader_adapter_implementation_qa_gate_v0,provenance_contract,passed,"{""passed"": true, ""row_count"": 14}",CovaPIE batch-scale data preparation design gate passed,,covapie_batch_scale_data_preparation_smoke
covapie_batch_scale_data_preparation_design_gate_v0,covapie_diffsbdd_loader_adapter_implementation_qa_gate_v0,output_artifact_contract,passed,"{""passed"": true, ""row_count"": 12}",CovaPIE batch-scale data preparation design gate passed,,covapie_batch_scale_data_preparation_smoke
covapie_batch_scale_data_preparation_design_gate_v0,covapie_diffsbdd_loader_adapter_implementation_qa_gate_v0,git_safety_contract,passed,"{""passed"": true, ""row_count"": 10}",CovaPIE batch-scale data preparation design gate passed,,covapie_batch_scale_data_preparation_smoke
covapie_batch_scale_data_preparation_design_gate_v0,covapie_diffsbdd_loader_adapter_implementation_qa_gate_v0,mask_scope_contract,passed,"{""passed"": true, ""row_count"": 5}",CovaPIE batch-scale data preparation design gate passed,,covapie_batch_scale_data_preparation_smoke
covapie_batch_scale_data_preparation_design_gate_v0,covapie_diffsbdd_loader_adapter_implementation_qa_gate_v0,feature_semantics_boundary,passed,"{""passed"": true, ""row_count"": 12}",CovaPIE batch-scale data preparation design gate passed,,covapie_batch_scale_data_preparation_smoke
covapie_batch_scale_data_preparation_design_gate_v0,covapie_diffsbdd_loader_adapter_implementation_qa_gate_v0,leakage_split_placeholder_contract,passed,"{""passed"": true, ""row_count"": 12}",CovaPIE batch-scale data preparation design gate passed,,covapie_batch_scale_data_preparation_smoke
covapie_batch_scale_data_preparation_design_gate_v0,covapie_diffsbdd_loader_adapter_implementation_qa_gate_v0,execution_boundary_contract,passed,"{""passed"": true, ""row_count"": 24}",CovaPIE batch-scale data preparation design gate passed,,covapie_batch_scale_data_preparation_smoke
covapie_batch_scale_data_preparation_design_gate_v0,covapie_diffsbdd_loader_adapter_implementation_qa_gate_v0,readiness_boundary,passed,"{""feature_semantics_audit_required_before_training"": true, ""leakage_split_design_required_before_training"": true, ""ready_for_covapie_batch_scale_data_preparation_smoke"": true, ""ready_for_training"": false, ""ready_to_train_now"": false, ""recommended_next_step"": ""covapie_batch_scale_data_preparation_smoke""}",CovaPIE batch-scale data preparation design gate passed,,covapie_batch_scale_data_preparation_smoke
